region,province,municipality,division,school_id,school_name,school_type,year_1_male,year_1_female,year_2_male,year_2_female,year_3_male,year_3_female,year_4_male,year_4_female
IV-A (CALABARZON),Rizal,Cainta,Rizal,308110,Francisco P. Felix MNHS - Karangalan Annex,HS,0,0,233,234,0,0,0,0
IV-A (CALABARZON),Rizal,Cainta,Rizal,308111,Francisco P. Felix MNHS - LTO Annex,HS,0,0,376,423,0,0,0,0
IV-A (CALABARZON),Laguna,Santa Maria,Laguna,301270,Gaudencio Octavio National High School,HS,16,17,18,11,25,18,21,20
IV-A (CALABARZON),Cavite,Imus,Cavite,307811,Gen. Aguinaldo NHS-Annex,HS,242,183,183,189,191,159,126,122
IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,301191,Gen. Emilio Aguinaldo NHS (Bailen),HS,127,128,151,110,120,147,126,132
IV-A (CALABARZON),Cavite,Imus,Cavite,301190,Gen. Emilio Aguinaldo NHS (Imus),HS,"1,155","1,029","1,001",971,974,979,772,868
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,301439,Gen. Licerio Geronimo NHS,HS,521,492,419,415,352,411,321,350
IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,Cavite,301192,Gen. Mariano Alvarez Tech. HS,HS,"1,000",944,856,799,715,701,534,599
IV-A (CALABARZON),Cavite,Silang,Cavite,301193,Gen. Vito Belarmino NHS,HS,161,166,149,172,173,155,154,190
IV-A (CALABARZON),Quezon,Tiaong,Quezon,308012,Gloria Umali NHS,HS,53,51,61,57,61,45,52,48
IV-A (CALABARZON),Quezon,San Narciso,Quezon,301399,Godofredo M. Tan Mem. SAT (San Narciso Voc. HS),HS,270,203,175,191,135,169,94,171
IV-A (CALABARZON),Batangas,Lemery,Batangas,301102,Gov. Feliciano Leviste MNHS,HS,743,726,662,618,697,754,568,662
IV-A (CALABARZON),Laguna,Siniloan,Laguna,301274,GOV. FELICISIMO T. SAN LUIS NATIONAL AGRO-INDUSTRIAL HIGH SCHOOL,HS,83,50,58,57,47,52,42,48
IV-A (CALABARZON),Cavite,General Trias,Cavite,307801,Gov. Ferrer MNHS (Biclatan Annex),HS,230,220,231,220,182,212,159,175
IV-A (CALABARZON),Cavite,General Trias,Cavite,307802,Gov. Ferrer MNHS (Buenavista Annex),HS,140,112,113,130,118,103,98,124
IV-A (CALABARZON),Cavite,General Trias,Cavite,301194,Gov. Ferrer MNHS (Main),HS,590,530,507,547,490,483,425,453
IV-A (CALABARZON),Cavite,General Trias,Cavite,307812,Gov. Ferrer MNHS (San Francisco Annex),HS,333,307,282,284,266,290,213,213
IV-A (CALABARZON),Rizal,Cainta,Rizal,301444,"Gov. Isidro Rodriguez, Sr. MNHS",HS,205,183,178,171,148,148,116,160
IV-A (CALABARZON),Quezon,Sariaya,Quezon,308020,Governor Anacleto C. Alcala NHS,HS,65,68,51,47,66,51,46,39
IV-A (CALABARZON),Quezon,San Narciso,Quezon,301322,Gregorio Reyes NHS,HS,37,56,34,37,33,25,23,28
IV-A (CALABARZON),Quezon,Guinayangan,Quezon,301323,Guinayangan NHS,HS,194,208,154,195,135,188,137,159
IV-A (CALABARZON),Quezon,Lopez,Quezon,301328,Guites NHS,HS,18,13,10,7,5,8,10,9
IV-A (CALABARZON),Quezon,Lucena City (Capital),Lucena City,308503,Gulang-Gulang NHS,HS,265,216,196,201,134,174,138,154
IV-A (CALABARZON),Quezon,Lucena City (Capital),Lucena City,308504,Gulang-Gulang NHS - Iba. Talim Ext.,HS,35,40,26,30,35,28,34,39
IV-A (CALABARZON),Laguna,Cabuyao,Laguna,301241,Gulod NHS,HS,429,342,391,331,324,366,242,303
IV-A (CALABARZON),Quezon,Gumaca,Quezon,301325,Gumaca NHS,HS,377,390,406,397,353,374,357,368
IV-A (CALABARZON),Rizal,Binangonan,Rizal,308119,Guronasyon Foundation Incorporated NHS,HS,452,476,406,419,364,351,286,260
IV-A (CALABARZON),Quezon,Buenavista,Quezon,308006,Hagonghong Integrated HS,HS,50,48,51,28,29,28,31,32
IV-A (CALABARZON),Cavite,Amadeo,Cavite,301195,Halang Banaybanay NHS,HS,20,32,44,36,36,33,24,18
IV-A (CALABARZON),Quezon,Padre Burgos,Quezon,301326,Hinguiwin NHS,HS,71,62,56,57,52,58,46,51
IV-A (CALABARZON),Quezon,Lopez,Quezon,301327,Hondagua NHS,HS,109,102,88,85,92,88,80,63
IV-A (CALABARZON),Rizal,Pililla,Rizal,308121,Hulo NHS,HS,26,29,28,30,21,29,23,27
IV-A (CALABARZON),Quezon,San Francisco (Aurora),Quezon,308044,Huyon-Uyon NHS,HS,42,38,14,23,0,0,0,0
IV-A (CALABARZON),Laguna,Alaminos,Laguna,301242,IBAYIW NATIONAL HIGH SCHOOL,HS,95,78,90,91,65,68,69,73
IV-A (CALABARZON),Batangas,San Pascual,Batangas,301103,Ilat NHS,HS,52,40,48,33,41,44,46,51
IV-A (CALABARZON),Quezon,Lopez,Quezon,301387,Ilayang Ilog-A NHS,HS,3,9,10,7,10,12,3,5
IV-A (CALABARZON),Quezon,Mulanay,Quezon,301329,Ilayang Yuni NHS,HS,83,70,60,71,60,51,40,48
IV-A (CALABARZON),Cavite,Imus,Cavite,301196,Imus NHS,HS,990,996,"1,107","1,021","1,062",970,875,863
IV-A (CALABARZON),Cavite,Imus,Cavite,307821,Imus NHS (Greengate Annex),HS,285,209,209,139,162,128,64,60
IV-A (CALABARZON),Cavite,Imus,Cavite,307816,Imus NHS - Alapan Annex,HS,53,42,42,25,46,36,26,26
IV-A (CALABARZON),Quezon,Gumaca,Quezon,301331,Inaclagan NHS,HS,52,34,55,47,41,32,36,36
IV-A (CALABARZON),Quezon,Infanta,Quezon,301332,Infanta NHS,HS,413,397,403,419,319,429,301,319
IV-A (CALABARZON),Batangas,Bauan,Batangas,301104,Inicbulan NHS,HS,39,21,42,27,22,24,23,24
IV-A (CALABARZON),Batangas,Lipa City,Lipa City,301491,Inosloban-Marawoy NHS,HS,378,328,400,315,307,291,238,255
IV-A (CALABARZON),Batangas,Rosario,Batangas,301105,Itlugan NHS,HS,62,65,76,62,49,56,64,67
IV-A (CALABARZON),Laguna,City of Bi„An,Laguna,307901,Jacobo Z. Gonzales Memorial National High School,HS,704,683,632,613,518,570,381,456
IV-A (CALABARZON),Rizal,Jala-Jala,Rizal,308120,Jalajala NHS,HS,109,121,121,97,86,104,69,59
IV-A (CALABARZON),Rizal,Binangonan,Rizal,301445,Janosa NHS,HS,148,139,144,155,144,127,137,135
IV-A (CALABARZON),Batangas,Lobo,Batangas,301106,Jaybanga NHS,HS,42,52,58,57,40,39,23,35
IV-A (CALABARZON),Quezon,Jomalig,Quezon,301333,Jomalig NHS,HS,77,63,57,69,54,60,40,44
IV-A (CALABARZON),Rizal,San Mateo,Rizal,301460,Jose F. Diaz Memorial NHS (Sto. Ni–o NHS),HS,148,118,129,100,128,131,92,80
IV-A (CALABARZON),Batangas,Tuy,Batangas,307710,Jose Lopez Manzano Community High School,HS,117,106,112,106,113,100,90,89
IV-A (CALABARZON),Laguna,Pakil,Laguna,301243,Kabulusan National High School,HS,195,149,128,125,123,131,135,115
IV-A (CALABARZON),Cavite,Silang,Cavite,301197,Kaong NHS,HS,138,154,135,149,122,120,121,127
IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,301521,Kapayapaan NHS,HS,216,242,243,211,225,213,146,175
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,301446,Kasiglahan Village NHS,HS,779,658,566,557,493,518,414,465
IV-A (CALABARZON),Quezon,Tagkawayan,Quezon,301336,Katimo NHS,HS,48,39,42,43,34,36,18,35
IV-A (CALABARZON),Batangas,Nasugbu,Batangas,301107,Kaylaway National High School,HS,95,72,85,78,80,81,93,67
IV-A (CALABARZON),Cavite,Alfonso,Cavite,307804,Kaysuyo National High School,HS,23,20,26,18,23,21,24,18
IV-A (CALABARZON),Cavite,Alfonso,Cavite,301198,Kaytitinga NHS,HS,77,76,74,76,87,76,75,82
IV-A (CALABARZON),Quezon,Tagkawayan,Quezon,301338,Kinatakutan NHS,HS,25,32,38,28,22,18,15,24
IV-A (CALABARZON),Quezon,Calauag,Quezon,301339,Lagay NHS,HS,31,34,31,38,35,36,13,26
IV-A (CALABARZON),Laguna,Bay,Laguna,307930,Laguna Science NHS (Masaya NHS Annex),HS,29,53,19,31,18,22,17,32
IV-A (CALABARZON),Rizal,Morong,Rizal,308125,Lagundi - CCL NHS,HS,111,106,99,99,101,74,112,79
IV-A (CALABARZON),Rizal,Tanay,Rizal,308133,Laiban NHS,HS,6,9,16,17,0,0,0,0
IV-A (CALABARZON),Batangas,San Juan,Batangas,301108,Laiya NHS,HS,182,186,150,178,130,132,111,136
IV-A (CALABARZON),Quezon,Gumaca,Quezon,301340,Lamon Bay SOF - Main Gumaca,HS,50,44,52,35,46,38,32,31
IV-A (CALABARZON),Quezon,Calauag,Quezon,301341,"Lamon Bay SOF Annex - Capalohan, Calauag",HS,12,19,14,23,16,15,11,13
IV-A (CALABARZON),Quezon,Infanta,Quezon,301343,Langgas NHS,HS,48,53,49,47,43,37,38,41
IV-A (CALABARZON),Cavite,City of Dasmari„As,Dasmarinas City,325901,Langkaan II National High School - Congressional NHS Annex,HS,239,239,194,235,200,193,0,0
IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,308701,Lawa NHS,HS,64,67,59,48,40,47,52,56
IV-A (CALABARZON),Quezon,Lucena City (Capital),Lucena City,308506,LCNHS-Ransohan Extension,HS,32,32,0,0,0,0,0,0
IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,308702,Lecheria NHS,HS,153,168,138,127,135,154,118,101
IV-A (CALABARZON),Quezon,Unisan,Quezon,301371,Leonarda D. Vera Cruz NHS (Panaon NHS),HS,74,83,66,66,58,61,42,33
IV-A (CALABARZON),Batangas,Lian,Batangas,307706,Lian NHS,HS,239,215,213,175,158,154,136,143
IV-A (CALABARZON),Quezon,Panukulan,Quezon,301344,Libo NHS,HS,58,62,60,47,54,37,55,42
IV-A (CALABARZON),Quezon,Panukulan,Quezon,308029,Libo NHS - Bonbon Annex,HS,40,32,36,38,20,29,20,17
IV-A (CALABARZON),Laguna,Liliw,Laguna,301244,Liliw National High School,HS,160,183,174,160,166,165,150,149
IV-A (CALABARZON),Quezon,Padre Burgos,Quezon,301337,Lina Gayeta-Lasquety NHS,HS,36,36,23,26,27,18,25,26
IV-A (CALABARZON),Laguna,Pila,Laguna,301245,"Linga NHS, Pila",HS,156,136,151,160,123,123,104,144
IV-A (CALABARZON),Batangas,Lipa City,Lipa City,301492,Lipa City National Science HS,HS,15,32,21,21,14,33,12,20
IV-A (CALABARZON),Batangas,Lipa City,Lipa City,301493,Lipa City NHS,HS,739,585,678,567,538,568,450,489
IV-A (CALABARZON),Batangas,San Juan,Batangas,307725,Lipahan National High School,HS,53,51,0,0,0,0,0,0
IV-A (CALABARZON),Quezon,Mauban,Quezon,308007,Liwayway NHS,HS,52,56,66,62,72,69,47,45
IV-A (CALABARZON),Batangas,Lipa City,Lipa City,301494,Lodlod National High School,HS,132,104,130,110,110,104,100,78
IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,301519,Looc National High School,HS,196,159,179,145,142,180,105,137
IV-A (CALABARZON),Batangas,Nasugbu,Batangas,301109,Looc NHS,HS,140,123,120,115,107,105,79,101
IV-A (CALABARZON),Quezon,Lopez,Quezon,301345,Lopez National Comprehensive High School,HS,384,422,348,368,314,357,271,309
IV-A (CALABARZON),Laguna,Los Ba„Os,Laguna,301246,Los Banos Comm. HS (Poblacion),HS,194,166,225,176,196,175,172,163
IV-A (CALABARZON),Laguna,Los Ba„Os,Laguna,307936,Los Banos Integ. Sch. (LBCHS-Annex),HS,210,135,140,120,150,138,0,0
IV-A (CALABARZON),Laguna,Los Ba„Os,Laguna,301247,Los Banos NHS (Batong Malaki),HS,557,571,501,537,482,524,543,625
IV-A (CALABARZON),Quezon,San Francisco (Aurora),Quezon,308039,Lualhati D. Eda–o NHS,HS,43,34,40,31,20,24,0,0
IV-A (CALABARZON),Batangas,Balayan,Batangas,301110,Lucban NHS,HS,75,65,50,65,53,52,30,45
IV-A (CALABARZON),Quezon,Lucena City (Capital),Lucena City,301501,Lucena City National High School,HS,559,464,498,464,415,448,339,434
IV-A (CALABARZON),Quezon,Lucena City (Capital),Lucena City,308505,Lucena City NHS -Mayao Parada Extension,HS,71,57,0,0,0,0,0,0
IV-A (CALABARZON),Quezon,Lucena City (Capital),Lucena City,308501,Lucena Dalahican NHS,HS,295,297,247,251,211,203,174,191
IV-A (CALABARZON),Cavite,Alfonso,Cavite,301199,Lucsuhin NHS,HS,131,117,138,107,126,109,92,91
IV-A (CALABARZON),Batangas,Calatagan,Batangas,301111,Lucsuhin NHS,HS,268,285,244,232,244,248,235,210
IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,307809,Luis Aguado NHS (Southville NHS),HS,244,252,230,225,209,201,212,177
IV-A (CALABARZON),Quezon,City of Tayabas,Quezon,301347,Luis Palad NHS,HS,655,655,658,600,578,583,482,547
IV-A (CALABARZON),Cavite,Indang,Cavite,301200,Lumampong NHS,HS,86,73,75,61,67,82,67,60
IV-A (CALABARZON),Cavite,Indang,Cavite,301201,Lumampong NHS - Indang NHS Annex,HS,303,246,259,230,225,245,225,214
IV-A (CALABARZON),Laguna,Lumban,Laguna,301279,Lumban NHS,HS,142,166,165,142,163,140,141,166
IV-A (CALABARZON),Batangas,Calaca,Batangas,307724,Lumbang na Matanda NHS,HS,44,39,0,0,0,0,0,0
IV-A (CALABARZON),Batangas,Lipa City,Lipa City,301495,Lumbang NHS,HS,112,83,105,73,100,85,50,74
IV-A (CALABARZON),Batangas,Nasugbu,Batangas,301112,Lumbangan NHS,HS,82,104,67,84,89,83,57,64
IV-A (CALABARZON),Cavite,Silang,Cavite,301202,Lumil NHS,HS,118,94,90,92,102,106,104,105
IV-A (CALABARZON),Laguna,Cavinti,Laguna,301248,Lumot NHS,HS,67,63,72,54,59,59,32,48
IV-A (CALABARZON),Quezon,Tiaong,Quezon,301348,Lusacan NHS,HS,229,191,228,177,252,212,190,237
IV-A (CALABARZON),Quezon,Tiaong,Quezon,308035,Lusacan NHS Annex,HS,70,61,63,54,0,0,0,0
IV-A (CALABARZON),Quezon,Sariaya,Quezon,301349,Lutucan NHS,HS,621,622,541,594,592,599,444,567
IV-A (CALABARZON),Batangas,City of Tanauan,Tanauan City,301113,Luyos NHS,HS,103,69,92,85,89,69,79,74
IV-A (CALABARZON),Batangas,San Nicolas,Batangas,301114,Maabud NHS,HS,104,87,99,76,88,84,87,78
IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,301520,Mabato NHS,HS,69,51,65,55,65,50,79,73
IV-A (CALABARZON),Batangas,Mabini,Batangas,307720,Mabini NHS,HS,33,24,33,26,43,36,0,0
IV-A (CALABARZON),Laguna,Mabitac,Laguna,301249,Mabitac NHS,HS,75,73,68,59,65,54,57,46
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,301441,Macabud NHS,HS,64,67,58,54,49,64,44,43
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,308137,Macaingalan HS,HS,16,15,19,18,13,9,17,4
IV-A (CALABARZON),Batangas,Rosario,Batangas,301116,Macalamcam-B NHS,HS,45,39,41,39,29,55,21,41
IV-A (CALABARZON),Quezon,Lopez,Quezon,301351,Magallanes NHS,HS,82,86,88,99,45,65,49,55
IV-A (CALABARZON),Laguna,Magdalena,Laguna,307937,Magdalena NHS (Buenavista Annex),HS,98,103,98,123,106,92,49,49
IV-A (CALABARZON),Quezon,Mulanay,Quezon,301283,Magsaysay NHS (Ajos NHS - Magsaysay Extension),HS,26,21,27,22,16,13,18,13
IV-A (CALABARZON),Rizal,Binangonan,Rizal,308105,Mahabang Parang NHS,HS,363,307,284,301,335,253,266,284
IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,301522,Majada In NHS,HS,93,99,94,93,91,80,48,55
IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,301523,Makiling NHS,HS,221,185,208,216,166,182,164,169
IV-A (CALABARZON),Cavite,Silang,Cavite,301203,Malabag NHS,HS,111,95,118,116,75,85,93,99
IV-A (CALABARZON),Batangas,Lobo,Batangas,301117,Malabrigo NHS,HS,54,48,52,53,40,41,43,45
IV-A (CALABARZON),Batangas,San Pascual,Batangas,301118,Malaking Pook NHS,HS,57,57,33,36,46,40,46,45
IV-A (CALABARZON),Batangas,City of Tanauan,Tanauan City,301119,Malaking Pulo NHS,HS,53,65,43,42,41,39,41,42
IV-A (CALABARZON),Batangas,Nasugbu,Batangas,301120,Malapad na Bato NHS,HS,50,42,46,42,58,45,38,30
IV-A (CALABARZON),Batangas,Lobo,Batangas,301121,Malapad na Parang NHS,HS,42,32,40,36,31,38,41,38
IV-A (CALABARZON),Quezon,General Luna,Quezon,301354,Malaya NHS,HS,44,35,23,26,20,20,25,21
IV-A (CALABARZON),Rizal,Pililla,Rizal,301447,Malaya NHS,HS,141,105,127,135,135,113,99,124
IV-A (CALABARZON),Quezon,Buenavista,Quezon,308008,Maligaya NHS,HS,24,29,23,27,28,15,24,17
IV-A (CALABARZON),Quezon,Atimonan,Quezon,301355,Maligaya NHS,HS,61,40,63,50,63,51,63,40
IV-A (CALABARZON),Quezon,Atimonan,Quezon,301356,Malinao Ilaya NHS,HS,65,78,67,67,65,77,57,57
IV-A (CALABARZON),Quezon,Atimonan,Quezon,301357,Malusak NHS,HS,43,32,32,36,34,26,31,25
IV-A (CALABARZON),Batangas,Malvar,Batangas,301122,Malvar National High School,HS,196,215,138,177,148,159,107,144
IV-A (CALABARZON),Rizal,City of Antipolo,Antipolo City,301448,Mambugan NHS,HS,686,607,572,493,408,498,370,365
IV-A (CALABARZON),Laguna,City of Bi„An,Laguna,307932,Mamplasan NHS (Jacobo Annex),HS,84,79,126,99,93,71,74,49
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,308122,Manggahan NHS,HS,115,124,82,87,93,97,74,46
IV-A (CALABARZON),Quezon,Tagkawayan,Quezon,308045,Mansilay NHS,HS,32,31,19,23,0,0,0,0
IV-A (CALABARZON),Rizal,Taytay,Rizal,301466,Manuel I. Santos MNHS,HS,567,565,506,526,487,441,464,486
IV-A (CALABARZON),Quezon,Candelaria,Quezon,308016,Manuel M. Macasaet NHS (Sta. Catalina NHS - Amland Ext.),HS,166,128,137,133,116,167,83,86
IV-A (CALABARZON),Quezon,Mauban,Quezon,301350,Manuel S. Enverga Memorial School of Arts and Trades,HS,203,171,177,153,125,145,108,134
IV-A (CALABARZON),Quezon,Tagkawayan,Quezon,308002,Mapulot NHS,HS,26,32,23,20,10,17,10,18
IV-A (CALABARZON),Cavite,Maragondon,Cavite,301204,Maragondon NHS,HS,193,177,183,181,223,178,194,163
IV-A (CALABARZON),Rizal,City of Antipolo,Antipolo City,321501,Marcelino M. Santos NHS,HS,147,155,147,136,142,127,112,115
IV-A (CALABARZON),Quezon,San Francisco (Aurora),Quezon,301390,"Marcial B. Villanueva NHS (San Francisco NHS, San Francisco)",HS,117,110,93,89,60,87,46,82
IV-A (CALABARZON),Rizal,Tanay,Rizal,308117,Marciana P. Catolos Mem. NHS,HS,138,146,130,155,132,164,136,151
IV-A (CALABARZON),Rizal,Binangonan,Rizal,308104,Margarito A. Duavit MNHS,HS,262,227,216,233,193,199,187,172
IV-A (CALABARZON),Batangas,Tuy,Batangas,301150,Maria Paz Fronda NHS (Santiago de Guzman NHS),HS,33,25,44,28,37,34,46,43
IV-A (CALABARZON),Batangas,Lobo,Batangas,301123,Masaguitsit Banalo NHS,HS,128,128,142,103,146,121,127,125
IV-A (CALABARZON),Laguna,Victoria,Laguna,301250,Masapang NHS,HS,71,79,72,69,65,57,59,52
IV-A (CALABARZON),Laguna,Bay,Laguna,301251,Masaya NHS,HS,91,115,106,103,120,97,88,88
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,308107,Mascap National High School-Puray Annex,HS,26,21,12,19,6,23,8,15
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,301449,Mascap NHS,HS,26,27,25,23,29,31,24,25
IV-A (CALABARZON),Laguna,Pila,Laguna,301252,Masico NHS,HS,68,63,54,48,57,50,43,35
IV-A (CALABARZON),Batangas,Mataasnakahoy,Batangas,301124,Mataasnakahoy NHS,HS,111,95,90,83,110,82,78,75
IV-A (CALABARZON),Batangas,Lian,Batangas,301125,Matabungkay NHS,HS,107,92,78,93,88,89,47,55
IV-A (CALABARZON),Quezon,Catanauan,Quezon,308001,Matandang Sabang NHS,HS,68,47,54,50,38,35,28,26
IV-A (CALABARZON),Rizal,City of Antipolo,Antipolo City,301450,Maximo L. Gatlabayan Memorial NHS,HS,217,215,152,185,133,163,137,145
IV-A (CALABARZON),Rizal,City of Antipolo,Antipolo City,308101,Maximo L. Gatlabayan MNHS - Boso-boso Extension,HS,90,83,81,63,59,72,50,58
IV-A (CALABARZON),Rizal,City of Antipolo,Antipolo City,321504,Maximo L. Gatlabayan MNHS - Rizza Extension,HS,73,72,68,70,42,42,43,28
IV-A (CALABARZON),Batangas,Ibaan,Batangas,307716,Maximo T. Hernandez MNHS,HS,48,49,42,37,36,51,45,31
IV-A (CALABARZON),Rizal,City of Antipolo,Antipolo City,301422,Mayamot NHS,HS,639,542,561,509,446,456,426,470
IV-A (CALABARZON),Batangas,Rosario,Batangas,301126,Mayuro National High School,HS,82,78,55,72,53,68,68,54
IV-A (CALABARZON),Rizal,Rodriguez (Montalban),Rizal,301451,Montalban Heights NHS,HS,203,200,202,161,172,157,112,123
IV-A (CALABARZON),Rizal,Morong,Rizal,301452,Morong National High School,HS,314,314,249,285,300,293,252,260
IV-A (CALABARZON),Rizal,City of Antipolo,Antipolo City,301423,Muntindilaw NHS,HS,102,77,91,90,94,75,86,77
IV-A (CALABARZON),Cavite,Silang,Cavite,301205,Munting Ilog NHS,HS,121,105,109,108,94,103,80,124
IV-A (CALABARZON),Cavite,Silang,Cavite,307813,Munting Ilog NHS (Silang West Annex),HS,259,250,246,242,206,218,105,89
IV-A (CALABARZON),Rizal,Taytay,Rizal,308129,Muzon NHS,HS,295,283,192,193,168,205,176,174
IV-A (CALABARZON),Quezon,Guinayangan,Quezon,301359,Nabangka NHS,HS,69,62,70,54,46,62,48,44
IV-A (CALABARZON),Batangas,San Juan,Batangas,307707,Nagsaulay NHS,HS,55,58,58,51,46,38,42,52
IV-A (CALABARZON),Quezon,Lucban,Quezon,301366,Nagsinamo NHS,HS,16,23,16,8,9,11,8,13
IV-A (CALABARZON),Cavite,Naic,Cavite,301206,Naic Coastal NHS,HS,232,222,130,110,122,82,103,107
IV-A (CALABARZON),Cavite,Naic,Cavite,307814,Naic Coastal NHS (Pueblo del Mar Annex),HS,51,52,61,58,70,62,31,45
IV-A (CALABARZON),Cavite,Naic,Cavite,301207,Naic NHS,HS,152,180,183,181,163,187,165,164
IV-A (CALABARZON),Cavite,Naic,Cavite,307810,Naic NHS-Sabang Annex,HS,68,65,65,51,55,39,49,50
IV-A (CALABARZON),Laguna,Victoria,Laguna,307929,Nanhaya NHS (San Francisco NHS - Nanhaya Ext.),HS,50,36,48,29,37,40,30,16
IV-A (CALABARZON),Batangas,Batangas City (Capital),Batangas City,308201,Natalia V. Ramos Memorial National High School,HS,148,131,120,97,102,89,104,102
IV-A (CALABARZON),Batangas,City of Tanauan,Tanauan City,301128,Natatas NHS,HS,89,90,79,80,78,74,59,69
IV-A (CALABARZON),Laguna,City of Bi„An,Laguna,301254,Nerio R Joaquin NHS,HS,204,151,164,109,128,99,108,143
IV-A (CALABARZON),Cavite,City of Dasmari„As,Dasmarinas City,301181,New Era NHS,HS,219,214,180,182,183,197,204,230
IV-A (CALABARZON),Laguna,Bay,Laguna,301262,Nicolas L. Galvez Mem. NHS (San Antonio NHS),HS,224,182,163,172,159,143,128,136
IV-A (CALABARZON),Cavite,Noveleta,Cavite,301208,Noveleta NHS,HS,166,151,214,167,212,185,161,129
IV-A (CALABARZON),Quezon,Macalelon,Quezon,301360,Olongtao NHS,HS,126,124,121,118,94,118,90,98
IV-A (CALABARZON),Laguna,Mabitac,Laguna,301255,Paagahan NHS,HS,49,39,54,28,27,41,27,29
IV-A (CALABARZON),Laguna,Mabitac,Laguna,307928,Paagahan NHS (Matalatala Ext),HS,69,61,39,35,33,31,34,31
IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,308604,Paaralang Pag-ibig at Pag-asa (attached to Elem SPED),HS,6,4,4,6,5,3,6,6
IV-A (CALABARZON),Quezon,General Nakar,Quezon,301361,Paaralang Sek. Ng Hen. Nakar,HS,116,116,136,97,108,90,86,91
IV-A (CALABARZON),Quezon,General Nakar,Quezon,301362,Paaralang Sek. Ng Hen. Nakar - Maligaya Extension,HS,23,18,28,18,23,23,25,25
IV-A (CALABARZON),Quezon,General Nakar,Quezon,301363,Paaralang Sek. Ng Hen. Nakar - Umiray Extension,HS,31,51,32,38,25,37,27,33
IV-A (CALABARZON),Quezon,Lucban,Quezon,301364,Paaralang Sek. Ng Lukban,HS,258,198,247,210,195,213,187,185
IV-A (CALABARZON),Quezon,Quezon,Quezon,301365,"Paaralang Sek. Ng Lukban - Guinhawa, Quezon, Quezon",HS,18,20,28,27,19,18,15,14
IV-A (CALABARZON),Quezon,Quezon,Quezon,301315,Pablo D. Maningas NHS (Cometa NHS Extension - Argosino),HS,20,21,18,13,17,15,10,13
IV-A (CALABARZON),Laguna,San Pedro,Laguna,301256,Pacita Complex NHS,HS,504,464,456,422,442,449,324,431
IV-A (CALABARZON),Batangas,San Juan,Batangas,307721,Pacita Ramos Mendoza MNHS,HS,20,18,18,26,21,16,27,24
IV-A (CALABARZON),Batangas,Padre Garcia,Batangas,301129,Padre Garcia NHS,HS,212,188,224,177,173,148,128,166
IV-A (CALABARZON),Rizal,Binangonan,Rizal,308136,Pag-asa National High School,HS,157,104,91,94,90,88,0,0
IV-A (CALABARZON),Cavite,City of Dasmari„As,Dasmarinas City,301187,Pag-asa NHS (Dasmarinas NHS - Pag-asa Annex),HS,337,263,214,250,189,222,164,215
IV-A (CALABARZON),Quezon,Pagbilao,Quezon,301367,Pagbilao Grande Island NHS,HS,94,117,81,73,57,97,74,70
IV-A (CALABARZON),Quezon,Pagbilao,Quezon,308004,Pagbilao NHS,HS,133,110,117,107,87,95,99,84
IV-A (CALABARZON),Quezon,San Francisco (Aurora),Quezon,301369,Pagsangahan NHS,HS,56,82,59,73,62,68,58,75
IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,301253,Pagsanjan NHS,HS,182,172,213,163,155,189,125,154
IV-A (CALABARZON),Batangas,Batangas City (Capital),Batangas City,301474,Paharang NHS,HS,101,98,92,74,66,61,72,66
IV-A (CALABARZON),Quezon,Tiaong,Quezon,301370,Paiisa NHS,HS,87,90,91,76,85,86,48,70
IV-A (CALABARZON),Quezon,Mulanay,Quezon,301330,PAKIING NATIONALHIGH SCHOOL,HS,52,33,54,43,26,28,23,37
IV-A (CALABARZON),Batangas,San Juan,Batangas,301130,Palahanan NHS,HS,126,118,109,94,100,99,106,86
IV-A (CALABARZON),Batangas,Rosario,Batangas,301131,Palakpak NHS,HS,47,40,28,38,34,29,24,34
IV-A (CALABARZON),Cavite,City of Dasmari„As,Dasmarinas City,325902,Paliparan II National High School - Congressional Annex,HS,217,201,196,193,152,181,0,0
IV-A (CALABARZON),Cavite,City of Dasmari„As,Dasmarinas City,301182,Paliparan NHS (Dasmarinas NHS - Paliparan Annex),HS,653,598,683,642,542,598,532,618
