sequence,city,trade_or_business_name,printer_name,registered_address,permanent_accreditation_number,date_of accreditation,email_address,contact_number
RDO 57,Binan Laguna,FLC Printing Solutions,Saul Galit Pulga,"B8 L22 Ph-1B San Lorenzo South Subd. Brgy. Malitlit Sta. Rosa Laguna",057MP20130000000029,26-Dec-13,jovelpulga@yahoo.com,(049) 530-1676
RDO 57,Binan Laguna,Jarm Printing Press,Joselito T. Arzadon,"58 A. Bonifacio St. Canlalay City of Binan Laguna",057MP20130000000037,26-Dec-13,[ to follow ],0917-5449984
RDO 57,Binan Laguna,Jeed Printing Press Services,Estelita G. Soriano,"Southern Heights I Filinvest Langgam San Pedro Laguna",057MP20130000000041,26-Dec-13,dick_printingservices@yahoo.com,(049) 668-5324
RDO 57,Binan Laguna,Jeran Print Haus,Josephine S. Santos,"B-25 L-16 Ph 3 Golden City Subd. Dila Sta. Rosa Laguna",057MP20130000000007,26-Dec-13,Jeranprinthaus08@yahoo.com,(049) 502-2958
RDO 57,Binan Laguna,Jexcel Printing Press Services,Expedito G. Machado,National Highway 3F Tee Bldg. San Pedro Laguna,057MP20130000000042,26-Dec-13,jexcelprint@yahoo.com,(049) 808-4635
RDO 57,Binan Laguna,JGV Printing,Josefina G. Dela Vina,"L14 B14 Pacita 2 Ph1 San Vicente San Pedro Laguna",057MP20130000000026,26-Dec-13,garrydelavina@aol.com,(049) 214-0819
RDO 57,Binan Laguna,Jhun Printing Services,Jorge P. Dacuya,158 Garcia St. San Vicente San Pedro Laguna,057MP20130000000010,26-Dec-13,jhunprinting@yahoo.com,0918-5612248
RDO 57,Binan Laguna,JLG Printing Services,Jesus D. Galang,124 Landayan Tamuro San Pedro Laguna,057MP20130000000027,26-Dec-13,jesusgalang@yahoo.com,(049) 520-0450
RDO 57,Binan Laguna,Kaizen Printing,Edison S. Luczon,"Apt. 2 Oliver Compound Landayan San Pedro, Laguna",057MP20130000000019,26-Dec-13,sarahviri@gmail.com,"(049) 808-5819/542-4833"
RDO 57,Binan Laguna,"Kampanang Ginto Printing Press and Copy Center",Danilo P. Batino,"Municipal Site Rosario Vill., Sala Cabuyao Laguna",057MP20130000000015,26-Dec-13,kginto@yahoo.com,(049) 576-0872
RDO 57,Binan Laguna,Khasier Enterprise Unlimited Co.,Khasier Enterprise Unlimited Co.,8 Gold Finch St. Pacita 2 San Pedro Laguna,057MP20130000000022,26-Dec-13,[ to follow ],(049) 808-2210/0922-8239818
RDO 57,Binan Laguna,King Ivan Printshop Corporation,King Ivan Printshop Corporation,54 J. Luna St. Poblacion San Pedro Laguna,057MP20130000000020,26-Dec-13,kingivan_425@yahoo.com,(049) 381-8276
RDO 57,Binan Laguna,King Josh Enterprises,Cristina R. Dela Cruz,"14 St. Luke St. Phase 1C Pacita Complex San Vicente San Pedro Laguna",057MP20130000000011,26-Dec-13,Jayjoy724@yahoo.com,"(049) 868-0443/998-0468"
RDO 57,Binan Laguna,Legalas Printing,Romeo G. Lerit,"1170 National Highway Landayan San Pedro Laguna",057MP20130000000018,26-Dec-13,legalasprinting@yahoo.com,(049) 869-8125
RDO 57,Binan Laguna,Majoy Mimeo Printing,Aurora C. Roxas,"Mercedes Homes Subd. Ph3 Sto. Tomas Binan Laguna",057MP20130000000023,26-Dec-13,majoymimeoprinting@yahoo.com,0919-8645459
RDO 57,Binan Laguna,"Mater Ecclesiae School, Inc.","Mater Ecclesiae School, Inc.",Villa Olympia Subd. San Pedro Laguna,057MP20130000000017,26-Dec-13,materecclesiae@yahoo.com,(049) 869-3075
RDO 57,Binan Laguna,Mclaren Printing Press Inc.,Mclaren Printing Press Inc.,"B13 L12 Golden City Subd. Dila City of Sta. Rosa Laguna",057MP20140000000001,3-Jan-14,leo@maclaren.com.ph,(049) 853-3918
RDO 57,Binan Laguna,New Malos Printing Press,Arcadio N. Malos,"464 Don San Pablo Subd. San Vicente Binan Laguna",057MP20130000000033,26-Dec-13,armanmalos@yahoo.com,(049) 511-9254
RDO 57,Binan Laguna,Officeshoppe And Services Corporation,Officeshoppe And Services Corporation,"Humana Wellness Center Unit 107 Brgy. Don Jose Sta. Rosa Laguna",057MP20130000000028,26-Dec-13,officeshoppe@yahoo.com,(049) 544-0630
RDO 57,Binan Laguna,Orbacedo Printing Press,Pascual D. Orbacedo,"25 Abdon St. Chrysanthemum Vill. San Vicente Ssan Pedro Laguna",057MP20130000000001,19-Dec-13,felybasey@sbcglobal.net,(049) 869-0270
RDO 57,Binan Laguna,Padi's Printhouse,Ross D. Sandagon,Butong Cabuyao Laguna,057MP20130000000005,26-Dec-13,padisprinthouse@gmail.com,0912-4520258
RDO 57,Binan Laguna,Perez Printing Services,Sherwin Quiambao Perez,No. 7 Lavander St. Pacita 2 San Pedro Laguna,057MP20130000000003,19-Dec-13,perezprinting@yahoo.com,(049) 553-6848
RDO 57,Binan Laguna,Printlab Printing Services,Catherine L. Santos,"F Andede Castro Compound Canlalay Binan Laguna",057MP20130000000032,26-Dec-13,jeff_printservices@yahoo.com,(049) 411-0133
RDO 57,Binan Laguna,Printographika Press,Lolita L. Magalang,#13 Narra St. Calendola Vill. San Pedro Laguna,057MP20130000000002,19-Dec-13,printographikapress@yahoo.com.ph,(049) 556-4406
RDO 57,Binan Laguna,R.C.V. Printing Press,Rogelio M. Villanueva Jr.,National Highway Canlalay Binan Laguna,057MP20130000000034,26-Dec-13,rcv_jong@yahoo.com,0918-3936589
RDO 57,Binan Laguna,Roland Printing,Rolando H. Dimaranan,46 P. Burgos St. Sto. Domingo Binan Laguna,057MP20130000000031,26-Dec-13,rolandprinting@yahoo.com,"(049) 511-9229"
RDO 57,Binan Laguna,RVG Printhoouse,Rosauro V. De Guzman,634 Lucero St. Brgy. Kanluran Sta. Rosa Laguna,057MP20130000000008,26-Dec-13,rvg_printhouse@yahoo.com,(049) 534-9563
RDO 57,Binan Laguna,St. Joseph Printmaster,Alfonso E. Sebastian Jr.,"Brgy. Kanluran, Sta. Rosa Laguna",057MP20130000000004,26-Dec-13,Gobutch_888@yahoo.com,(049) 576-9430
RDO 57,Binan Laguna,Tarsier Printer,Armando R. Moje,P1 B4 L61 San Lorenzo South Sta. Rosa Laguna,057MP20130000000006,26-Dec-13,tarsierprinter@yahoo.com,"576-2138/0915-(049) 4069-838"
RDO 57,Binan Laguna,Tri-Moon Graphic Arts Company,Tri-Moon Graphic Arts Company,"52 Magsaysay Road San Antonio San Pedro Laguna",057MP20140000000002,24-Feb-14,trimoongraphic@yahoo.com,[ to follow ]
RDO 57,Binan Laguna,Z-Var Printing Services,Zaida A. Rivera,152 Bonifacio St. Canlalay Binan Laguna,057MP20130000000024,26-Dec-13,zvar_printing@yahoo.com,0920-6446178
RDO 58,Batangas City,Apolinar Press and Publishing House,Esperanza B. Jorda,"Pantoja St. Balayan, Bats",058MP20130000000006,20-Nov-13,jorap_123@yahoo.com,(043) 211-4227
RDO 58,Batangas City,ARB Printing and Enterprises,Domingo R. Araguas,"Pastor Road, New Market, Batangas City",058MP20140000000027,10-Mar-14,arb_printing@yahoo.com,(043) 723-6412
RDO 58,Batangas City,Butor Printing Press,Fermina A. Butor,"Lanatan. Balayan, Batangas",058MP20130000000005,20-Nov-13,weng_butor@yahoo.com,(043) 0919-5737134
RDO 58,Batangas City,D. Pesigan Printing Press,Danilo J. Pesigan,"Putol, Tuy, Batangas",058MP20130000000002,20-Nov-13,pesiganpress@yahoo.com,(043) 276-0019
RDO 58,Batangas City,Global Printing Press,Repaulita C. Quine,"Alangilan, Batangas City",058MP20130000000018,20-Nov-13,global05press@gmail.com,(043) 702-4960
RDO 58,Batangas City,God's Grace Printing Press,Severino Lopez,"Paz  St. Balayan, Batangas",058MP20140000000023,6-Jan-14,lopezgraciana@ymail.com,0906-5478079
RDO 58,Batangas City,Goldmine Printing Press,Editha M. Santos,Evangelista St.Batangas City,058MP20130000000017,20-Nov-13,goldminepress@yahoo.com,(043) 980-5176
RDO 58,Batangas City,Grandeur Printing and Gen. Mdse.,Luzviminda A. Villena,"Paharang East, Batangas City",058MP20130000000011,20-Nov-13,crystal_villena@yahoo.com,(043) 0917-9006813
RDO 58,Batangas City,Kumintang Printing Press,Danilo F. Avelino,"Kumintang Ibaba, Batangas City",058MP20130000000012,20-Nov-13,kumintangprintingpress@yahoo.com,(043) 722-2446
RDO 58,Batangas City,Lat Printing Press,Alfredo M. Lat,D. Silang St. Batangas City,058MP20130000000021,20-Nov-13,lucybobadzlat@yahoo.com,(043) 0915-9795250
RDO 58,Batangas City,Lopez Printing Press,Aniceto F. Lopez,"Pob. San Pascual, Batangas",058MP20130000000007,20-Nov-13,lopeznestor46@yahoo.com,(043) 0947-1573311
RDO 58,Batangas City,"M""ZE""C Printing Press",Mario C. Cuasay,Evangelista St. Batangas City,058MP20130000000019,20-Nov-13,mariocuasay11@yahoo.com,(043) 300-4996
RDO 58,Batangas City,Magvill Printing Services,Felimon Magadia,"Gulod Labac, Batangas City",058MP20140000000025,6-Jan-14,magvillprinting@yahoo.com,"(043) 723-7537"
RDO 58,Batangas City,Malinis Printing Press,Hilda R. Arceo,"Malinis, Lemery, Batangas",058MP20140000000024,6-Jan-14,saharamalinis_shell@yahoo.com,"(043) 411-0968"
RDO 58,Batangas City,Mantrix Printing Press,Jayson R. Alcantara,"Calicanto, Batangas City",058MP20140000000026,5-Feb-14,mantrix_printing@yahoo.com,(043) 723-3756
RDO 58,Batangas City,Marlen Printing Press and Enterprise,Placido L. Gonzales,"San Pascual, Batangas",058MP20130000000008,20-Nov-13,marlenprinting@gmail.com,"(043) 980-4849/980-6892"
RDO 58,Batangas City,Marnelly Printing Press,Nelly Rose L. Macatangay,"Concepcion, Batangas City",058MP20130000000010,20-Nov-13,marnelli_18@yahoo.com.ph,(043) 043-402-0664
RDO 58,Batangas City,Merlyn Jim Printing and Trading,Gemma R. Dimayuga,"Lakandula St. Lemery, Batangas",058MP20130000000004,20-Nov-13,gemmardimayuga@yahoo.com,(043) 0919-5737134
RDO 58,Batangas City,Ocvas Multi-Purpose Coop.,Ocvas Multi-Purpose Coop.,"Bolbok, Batangas City",058MP20130000000009,20-Nov-13,ocvasmpc@yahoo.com,(043) 723-5847
RDO 58,Batangas City,Ricbeth Printing Press,Beth D. Bersinic,P. Zamora St. Batangas City,058MP20130000000015,20-Nov-13,ricbethprintingpress@yahoo.com,(043) 984-0539
RDO 58,Batangas City,S.M.B.P. Printing Press,Allan Alfredo Pesigan,"Putol, Tuy, Batangas",058MP20140000000022,6-Jan-14,smbpprtg@yahoo.com,0999-3251979
RDO 58,Batangas City,Synor Printers,Norma A. Magtibay,Noble St.Batangas City,058MP20130000000013,20-Nov-13,dianemagtibay@ymail.com,(043) 0912-7799597
RDO 58,Batangas City,Text Printing,Wenona U. Banawa,Ilustre Ave  Lemery Batangas,058MP20140000000028,7-Apr-14,banawaprintingpress@yahoo.com.ph,(043) 214-2420
RDO 58,Batangas City,Tuy Enterprises,Renato M. Pesigan,"Rizal St. Tuy, Batangas City",058MP20130000000001,20-Nov-13,mindapesigan_0220@yahoo.com,(043) 740-0890
RDO 58,Batangas City,Tuy Printing Press,Josefina M. Mendoza,"Brgy. Xii, Nasugbu,Batangas",058MP20130000000003,20-Nov-13,pcganmaryann40@yahoo.com,(043) 0915-6989654
RDO 58,Batangas City,Universal Printing Press,Belinda M. Lipata,Evangelista St. Batangas City,058MP20130000000020,20-Nov-13,univ_prints@yahoo.com,(043)  702-3559
RDO 58,Batangas City,Vintage Printing and Enterprises,Rico C. Dinglasan,"Kumintang Ibaba, Batangas City",058MP20130000000016,20-Nov-13,vintage_printing@yahoo.com.ph.,(043) 980-4107
RDO 58,Batangas City,WBDC Printing Press,Western Batangas Dev't. Corp.,M. H. Del Pilar St. Batangas City,058MP20130000000014,20-Nov-13,wbdcprintingpress.yahoo.com,(043) 723-3437
RDO 59 ,Lipa City,286 Printing Press,Tito Delos Santos Perce,8 Kap. Simeon Luz St. Lipa City,059MP20140000000009,22-Jan-14,tito_tita286@yahoo.com,"(043) 756-2603"
RDO 59 ,Lipa City,3Ma Printing Press,Marvirose Lubis,"Paninsingin, Tambo, Lipa City",059MP20140000000005,9-Jan-14,3maprintingpress@yahoo.com,"(043) 702-4724"
RDO 59,Lipa City,88 Printing Press,Rolando Tagle,P. Torres St. Lipa City,059MP20140000000010,22-Jan-14,tagle_88printingpress@yahoo.com,"(043) 757-0445"
RDO 59,Lipa City,Efmar Printers,Eufronio S. Caguimbal,"F.Analo St. Brgy. 8, Lipa City",059MP20140000000017,5-Mar-14,ellamaecag@yahoo.com,(043) 756-5811
RDO 59,Lipa City,Euros Printing Press,Eutiquio Famatigan,"21 T. M. Kalaw St. Lipa City, Batangas",059MP20140000000012,5-Feb-14,eurosprintingpress@yahoo.com,"(043) 702-1922"
RDO 59,Lipa City,F. De Castro Printing Press,Felix O. De Castro,"16 Gen. Luna St. Sabang, Lipa City, Batangas",059MP20140000000014,5-Feb-14,fdcprtgpress@gmail.com,"(043) 756-5464/312-5216"
RDO 59,Lipa City,G and P Printing Press,Aleli G. Perce,"16 Kap. Simeon Luz St. Lipa City, Batangas",059MP20140000000002,9-Jan-14,gnp_printing@yahoo.com,"(043) 756-2417/981-2370"
RDO 59,Lipa City,Ibaan Print Hauz,Rasel C. Mandac,"158 Sandalan, Ibaan, Batangas",059MP20140000000013,5-Feb-14,mandacrasel@yahoo.com,0917-4727426
RDO 59,Lipa City,Jojo Printing Press,Nelia Magsombol,"Brgy. C, Pob. Rosario, Batangas",059MP20140000000011,22-Jan-14,neliapermejo@yahoo.com,0905-6656483
RDO 59,Lipa City,Kartoleria Printing Press,Isabel Priscilla Fabie,"Cm Recto Ave., Lipa City",059MP20140000000008,22-Jan-14,kartoleriaprintingpress@gmail.com,"(043) 312-5045"
RDO 59,Lipa City,Larosa Printing Press,Rosemarie R. Larosa,"Tm Kalaw St. Balintawak, Lipa City",059MP20140000000006,21-Jan-14,larosa_printingpress@ yahoo.com,"(043) 756-5515"
RDO 59,Lipa City,LPD Printing Press,Leandro Perce Dimaano,"Sabang, Lipa City",059MP20140000000016,24-Feb-14,andy022761@yahoo.com,to follow
RDO 59,Lipa City,"Macron Printing Services and General Merchandise",Ronelo A Garcia,"Gen. Luna St. Pob. San Juan, Batangas",059MP20140000000004,9-Jan-14,macronprinting@yahoo.com,"(043) 575-5380"
RDO 59,Lipa City,Maestro Printhaus,Romulo A. Tolentino,"123 Jp Laurel St. Brgy. 4, Sto Tomas, Batangas",059MP20140000000007,21-Jan-14,venmarc@yahoo.com,"(043) 778-1448"
RDO 59,Lipa City,Napress Print Solutions Inc.,Napress Print Solutions Inc.,"105 Tapia Subd., Tanauan City, Batangas",059MP20140000000001,9-Jan-14,ian_bernice@yahoo.com,"(043) 778-1261"
RDO 59,Lipa City,Nel Printing Press,Nestor Lopez Lugar,"197 San Juan, Sto Tomas, Batangas",059MP20140000000019,22-Apr-14,marililugar@rocketmail.com,0918-3033770
RDO 59,Lipa City,Pater Putativus Publishing House,Pater Putativus Publishing House,"Family Life Bldg., Villa San Jose, Maraouy, Lipa City, Batangas",059MP20140000000003,9-Jan-14,paterputativus2000@gmail.com,"(043) 756-2410"
RDO 59,Lipa City,PGMC Printing Press Inc.,PGMC Printing Press Inc.,"Malvar St. Pob. Padre Garcia, Batangas",059MP20140000000018,12-Mar-14,printingpresspgmc@yahoo.com.ph,(043) 756-2410
RDO 59,Lipa City,Topmost Publishing House,Sani Kleen Laundry Corporation,"P. Torres St. Lipa City, Batangas",059MP20140000000015,5-Feb-14,sanikleen15@yahoo.com,"(043) 756-5541"
RDO 60,Lucena City,Almonde Printhouse,Amador M. Oliveros,"23 Yakal St. Rodriguez Subd., Barangay Iyam, Lucena City, Quezon",060MP20130000000006,21-Oct-13,almondeprinthouse@gmail.com,(042) 373-2023
RDO 60,Lucena City,Alrose Printing Services,Rosalyn Sy Limcuando,26 Cabana Cor Allarey St. Brgy. 111 Lucena City,060MP20130000000003,15-Aug-13,alroseprintinglucena@yahoo.com.ph,(042) 373-7168
RDO 60,Lucena City,Art of Print Enterprises,Ma. Cristina A. Campo,"#9 Zabala St. Marktown, Brgy. Iba Dupay, Lucena City Quezon",060MP20130000000012,20-Dec-13,opscampo@yahoo.com,(042) 660-8380
RDO 60,Lucena City,"CA Copy Center and Printing Press and Gen. Merchandise",Apolinario V. Panebe,"101 Garana Bldg. Quezon Ave., Brgy. 3, Lucena City",060MP20140000000018,12-May-14,mycacopycenter@gmail.com,(042) 373-4919
RDO 60,Lucena City,D.I.N. Printing Press,Rogelio S. Nitor,"Barangay Sampaloc 2 Sariaya, Quezon",060MP20130000000010,16-Dec-13,dennisnitor24@yahoo.com,(042) 525-7026
RDO 60,Lucena City,Delia Umali Printing Press,Delia Umali Barbosa,Barangay Sampaloc Ii Sariaya Quezon,060MP20140000000017,26-Feb-14,deliaumali.printing@gmail.com,0939-3271154
RDO 60,Lucena City,E.L. Glindro Printing Press,Edgardo L. Glindro,"Calmar Homes Manga St. Kan Mayao, Lucena City, Quezon",060MP20130000000016,6-Jan-14,el_glindro@yahoo.com,(042) 660-5506
RDO 60,Lucena City,Imprenta Lucentina,"Roman Catholic Bishop of Lucena, Inc","Bishops Residence Cmpd, Brgy. Isabang, Lucena City, Quezon",060MP20130000000014,6-Jan-14,mavicantonio@yahoo.com,(042) 373-1641
RDO 60,Lucena City,J and W Printing Press,Wilma A. Frondoza,"GreenHills Phase II Brgy., Market View, Lucena City",060MP20130000000004,15-Aug-13,jnwprinting@yahoo.com,(042) 716-0227
RDO 60,Lucena City,Jiggi Lauren Printing Press,Criselda C. Rafael,"56 Quezon Ave., Lucena City",060MP20140000000019,25-Jun-14,sally.jiggylauren@gmail.com,(042) 795-3510
RDO 60,Lucena City,JSB Star Press,Ma. Emma Tan Sy Bang,"Abellanosa Cor. Sisa St. Lucena City, Quezon",060MP20130000000007,27-Nov-13,emmasybang@yahoo.com,(042) 373-2254
RDO 60,Lucena City,Katlev Enterprises,Abel L. Malaylay,"Yale University Vill., Brgy. Iba. Dupay Lucena City, Quezon",060MP20130000000015,6-Jan-14,katlev_ent@yahoo.com,(042) 373-0348
RDO 60,Lucena City,Letra Candelaria Printing Haus,Redgie Paulo R. Aguilar,"San Juan Road Malabanban Norte Candelaria, Quezon",060MP20130000000011,16-Dec-13,raelaguilar08@yahoo.com.ph,(042) 585-6044
RDO 60,Lucena City,Presma Printing Press,Marilyn S. Sorezo,"Brgy. Ibabang Iyam, Lucena City",060MP20130000000002,15-Aug-13,presmaprintingpress@yahoo.com,(042) 710-4740
RDO 60,Lucena City,Printeknik Printing Services,Bienvenido M. Sevilla,"1986 Sampaguita Drive Capistrano Subd., Gulang-Gulang Lucena City, Quezon",060MP20130000000005,21-Oct-13,printeknik@yahoo.com,(042) 710-5071
RDO 60,Lucena City,Southern Printing Press,Romulo A. Lacopia,"Brgy. Calumpang, Tayabas Quezon",060MP20130000000001,15-Aug-13,southernprintingpress@yahoo.com,0922-4140580
RDO 60,Lucena City,St. Martha Printshoppe,Emily C. Malaluan,"Generosity St. Rosario Vill, Brgy. Iyam, Lucena City",060MP20130000000009,6-Dec-13,stmarthaprintshop@yahoo.com,0919-6793398
RDO 60,Lucena City,Ter Printing Services,Emelinda A. Rivera,"#105 Gomez Extn., Brgy., 2 (Pob) Lucena City, Quezon",060MP20130000000013,20-Dec-13,emelyrivera@yahoo.com,0929-2446295
RDO 60,Lucena City,Tinotype Printing Press,Justino S. Obcemea,"Barangay Tongko, Tayabas, Quezon",060MP20130000000008,6-Dec-13,tinotype_printing@yahoo.com,(042) 710-8731
RDO 61,Gumaca Quezon,Atimonan Printing Press,Gerardo P. Liwanag,"Desembrana St. Zone 2, Atimonan, Quezon",061MP20130000000004,14-Aug-13,atimonanprintingpress@yahoo.com,0907-7684711
RDO 61,Gumaca Quezon,Barts Printing Shop,Rene Macalalad Segarra,"Brgy. San Diego, Gumaca, Quezon",061MP20130000000008,19-Dec-13,renesgrra704@gmail.com,(042) 317-6476
RDO 61,Gumaca Quezon,Caldamo Printing Press,Merlita M. Caldamo,"Quezon Ave. Brgy. 6, Catanauan, Quezon",061MP20130000000002,14-Aug-13,merlymayo@yahoo.com,0947-8931190
RDO 61,Gumaca Quezon,GRML Printing Press,Erlinda R. Morales,"Brgy. Mabini, Gumaca, Quezon",061MP20130000000001,14-Aug-13,aliveerlin@yahoo.com,(042) 317-6119
RDO 61,Gumaca Quezon,Guinayangan Printing Press,Cristina Guno Ilagan,"Brgy. Calimpak, Guinayangan, Quezon",061MP20130000000006,18-Oct-13,"guinayanganprintingpress@yahoo.com",(042) 303-4302
RDO 61,Gumaca Quezon,"Gumaca Diocesan Press, Inc.","Gumaca Diocesan Press, Inc.","Brgy. San Diego, Gumaca, Quezon",061MP20130000000007,18-Oct-13,"gumacadiocesanpressinc@yahoo.com.ph",(042) 317-6367
RDO 61,Gumaca Quezon,Reyvamikkos Printing Haus,Eva A. Rezano,"Brgy. Danlagan, Lopez, Quezon",061MP20130000000003,14-Aug-13,evarezano@yahoo.com.ph,0928-3423056
RDO 61,Gumaca Quezon,W.A. Printers,William Desembrana Chito,"Brgy. Poblacion, Guinayangan, Quezon",061MP20130000000005,18-Oct-13,wa.printer@yahoo.com,(042) 303-4423
RDO 62,"Boac, Marinduque",Biglang Awa Enterprises,Enrico Miguel C. Sanchez,"Magsaysay, Boac, Marinduque",062MP20130000000001,13-Aug-13,biglangawaenterprises@gmail.com,(042) 311-1320
RDO 62,"Boac, Marinduque",Gasena Press and General Merchandise,Jenny S. Corpuz,"Bahi, Gasan, Marinduque",062MP20130000000002,13-Aug-13,gasena.press@yahoo.com.ph,0927-4813133
RDO 62,"Boac, Marinduque",Marinduque Mega Print,Aireen O. Magahis,"Malusak, Boac, Marinduque",062MP20140000000001,17-Feb-14,megaprintm@yahoo.com,0920-7484064
RDO 63 ,Calapan City,BF Printing Press,Nicolas Vicente Castillo,"L. Jaena St. Zone 3, Pinamalayan, Or Mindoro",063MP20130000000011,27-Dec-13,bfprintingpress@yahoo.com,0999-3322511
RDO 63 ,Calapan City,DFJ Printing Press,Domingo F. Jalotjot,"Poblacion 3, Victoria, Oriental Mindoro",063MP20130000000001,23-Dec-13,domingojalotjot@yahoo.com,0921-9556146
RDO 63,Calapan City,Golden Cup Printing,Livia P. Tolentino,"Leuterio St. San Vicente South, Calapan City, Oriental Mindoro",063MP20130000000005,23-Dec-13,Golden_cup12@yahoo.com.ph,(043) 288-4162
RDO 63,Calapan City,HBM Printing Press,Hamlet Antonio Mampusti,"Alindog Proper, Bansud, Oriental Mindoro",063MP20130000000003,23-Dec-13,hbm_weprint@yahoo.com,0919-9943982
RDO 63,Calapan City,Joven Printing Press,Joseph Valencia,"# 173 Sigayan, Puerto Galera, Oriental Mindoro",063MP20130000000008,23-Dec-13,venjosh_valencia8@yahoo.com,0917-5399636
RDO 63,Calapan City,L.A. Printing and General Merchandise,Leonardo L. Atienza,"Calero, Calapan City, Oriental Mindoro",063MP20130000000006,23-Dec-13,albiso.carmen@yahoo.com,(043) 288-3145
RDO 63,Calapan City,Peoplestar Printing Enterprises,Crisanna S. Monte,"Mabini St. Pinamalayan, Oriental Mindoro",063MP20130000000002,23-Dec-13,peoplestarpinamalayan@yahoo.com,(043) 284-4102
RDO 63,Calapan City,PGOL Trading and Computer Center,Melody C. Lineses,"Poblacion, Puerto Galera, Oriental Mindoro",063MP20130000000004,23-Dec-13,info@puertogalera.org,0939-9281418
RDO 63,Calapan City,Radsvem Enterprises,Menandro B. Evora,"Pachoca, Calapan City, Oriental Mindoro",063MP20130000000010,23-Dec-13,radsvement@yahoo.com,(043) 288-1657
RDO 63,Calapan City,Reliance Printing Services,Jose Voltaire P. Villarica,"San Vicente East, Calapan City, Oriental Mindoro",063MP20130000000007,23-Dec-13,relianceprintingservice@yahoo.com,(043) 288-4433
