psgc_brgy,own_house_and_lot_or_owner_like_possession_of_house_and_lot,rented_house_or_room_including_lot,own_house_but_rented_lot,own_house_rent_free_ lot_with_consent_of_owner,own_house_rent_free_lot_without_consent_of_owner,rent_free_house_and_lot_with_consent_of_owner,rent_free_house_and_lot_without_consent_of_owner
43417012,41,0,0,10,0,0,0
43417013,83,12,3,66,3,26,0
43417014,18,0,1,44,3,12,0
43417015,7,1,0,52,3,13,0
43417016,96,1,0,49,2,5,0
43417017,59,2,1,18,1,6,0
43417018,6,0,1,52,0,10,0
43417019,88,9,0,36,4,12,0
43417020,23,1,0,41,0,18,0
43417021,12,2,0,21,1,9,0
43417022,29,1,2,22,1,12,0
43417023,58,0,0,63,2,10,0
43417024,83,0,0,34,8,20,0
43417025,40,2,0,59,8,25,0
43417026,45,1,0,28,1,2,0
43417027,14,2,0,15,0,2,0
43417028,165,25,7,91,8,37,0
43417029,157,8,3,48,6,20,0
43417030,16,2,0,40,4,22,0
43417031,19,4,1,56,3,39,2
43417032,39,5,3,14,0,4,0
43417033,23,7,0,16,0,15,0
43417034,60,14,2,14,0,9,0
43417035,116,33,2,22,5,72,2
43417036,6,1,0,9,1,9,0
43417037,15,1,4,50,0,7,0
43417038,2,0,2,21,3,18,0
43417039,16,3,0,17,0,9,0
43417040,112,5,2,19,1,5,0
43417041,4,2,1,37,0,10,0
43417042,34,1,0,22,0,3,0
43417043,21,25,0,24,6,45,0
43417044,23,3,0,17,0,9,0
43417045,61,5,2,104,5,22,0
43417046,18,0,0,23,0,5,0
43417047,3,2,0,29,1,7,0
43417048,24,7,1,31,0,11,0
43417049,34,4,8,59,1,14,0
43417050,0,0,0,4,0,0,0
43417052,22,1,1,47,31,30,2
43417053,183,55,49,118,2,60,1
43418001,329,86,102,168,44,79,0
43418002,7,1,1,0,0,5,0
43418003,20,1,0,1,0,9,0
43418004,27,12,12,8,11,36,3
43418005,49,37,2,74,9,47,0
43418006,39,27,86,41,4,26,0
43418007,37,8,9,21,6,38,0
43418008,23,17,14,19,8,15,4
43418009,85,54,54,132,8,93,4
43419001,17,0,0,55,0,8,0
43419002,425,95,9,230,21,40,0
43419003,9,0,0,79,0,27,0
43419004,15,6,0,131,1,48,0
43419005,80,8,1,64,0,32,0
43419006,74,2,12,86,9,17,0
43419007,5,0,0,82,1,12,0
43419008,10,2,0,39,5,13,0
43419009,245,3,2,61,0,32,0
43419010,33,11,2,40,0,33,1
43419011,59,16,6,90,19,44,0
43419012,154,40,22,22,1,28,1
43419013,6,5,10,27,1,9,0
43419014,15,4,1,137,0,38,0
43419015,17,10,17,19,0,22,0
43419016,29,6,9,63,0,16,0
43420001,60,19,1,12,3,18,0
43420002,133,11,5,147,3,63,1
43420003,158,34,21,123,35,35,3
43420004,49,5,6,67,3,70,0
43420005,220,5,1,33,3,78,8
43420006,17,10,4,15,0,14,0
43420007,48,22,0,71,1,20,4
43420008,49,17,20,143,17,66,6
43420009,22,0,2,30,11,26,0
43420010,220,67,41,63,20,77,2
43420011,26,4,3,72,5,18,0
43420012,112,36,33,71,1,28,1
43420013,142,41,26,94,6,41,37
43421001,50,15,28,142,19,90,2
43421002,133,9,27,108,2,56,0
43421003,106,1,7,24,0,37,0
43421004,154,35,89,161,78,57,8
43421005,228,2,3,68,19,56,2
43421006,30,8,26,96,8,54,2
43421007,180,20,18,32,1,37,0
43421008,48,25,182,112,42,75,5
43422001,112,3,18,92,6,29,1
43422002,78,4,25,190,5,37,1
43422003,12,0,24,55,5,23,0
43422004,40,2,6,72,0,26,0
43422005,33,12,2,22,2,16,0
43422006,47,1,5,52,0,16,0
43422007,267,49,111,165,1,32,0
43422008,178,24,3,109,0,35,0
43422009,25,1,56,81,5,50,0
43422010,44,11,67,72,2,42,10
43422011,127,13,6,110,0,14,0
43422012,292,14,21,157,2,88,1
43422014,107,17,8,136,3,35,0
43422015,8,1,41,33,0,15,0
43422016,77,5,10,58,1,16,0
43422017,57,27,1,125,3,29,2
43422018,89,6,14,52,1,35,3
43423001,29,2,2,27,6,24,0
43423002,0,0,2,4,0,1,0
43423003,6,0,0,17,0,4,0
43423004,8,0,3,9,0,0,0
43423005,205,11,30,66,10,44,1
43423006,9,0,0,1,4,5,0
43423007,11,1,0,5,2,4,0
43423008,73,8,22,63,0,18,0
43423009,54,14,5,48,4,30,1
43423010,213,6,17,81,12,71,1
43423011,225,16,48,54,1,28,0
43424001,154,25,24,76,52,26,3
43424002,39,14,12,36,21,1,2
43424004,5,4,7,96,3,12,0
43424005,131,16,0,251,53,12,0
43424006,34,12,2,39,6,29,2
43424007,6,5,7,11,7,9,0
43424008,16,11,0,36,15,8,0
43424009,6,2,9,22,31,19,0
43424012,10,0,4,6,5,5,0
43424013,7,1,1,55,23,19,1
43424014,1,4,1,15,7,13,0
43424016,0,0,1,0,4,8,1
43424018,0,1,0,1,4,6,0
43424019,3,0,0,7,2,20,0
43424020,2,1,0,10,8,3,1
43424022,0,0,0,1,0,2,0
43424024,0,4,0,0,0,0,0
43424028,100,47,27,77,18,13,0
43424029,5,5,5,11,16,17,0
43424030,2,5,0,13,4,5,0
43424033,0,1,0,1,0,8,0
43424034,163,3,11,68,4,20,0
43424035,3,2,5,16,0,6,1
43424036,31,14,48,209,2,70,0
43424040,9,1,1,42,13,6,0
43424041,11,5,12,30,34,64,0
43424042,2,0,2,15,15,15,0
43424043,6,1,3,85,1,0,0
43424044,268,11,11,36,13,28,1
43424045,4,1,5,8,10,6,0
43424046,3,0,2,30,15,15,0
43424047,3,1,5,20,2,11,0
43424048,5,0,0,19,7,18,0
43424049,19,28,4,147,3,108,0
43424050,84,3,12,394,64,25,0
43424051,2,0,0,15,31,8,0
43424052,12,0,1,132,9,28,0
43424053,0,0,14,39,1,0,0
43424054,26,0,1,11,0,18,0
43424055,3,0,4,13,11,8,1
43424056,0,0,5,3,0,12,0
43424057,1,10,7,24,17,27,0
43424058,22,1,0,20,6,12,0
43424059,35,3,1,23,5,15,2
43424060,6,0,0,17,6,2,0
43424061,7,3,0,49,33,16,1
43424062,7,0,8,76,8,7,0
43424063,0,0,1,14,7,8,0
43424064,15,2,2,10,23,13,0
43424065,52,25,8,235,33,31,0
43424066,44,1,2,104,87,7,0
43424067,10,0,1,32,3,22,0
43424068,108,1,6,115,85,18,1
43424069,12,2,3,21,4,23,0
43424070,8,0,3,9,3,12,0
43424071,20,2,5,16,13,14,0
43424072,8,0,0,49,0,16,0
43424073,129,6,10,54,1,27,0
43424074,218,8,9,94,3,13,0
43424075,3,25,6,13,4,8,0
43424076,1,0,1,47,0,1,0
43424077,5,4,5,12,20,14,0
43424078,16,4,3,26,3,8,0
43424079,1,1,8,35,3,12,0
43424080,4,1,7,12,11,15,0
43424081,20,1,3,69,4,16,0
43424082,196,2,26,53,25,18,0
43424083,275,19,27,143,65,29,3
43425001,55,18,2,29,6,44,8
43425002,4,14,57,36,4,15,13
43425003,102,13,11,49,18,50,42
43425004,25,9,15,21,8,13,49
43425006,72,21,7,42,10,41,16
43425007,33,12,1,47,16,25,1
43425008,36,1,1,17,9,15,1
43425013,231,42,6,111,12,71,4
43425014,105,71,52,3,2,18,18
43425015,712,256,20,22,5,139,28
43425016,117,16,6,64,19,52,7
43425017,23,5,2,3,3,13,0
43425018,52,9,5,14,9,19,18
43425019,38,11,9,14,13,23,23
43425020,51,16,9,42,28,33,13
43425021,13,7,1,16,7,9,0
43425022,57,17,3,15,13,13,7
43426001,0,0,0,15,0,2,0
43426002,84,0,1,1,0,0,0
43426003,17,4,2,64,1,5,1
43426004,106,72,47,75,6,43,0
43426005,63,4,2,43,1,3,0
43426006,261,19,30,186,3,68,0
43426007,30,7,0,80,6,42,8
43426008,134,6,4,122,0,30,1
43426009,11,0,0,42,6,1,0
43426010,129,9,4,221,0,43,0
43426011,256,210,5,5,0,3,0
43426012,181,16,10,74,1,46,0
43426013,257,1,1,0,0,1,0
43426014,47,3,6,19,0,1,0
43426015,31,1,0,2,0,1,0
43426016,39,11,0,11,0,7,0
43426017,38,0,0,0,0,0,0
43426018,53,20,4,17,0,1,0
43426019,237,26,1,127,5,56,1
43426020,38,7,5,31,9,11,0
43426021,80,64,129,47,11,15,1
43426022,117,51,5,140,1,25,0
43426023,236,142,217,190,7,70,2
43426024,159,33,5,73,3,49,0
43426025,154,14,5,18,1,12,1
43426026,116,41,6,84,4,7,1
43427001,90,2,6,55,0,29,20
43427002,188,42,1,91,4,60,1
43427003,139,2,2,150,13,48,0
43427004,61,1,2,73,2,49,0
43427005,141,13,8,125,4,26,0
43427006,112,0,10,71,2,21,4
43427007,86,4,22,113,24,61,1
43427008,142,12,10,98,8,93,6
43427009,55,1,1,50,6,19,1
43427010,7,1,2,55,13,32,1
43427011,24,0,0,42,1,13,0
43427012,77,10,8,43,7,34,0
43427013,28,0,0,59,2,24,0
43427014,27,1,1,66,2,9,0
43427015,35,0,2,24,1,19,0
43427016,70,2,11,46,8,19,2
43427018,98,2,1,49,6,51,0
43427019,83,3,31,47,9,28,0
43427020,71,4,2,36,4,34,0
43427021,79,32,4,16,0,35,0
43427022,48,6,0,14,1,19,1
43427023,49,8,24,73,7,21,0
43427024,76,5,1,92,2,55,1
43427025,106,3,3,104,4,45,0
43427026,113,3,6,74,41,49,5
43428001,1707,307,62,70,11,548,1
43428002,52,33,5,65,0,25,0
43428003,137,6,0,51,2,19,0
43428004,19,20,0,50,9,69,2
43428005,47,14,2,30,33,27,1
43428006,35,68,7,100,11,121,6
43428007,26,24,0,41,35,28,5
43428008,5,26,0,24,9,17,2
43428009,197,17,2,136,11,111,0
43428010,3,7,0,68,0,5,0
43428011,5,3,1,3,0,2,0
43428012,4,11,3,4,0,11,0
43428015,1,2,0,44,0,3,0
43428016,511,30,2,56,6,41,1
43428018,13,37,7,29,17,35,2
43428020,25,9,1,42,11,46,3
43428022,306,52,1,48,14,96,0
43428023,21,7,0,7,11,4,1
43429001,1,0,0,0,0,0,0
43429002,71,20,0,3,1,24,0
43429003,0,0,0,0,0,2,0
43429005,82,14,7,46,0,34,2
43429006,259,49,5,47,4,76,1
43429007,4,3,31,31,0,8,0
43429008,14,13,4,22,0,16,0
43429009,22,9,0,80,4,32,0
43429010,24,0,0,39,11,6,0
43429011,7,0,0,21,69,8,0
43429012,171,9,1,124,8,58,3
43429013,13,18,5,5,0,12,0
43429015,115,9,1,100,37,29,1
43429016,95,12,20,131,16,36,3
43429017,5,0,1,56,13,3,0
43429019,132,48,92,134,4,58,1
43429020,19,21,35,19,1,14,0
43429021,1,0,1,1,0,1,0
43429022,8,10,5,11,0,14,0
43429023,57,18,31,14,0,24,0
43430001,47,15,1,70,1,24,0
43430002,42,1,19,81,4,28,0
43430003,136,27,3,158,3,76,0
43430004,341,42,16,137,6,87,0
43430005,114,8,2,61,2,14,0
43430007,261,17,4,135,0,22,0
43430008,67,5,2,82,1,23,0
43430009,72,4,12,59,1,30,0
43430010,432,45,75,177,1,61,1
45601001,48,5,0,83,64,39,6
45601002,21,0,0,32,0,11,0
45601003,70,0,0,212,1,76,1
45601004,16,0,0,49,7,11,1
45601005,86,1,0,165,41,25,3
45601006,14,0,0,47,5,4,2
45601008,53,5,1,106,4,37,0
45601009,27,0,3,160,18,12,0
45601010,93,2,2,42,6,13,0
45601011,72,0,1,128,7,19,0
45601012,0,7,0,75,3,14,0
45601013,26,29,5,22,12,38,1
45602001,68,1,0,84,0,12,0
45602002,36,0,0,47,0,7,0
45602003,35,0,1,37,1,9,0
45602004,96,0,1,17,1,12,0
45602005,126,5,1,69,2,8,0
45602006,108,4,2,82,1,15,0
45602007,20,1,0,41,3,3,0
45602008,66,0,2,42,1,10,0
45602009,46,0,0,20,1,6,0
45602010,46,5,2,44,1,11,0
45602011,181,18,1,45,1,23,0
45602012,143,26,3,133,4,33,0
45602013,146,28,4,62,1,48,0
45602014,115,15,0,51,0,14,0
45602015,85,0,1,23,1,5,0
45602016,41,0,1,27,1,7,0
45602017,15,1,1,18,0,8,0
45602018,23,1,0,109,2,10,0
45602019,30,3,1,33,2,6,1
45603001,77,13,48,300,16,35,0
45603002,271,18,9,135,0,23,0
45603003,39,1,1,43,7,3,0
45603004,53,29,7,16,4,89,0
45603005,13,10,6,18,1,77,5
45603006,279,63,10,43,2,23,1
45603007,69,33,13,30,5,155,0
45603008,153,21,18,103,5,62,0
45603009,290,84,240,326,27,49,2
45603010,105,26,83,94,3,43,0
45603011,16,0,0,34,1,8,0
45603012,20,0,0,77,1,11,0
45603013,52,1,12,77,103,20,3
45603014,98,2,2,33,3,10,0
45603015,9,0,2,44,1,4,0
45603016,53,1,29,29,2,11,0
45603017,80,0,0,45,2,3,2
45603018,31,2,56,31,0,9,0
45603019,11,4,15,10,0,1,0
45603020,8,1,13,33,10,6,0
45603021,4,4,37,41,5,11,0
45603022,14,5,27,23,3,19,0
45603024,19,0,0,87,3,2,0
45603025,109,5,14,71,1,19,0
45603026,18,1,3,46,2,7,0
45603027,14,0,1,49,0,5,0
45603028,21,0,0,38,1,1,0
45603029,168,7,9,108,2,28,0
45603030,218,7,24,66,0,6,0
45603031,32,1,0,70,0,12,0
45603032,72,4,109,23,2,10,0
45603033,175,21,213,171,2,41,0
45603034,73,0,0,30,0,0,0
45603035,76,5,38,91,147,21,4
45603036,262,3,29,195,6,9,0
45603037,13,3,26,50,1,29,0
45603038,54,0,11,24,0,4,0
45603039,56,34,105,191,28,93,1
45603040,128,8,12,108,72,43,0
45603041,19,15,34,12,49,16,0
45603042,42,2,45,143,0,17,0
45603043,22,1,15,108,4,8,0
45605002,131,1,2,76,11,12,0
45605004,32,4,5,46,8,6,1
45605005,40,4,8,57,14,35,1
45605006,17,0,0,37,0,2,0
45605007,64,2,10,147,11,46,0
45605008,34,3,1,89,17,24,0
45605009,23,3,1,100,7,13,0
45605010,78,18,7,115,9,22,1
45605011,23,1,0,73,4,0,0
45605012,8,2,0,100,1,0,0
45605013,66,4,23,81,7,34,1
45605014,26,0,3,76,8,5,0
45605016,29,1,12,107,39,54,2
45605017,22,3,1,123,8,2,0
45605018,19,0,1,73,3,1,0
45605019,63,4,1,113,2,11,2
45605020,13,1,7,24,3,26,0
45605021,72,2,1,55,1,0,0
45605022,24,3,0,61,8,4,0
45605023,57,1,1,91,3,7,0
45605024,16,1,0,86,5,0,0
45605025,42,0,1,12,10,6,0
45605026,139,27,4,73,16,28,0
45605027,24,0,0,30,0,2,0
45605028,4,3,4,5,4,40,0
45605029,1,0,0,88,11,1,0
45605030,65,6,2,28,7,7,0
45605031,9,1,0,88,0,2,0
45605032,10,1,1,80,2,5,0
45605033,33,4,0,24,6,16,0
45605034,52,2,1,73,13,7,2
45605035,61,1,0,137,10,5,1
45605036,11,0,0,51,0,2,0
45605038,35,2,4,79,5,12,1
45605039,69,1,0,45,2,23,0
45605040,51,6,0,47,3,2,0
45605042,23,0,5,42,1,5,1
45606001,143,2,44,260,4,25,0
45606002,63,0,0,95,3,14,0
45606003,103,1,3,159,12,30,3
45606004,49,2,78,56,1,17,0
45606005,65,0,0,100,2,12,0
45606006,49,2,58,132,6,17,1
45606007,58,3,111,253,11,36,0
45606008,57,3,5,36,0,13,6
45606009,48,1,34,390,4,40,0
45606010,132,5,16,99,2,26,0
45606011,72,0,0,160,1,6,0
45606012,429,47,156,255,29,115,10
45606013,134,3,148,174,5,19,0
45606014,112,4,18,127,5,20,0
45607001,3,0,0,16,3,0,0
45607002,54,0,0,47,0,1,0
45607003,24,1,3,66,0,1,0
45607004,40,1,7,86,2,13,0
45607005,40,1,3,51,6,2,0
45607006,16,0,0,32,1,2,0
45607007,60,1,1,167,7,4,0
45607008,121,29,4,25,2,16,0
45607009,24,1,4,74,0,4,1
45607010,3,1,21,33,4,1,0
45607011,6,1,0,21,2,2,1
45607012,29,0,0,100,4,0,0
45607013,7,10,0,24,1,14,0
45607014,10,1,1,21,0,0,0
45607015,10,2,1,8,0,1,0
45607016,0,2,0,22,0,2,0
45607017,13,3,0,14,0,10,0
45607018,2,0,0,31,53,13,0
45607019,54,5,44,137,8,21,0
45607020,60,4,4,128,36,22,0
45607021,4,0,0,101,3,0,0
45607022,27,0,1,94,1,1,0
45607023,84,11,61,127,0,8,1
45607024,4,0,0,66,18,10,4
45607026,61,3,37,119,10,32,1
45607027,14,0,0,72,1,0,0
45607029,27,1,2,99,1,0,0
45607032,11,0,7,61,0,1,0
45607033,33,1,22,152,5,1,0
45607034,26,2,1,85,1,6,2
45607035,2,0,0,32,0,1,0
45607036,38,0,0,96,4,2,0
45607037,15,2,12,57,65,11,5
45607038,3,0,0,45,0,1,0
45607039,2,0,0,72,1,0,0
45607040,28,1,3,42,1,1,0
45607041,21,0,2,82,1,1,0
45607042,44,0,7,119,23,4,1
45607043,29,0,2,64,2,6,0
45607044,11,0,0,66,0,2,0
45607045,61,10,2,43,0,9,0
45607046,73,0,0,102,2,5,0
45607047,11,0,1,85,0,0,0
45607048,42,0,0,45,0,1,0
45607049,14,0,11,67,5,4,0
45607050,5,0,0,20,4,0,0
45607051,15,0,16,59,0,4,0
45607053,30,2,1,63,1,5,0
45607054,20,2,6,69,1,9,0
45607055,37,1,5,121,0,3,0
45607058,5,0,0,121,4,1,0
45607059,144,17,9,138,61,20,0
45607060,66,17,30,243,50,16,0
45607061,19,0,0,152,0,1,0
45607062,92,38,82,53,4,43,0
45607064,56,4,1,94,0,1,0
45607065,15,2,0,34,0,0,0
45607066,158,50,2,148,4,59,0
45607067,253,47,24,349,40,32,3
45607068,16,0,1,52,0,4,0
45607069,41,0,1,47,3,1,0
45607070,32,0,2,69,1,8,1
45607071,146,3,2,87,0,9,0
45607072,36,1,2,54,1,0,0
45607073,294,98,197,307,203,59,0
45607074,17,1,0,209,13,5,3
45607075,32,0,0,71,0,1,0
45607076,11,4,0,383,3,1,0
45607077,72,10,4,147,0,10,0
45607078,33,0,2,102,1,1,0
45607079,64,4,9,176,3,13,2
45607080,46,0,6,135,2,6,0
45607081,38,1,3,97,1,3,0
45607083,13,1,0,142,2,0,0
45607084,51,0,2,118,1,3,1
45607085,2,0,0,19,0,0,0
45607086,133,3,5,95,6,13,0
45607087,47,0,3,58,1,2,0
45607088,76,0,6,141,0,2,4
45607089,41,5,3,169,2,10,0
45607090,55,0,0,98,12,17,1
45608001,1,2,0,3,0,1,0
45608002,160,5,4,186,3,19,0
45608004,171,3,6,186,2,8,0
45608005,116,11,12,222,27,28,12
45608006,105,2,5,172,2,9,3
45608007,100,1,26,153,4,35,3
45608008,126,32,6,415,56,38,2
45608009,7,13,2,89,22,18,0
45608010,114,3,1,146,2,14,0
45608011,383,122,35,332,21,70,4
45608012,204,39,26,150,1,20,3
45608013,98,2,4,281,2,6,0
45608015,51,0,1,76,0,1,1
45608016,355,40,5,383,12,49,0
45608017,160,25,16,307,6,17,0
45608018,97,1,3,193,1,9,0
45608019,508,121,235,469,14,75,4
45608020,14,1,10,35,2,7,0
45608022,259,2,35,400,4,22,2
45608023,263,3,21,386,5,43,0
45608024,2,0,2,48,3,11,0
45608025,251,11,31,429,2,22,0
45608026,44,3,1,66,3,0,1
45610001,44,0,2,237,4,22,1
45610002,84,0,0,61,1,3,0
45610003,174,12,24,110,4,24,1
45610004,98,8,0,19,2,16,0
45610005,148,13,19,22,3,9,0
45610006,149,29,7,44,0,11,0
45610007,90,4,0,11,2,0,1
45610008,33,22,0,12,1,7,0
45610009,155,13,62,164,21,26,0
45610010,199,36,19,126,8,29,1
45610011,232,36,2,85,3,18,1
45610012,125,1,1,78,11,3,0
45610013,71,0,0,79,0,24,0
45610014,84,0,2,144,0,2,0
45610015,83,1,0,124,4,37,1
45610016,70,1,11,88,4,6,0
45610017,36,0,0,178,2,8,0
45610018,26,0,2,87,1,1,0
45610019,166,1,1,145,0,0,0
45610020,61,2,1,83,7,10,0
45610021,74,1,0,112,1,2,0
45610022,187,0,1,254,2,24,0
45610023,52,1,0,76,0,4,0
45610024,67,0,0,26,1,1,0
45610025,245,8,7,311,14,16,0
45610026,94,1,1,230,6,14,0
45610027,139,5,10,145,0,28,1
45610028,87,0,0,74,0,2,0
45610029,61,1,0,121,3,6,0
45610030,144,0,1,153,5,6,0
45610031,54,0,0,64,0,4,0
45610032,44,3,2,146,3,23,0
45610033,485,16,8,154,6,33,0
45610034,127,0,0,43,0,6,0
45610035,136,0,1,93,7,16,0
45610036,281,10,5,175,1,38,1
45610037,219,0,1,135,4,10,1
45610038,81,0,0,74,1,3,0
45610039,90,0,1,98,0,2,0
45610040,185,2,1,184,0,27,0
45610041,66,0,0,31,1,8,0
45610042,129,5,6,239,3,15,0
45610043,132,0,11,165,13,10,0
45610044,65,2,1,134,3,6,1
45610045,222,4,1,174,4,38,0
45610046,290,33,5,247,11,25,3
45615001,116,2,2,67,2,30,2
45615002,18,1,1,25,0,20,0
45615003,0,0,0,1,0,3,0
45615004,182,5,0,156,4,26,0
45615005,10,1,2,125,2,7,0
45615006,34,0,0,19,0,5,0
45615007,250,10,2,191,4,30,0
45615008,126,1,0,45,1,27,0
45615009,53,7,1,28,0,11,0
45615010,62,0,0,57,2,21,0
45615011,316,6,0,100,7,39,0
45615012,54,0,0,83,0,22,0
45615013,51,1,2,136,4,36,1
45615014,24,1,7,117,2,51,0
45615015,11,4,1,21,1,7,1
45615016,222,22,2,107,1,56,0
45616001,78,1,0,202,2,11,0
45616002,87,1,7,210,2,8,0
45616003,5,2,1,74,2,11,0
45616004,11,2,0,48,0,24,0
45616005,74,6,2,10,0,11,0
45616006,25,3,0,4,1,6,0
45616007,30,1,0,7,0,6,0
45616008,50,5,3,6,2,13,0
45616009,94,6,12,51,3,34,0
45616010,72,7,39,95,10,31,0
45616011,28,3,1,15,0,11,0
45616012,45,0,1,69,0,1,0
45616013,44,0,0,100,0,0,0
45616014,157,1,0,158,1,27,0
45616015,102,2,25,146,1,11,0
45616017,43,0,1,77,0,5,0
45616018,82,2,2,97,2,9,0
45616019,17,0,0,73,1,1,0
45616020,36,1,2,207,4,7,0
45616021,260,9,12,219,5,40,0
45616022,164,10,6,187,5,52,0
45616023,77,0,0,134,1,10,0
45616024,56,2,0,142,0,10,0
45616025,22,1,0,75,1,14,0
45616026,8,0,0,55,2,4,0
45616027,57,1,5,101,1,16,0
45616028,46,0,0,50,0,1,0
45617001,444,8,0,103,6,32,1
45617002,82,0,0,37,4,16,0
45617003,138,0,0,44,1,21,1
45617004,197,2,1,119,4,40,0
45617005,82,0,3,96,6,57,0
45617006,26,2,0,78,80,6,0
45617007,76,4,0,2,9,22,0
45617008,67,0,0,44,0,14,0
45617009,120,0,0,79,5,20,0
45617010,117,2,0,80,18,30,1
45617011,46,0,1,19,1,5,0
45617012,155,2,1,87,6,32,0
45617013,33,1,0,144,6,15,0
45617014,121,0,1,133,2,29,0
45617015,69,1,1,43,7,11,0
45617016,62,5,0,41,14,23,3
45617017,34,0,0,110,6,16,1
45617018,32,0,0,84,5,8,0
45617019,198,3,6,432,13,72,4
45618001,54,0,2,82,0,15,0
45618002,3,2,12,182,9,33,0
45618003,56,0,2,150,0,8,0
45618004,21,0,0,58,4,7,0
45618005,4,0,3,40,0,3,0
45618006,4,0,0,43,1,6,0
45618007,21,0,1,5,0,29,0
45618008,54,0,2,118,0,13,0
45618009,23,0,0,56,0,13,0
45618010,31,26,15,263,35,80,0
45618011,84,1,0,228,1,14,0
45618012,47,0,2,159,2,11,0
45618013,36,1,1,192,4,13,0
45618014,11,0,0,99,4,22,0
45618015,8,0,0,44,1,7,0
45618016,3,0,0,26,0,2,0
45618017,0,0,0,10,0,0,0
45618018,20,0,4,52,0,19,0
45618019,13,0,1,44,3,1,0
45618020,74,1,0,56,0,16,0
45618021,85,0,1,81,1,15,0
45618022,21,0,0,46,0,7,0
45618023,7,0,0,56,0,3,0
45618024,19,0,2,83,0,4,0
45618025,9,0,0,83,0,5,0
45618026,20,0,0,95,0,2,0
45618027,3,0,0,79,0,12,0
45618028,48,0,1,207,1,10,0
45618029,42,0,0,70,0,1,0
45618030,28,1,5,50,3,10,0
45618031,9,0,0,42,1,3,0
45618032,53,52,29,85,41,30,0
45618033,13,0,1,44,0,4,0
45618034,9,17,17,132,42,106,2
45618035,19,25,1,61,2,40,1
45618036,15,5,48,91,0,12,1
45618037,16,1,0,76,0,2,0
45618038,69,0,0,108,0,7,0
45618039,16,0,0,21,0,0,0
45618040,36,0,1,39,2,4,0
45618041,17,0,0,15,1,36,0
45618042,37,0,2,160,1,6,0
45618043,17,0,0,8,0,18,0
45618044,33,0,0,60,0,2,0
45618045,25,0,0,33,0,0,0
45618046,60,0,0,44,0,8,0
45618047,78,1,0,87,5,4,0
45618048,51,0,1,62,0,8,0
45618049,37,0,0,38,1,4,0
45618050,41,0,11,94,1,9,0
45618051,43,7,22,98,0,13,0
45618052,4,0,0,52,0,3,0
45618053,51,0,1,6,0,38,0
45618054,26,0,0,59,0,5,0
45619001,19,0,7,52,0,0,0
45619002,49,9,1,85,2,0,0
45619003,1,0,1,6,1,4,0
45619004,133,3,15,140,26,17,4
45619006,32,0,0,70,0,23,0
45619007,6,0,0,18,6,15,0
45619008,47,0,36,69,4,5,1
45619009,61,5,43,42,63,3,1
45619010,2,12,18,80,75,60,13
45619011,8,0,0,50,3,4,0
45619012,43,0,58,47,0,10,0
45619013,26,5,12,304,11,25,2
45619014,321,18,11,249,125,44,5
45619015,34,2,19,54,0,6,0
45619016,0,0,0,8,2,11,4
45619017,16,0,7,40,0,8,0
45619018,1,0,0,25,8,13,3
45619019,85,3,4,44,4,17,0
45619020,30,1,0,38,0,0,0
45619021,1,1,15,21,5,4,1
45619022,12,0,28,12,1,1,0
45619023,151,2,2,171,4,15,2
45619024,3,1,0,14,5,10,2
45619025,52,1,2,59,1,31,0
45619026,9,1,6,20,2,7,0
45619027,1,0,0,3,0,0,0
45619028,20,2,0,43,2,1,0
45619029,41,1,27,67,5,10,0
45619030,26,0,0,29,0,6,0
45619031,19,0,0,26,0,2,0
45619032,57,7,0,14,47,8,1
45619033,16,0,3,109,2,14,0
45619034,2,0,5,67,42,14,4
45619035,0,0,1,14,24,7,8
45619036,0,0,0,8,1,3,1
45619037,268,38,27,185,8,50,0
45619038,0,0,0,1,0,13,0
45619039,0,4,6,110,23,44,12
45619040,16,1,0,20,5,3,0
45619041,3,2,0,5,7,14,11
45619042,18,1,0,41,2,2,1
45619043,17,0,1,24,0,1,0
45619044,33,0,0,28,1,4,1
45619045,3,2,4,16,8,7,1
45619046,37,4,0,116,5,12,0
45619047,185,83,78,191,13,38,5
45619048,29,2,3,44,1,2,0
45619049,4,1,6,34,6,8,1
45619050,93,13,2,349,56,33,1
45619051,82,0,0,48,21,0,0
45619052,11,0,0,19,0,0,0
45619053,76,10,16,237,8,36,3
45619054,37,0,55,74,2,4,1
45619055,51,1,18,56,1,35,1
45619056,5,0,0,35,1,5,2
45619057,20,0,0,38,3,12,2
45619058,40,0,0,34,2,0,0
45619059,8,2,0,34,13,11,6
45619060,24,16,60,123,117,15,5
45620001,78,4,1,63,11,55,0
45620002,23,0,0,25,0,77,0
45620003,153,1,1,67,2,15,1
45620004,61,0,0,37,2,7,0
45620005,26,0,0,35,4,27,7
45620006,122,2,1,50,9,7,0
45620007,146,0,0,47,6,7,0
45620008,87,0,0,46,6,5,0
45620009,52,10,8,86,2,35,0
45620010,272,1,6,74,12,74,3
45620011,3,0,0,1,0,3,0
45620012,5,9,24,17,0,11,0
45620013,8,3,1,10,0,16,0
45620014,13,1,1,22,0,12,0
45620015,167,0,1,58,8,10,0
45620016,71,2,2,154,1,31,0
45620017,166,9,13,122,13,23,0
45620018,19,8,28,61,1,20,0
45620019,390,131,311,736,125,126,6
45620020,149,4,0,150,6,79,0
45620021,203,3,1,81,3,62,0
45620022,163,18,29,94,5,21,0
