psgc_brgy,hearing,visual,speech,orthopedic,multiple_ disabilities,mental,other,no_ household_member_is_disabled
71207012,1,0,0,0,0,1,0,93
71207013,1,0,1,0,0,0,1,140
71207014,0,1,0,0,0,2,5,140
71207016,0,2,0,0,1,0,2,43
71207017,2,1,1,1,0,0,3,151
71208001,1,0,1,0,0,1,0,36
71208002,0,0,1,0,1,0,1,77
71208003,0,2,0,0,2,0,1,80
71208004,2,1,0,0,0,1,0,86
71208005,0,1,1,0,2,1,0,95
71208006,0,0,1,1,2,0,2,141
71208007,4,0,1,1,2,2,1,81
71208008,1,3,1,1,0,1,1,80
71208009,4,1,1,0,0,2,2,188
71208010,2,1,0,1,2,0,4,87
71208011,1,1,0,2,0,1,1,82
71208012,0,0,0,0,2,0,2,93
71208013,2,0,0,0,2,4,3,82
71208014,0,2,0,1,1,3,3,96
71208015,1,1,1,1,3,0,0,130
71208016,1,0,1,0,0,0,0,79
71208017,0,0,0,0,1,0,1,41
71208018,2,0,0,1,2,1,2,119
71208019,1,1,0,1,5,0,4,120
71209001,0,0,0,0,0,0,1,68
71209002,0,1,3,1,1,1,0,156
71209003,1,0,1,0,0,0,1,109
71209004,0,0,0,1,0,0,0,93
71209005,0,0,2,0,4,0,0,111
71209006,0,0,0,0,4,1,2,105
71209007,3,1,1,0,0,1,0,130
71209008,1,1,0,2,0,1,1,86
71209011,5,3,1,4,1,0,0,224
71209012,0,0,0,1,0,0,0,111
71209013,4,1,0,0,0,1,1,221
71209014,2,2,0,0,2,0,0,53
71209015,0,0,0,0,0,1,0,100
71209016,2,0,0,0,1,0,0,183
71209017,1,0,0,0,1,2,1,116
71209018,0,0,0,0,1,1,0,122
71209019,0,0,0,3,4,0,2,149
71209020,3,1,2,6,3,0,1,200
71209021,4,1,0,3,2,4,0,427
71209022,0,0,0,1,3,1,0,150
71209025,1,1,1,1,3,0,1,89
71209026,0,1,0,1,1,0,0,96
71209028,2,0,1,0,3,0,7,170
71209029,0,1,0,0,0,0,0,110
71209030,1,1,1,5,1,0,0,136
71209031,0,1,1,1,0,2,0,44
71209032,0,0,0,0,0,0,0,92
71209033,1,1,0,1,0,2,1,98
71209034,0,0,0,2,0,0,0,143
71209035,2,3,0,3,1,3,2,151
71209036,0,1,0,5,0,1,0,138
71209037,2,1,1,1,1,0,0,106
71209038,0,0,1,0,1,0,0,150
71209039,0,0,0,0,0,2,1,99
71209040,3,4,0,0,2,3,1,323
71210001,0,0,0,1,0,2,2,26
71210002,0,0,1,3,1,2,1,169
71210003,0,1,0,0,0,1,0,156
71210004,0,1,0,0,0,0,2,29
71210005,0,1,0,2,0,0,0,13
71210006,1,0,1,0,0,1,0,228
71210007,8,11,1,0,1,1,49,144
71210008,2,1,1,1,1,1,8,121
71210009,0,2,1,3,0,3,2,35
71210010,0,0,0,0,0,0,0,111
71210011,0,0,0,0,0,0,0,68
71210012,0,0,1,0,0,0,0,38
71210013,4,3,1,1,1,1,12,127
71210014,0,0,0,0,0,0,0,25
71210015,0,0,0,1,1,2,0,114
71210016,1,0,0,0,0,0,4,112
71210017,0,2,0,0,1,1,13,114
71210018,0,0,1,0,0,1,0,26
71210019,0,0,0,0,0,2,1,104
71210020,1,0,0,0,0,1,0,18
71210021,0,1,0,4,0,2,0,13
71210022,4,3,0,0,0,0,4,104
71210023,0,0,0,0,0,1,1,102
71210024,0,0,0,1,0,0,0,36
71210025,2,1,0,0,2,0,4,164
71210027,1,1,0,0,1,0,3,62
71210028,5,5,0,0,2,2,9,338
71210029,0,1,2,0,0,1,0,28
71210030,3,4,0,1,1,0,2,131
71210031,0,0,1,2,0,0,0,96
71210032,2,2,2,1,0,0,1,182
71210033,1,1,0,1,0,0,0,28
71210034,5,5,0,0,0,0,2,233
71211001,2,6,1,2,11,2,4,172
71211002,5,11,1,5,2,4,1,189
71211003,3,26,1,3,8,5,5,197
71211004,9,19,0,5,4,0,3,199
71211005,3,3,1,0,4,1,3,84
71211006,1,3,2,0,13,2,8,106
71211007,6,27,2,1,8,1,0,222
71211008,0,0,0,1,3,0,0,68
71211009,3,19,0,0,7,1,3,217
71211010,1,5,0,1,6,0,1,165
71211011,6,12,0,1,9,1,4,225
71211012,1,6,0,0,3,1,3,162
71211013,1,5,0,2,3,0,0,76
71211014,4,23,0,1,5,2,2,151
71211015,2,7,0,6,6,3,2,223
71211016,1,6,1,2,13,10,37,139
71211017,4,8,2,2,7,1,4,182
71211018,4,17,0,1,6,4,4,280
71211019,1,4,0,2,4,2,6,188
71211021,4,7,2,0,4,3,0,291
71211022,3,21,0,2,5,1,1,143
71212001,1,0,0,0,2,0,2,197
71212002,0,1,3,1,0,0,7,366
71212003,2,2,2,5,1,1,2,421
71212004,1,0,0,2,1,2,0,223
71212005,1,1,4,1,1,3,1,400
71212006,2,0,3,1,1,1,3,119
71212007,1,0,2,1,0,1,2,95
71212008,0,0,1,1,2,0,2,284
71212009,1,2,5,2,4,4,8,499
71212010,2,0,0,0,0,1,5,136
71212011,0,0,2,1,3,2,1,225
71212012,0,2,1,0,2,3,1,196
71212013,0,0,0,1,0,0,0,182
71212014,0,1,0,0,0,0,2,162
71212015,0,1,0,2,1,1,0,180
71212016,10,1,5,2,7,4,7,485
71212017,0,1,1,0,1,2,1,162
71212018,0,2,2,1,2,2,1,198
71212019,1,2,3,2,3,1,5,425
71212020,0,0,1,0,1,4,0,206
71212021,0,1,3,0,1,1,2,175
71212022,1,2,2,2,1,1,0,175
71212023,0,1,1,4,1,0,0,173
71212024,0,1,0,0,2,1,1,222
71212025,2,1,0,1,0,1,1,205
71212026,3,1,5,5,2,4,3,322
71212027,1,0,0,1,0,0,1,168
71212028,2,0,2,0,0,0,4,192
71212029,1,0,0,1,1,1,0,333
71213001,0,0,0,1,1,0,1,86
71213002,1,2,0,3,0,4,4,227
71213003,0,2,2,0,0,0,1,135
71213004,0,1,4,1,0,0,1,191
71213005,1,1,0,1,0,1,1,109
71213007,0,0,1,0,0,4,2,148
71213008,3,1,0,0,0,1,3,240
71213009,0,1,0,0,1,1,1,161
71213011,1,2,1,0,1,3,2,270
71213013,1,4,2,1,2,1,4,146
71213014,0,2,4,2,1,1,2,207
71213015,0,0,0,1,1,0,1,56
71213016,1,1,1,0,0,0,4,172
71213017,1,0,0,0,2,1,2,117
71213018,0,0,0,0,0,0,0,53
71213019,3,3,2,4,1,2,1,200
71213020,0,1,0,1,2,1,0,120
71213021,0,0,0,0,0,0,0,203
71213022,0,3,2,2,0,4,1,115
71213025,0,0,1,4,2,0,1,117
71213026,0,0,2,0,1,0,0,223
71213027,0,1,2,0,0,0,0,87
71214001,0,0,0,0,0,0,0,34
71214002,0,0,0,0,1,1,0,200
71214003,0,0,0,1,1,0,2,184
71214004,0,1,0,0,0,1,0,114
71214005,0,0,0,0,0,0,0,45
71214006,2,0,0,0,0,1,0,148
71214007,0,0,0,0,0,1,0,135
71214008,0,0,0,0,0,0,0,25
71214009,0,0,0,1,0,0,0,52
71214011,0,1,0,0,0,0,0,70
71214012,0,0,0,0,0,0,1,90
71214013,0,0,0,2,0,0,0,71
71214014,0,0,0,0,0,0,0,69
71214015,2,1,1,1,0,0,1,173
71214016,0,0,0,0,0,0,1,80
71214017,1,2,0,3,0,1,6,362
71214018,0,0,1,2,0,0,3,148
71214019,0,0,1,0,0,0,0,31
71214020,0,0,0,0,1,0,0,80
71214021,0,0,0,1,1,0,0,88
71214022,0,2,0,1,0,0,0,126
71214023,0,0,0,2,0,0,0,63
71214024,0,0,0,0,0,0,0,81
71215001,0,1,0,0,0,0,0,32
71215002,0,0,2,0,0,0,6,189
71215003,1,0,1,0,0,0,0,114
71215004,0,1,0,0,0,1,5,164
71215005,0,0,1,0,0,1,0,22
71215006,0,0,0,1,0,1,1,44
71215007,0,0,0,0,0,0,2,47
71215008,3,2,1,1,1,2,7,118
71216001,0,0,0,0,10,2,0,119
71216002,0,4,1,1,3,1,1,180
71216003,0,1,0,2,6,3,0,265
71216004,0,1,0,1,0,0,0,52
71216005,0,1,0,0,5,0,5,74
71216006,0,1,0,1,4,1,0,130
71216007,1,0,0,4,0,0,0,68
71216008,0,1,0,1,0,0,0,18
71216009,2,1,0,2,1,1,0,130
71216010,0,0,0,1,3,1,1,16
71216011,1,1,0,3,2,1,0,133
71216012,0,0,0,1,2,0,1,49
71216013,0,2,0,2,4,0,0,179
71216014,0,1,0,0,1,0,0,54
71217001,2,0,0,0,0,2,0,245
71217002,0,0,1,0,0,2,1,190
71217003,1,2,0,0,4,0,1,180
71217004,1,0,0,1,0,1,0,125
71217005,1,0,1,0,0,2,1,204
71217006,1,1,2,1,0,1,2,132
71217007,0,4,7,3,1,2,3,359
71217008,3,3,0,0,1,0,1,230
71217009,2,1,0,0,1,0,2,159
71217010,2,10,0,1,1,1,4,303
71217011,2,0,0,4,1,4,6,183
71217012,2,5,3,5,1,0,3,316
71217013,1,4,1,4,1,0,1,239
71217014,0,1,0,2,0,0,0,154
71217015,0,1,1,0,0,0,0,117
71218001,0,2,1,0,4,2,1,260
71218002,2,0,1,2,0,1,1,141
71218003,1,3,1,0,0,1,1,103
71218004,0,1,0,1,1,1,2,295
71218005,0,0,0,1,1,1,0,100
71218006,7,4,2,5,2,0,4,138
71218007,1,2,0,0,3,0,1,246
71218008,0,0,2,2,0,2,2,146
71218009,7,5,3,10,6,8,16,616
71218010,0,3,0,0,0,2,1,214
71218011,1,0,2,1,1,1,5,209
71218012,0,0,0,0,2,0,0,108
71218013,3,1,0,1,1,0,1,97
71218014,1,2,0,0,1,1,2,121
71218015,3,4,2,3,1,3,1,198
71218016,0,2,1,0,2,1,4,160
71218017,0,1,0,0,0,0,0,42
71219002,2,3,3,1,1,1,10,356
71219003,1,4,3,0,1,1,9,145
71219004,1,2,0,0,0,1,2,164
71219006,3,5,3,3,0,5,13,425
71219007,0,0,0,0,1,0,0,38
71219008,0,0,0,0,1,1,0,75
71219009,0,0,0,0,0,2,0,23
71219010,0,1,0,3,1,0,7,235
71219011,0,5,3,0,3,4,14,682
71219012,0,0,0,0,1,0,1,48
71220001,4,1,0,0,0,0,0,69
71220002,0,0,0,0,0,0,0,37
71220003,1,0,0,0,1,2,0,55
71220004,1,1,0,0,1,0,0,30
71220005,1,0,0,0,1,0,0,50
71220006,0,0,1,1,1,0,0,51
71220007,0,0,2,0,2,0,0,52
71220008,0,0,0,0,1,0,0,29
71220009,1,2,0,0,0,0,0,100
71220010,1,1,0,0,1,0,0,71
71220011,0,0,0,0,1,0,0,65
71220012,1,1,0,0,2,1,1,43
71220013,0,0,1,0,2,0,0,59
71220014,0,0,0,0,1,1,0,92
71220015,2,0,0,1,0,0,1,64
71220016,0,1,0,1,1,0,1,42
71220017,4,0,0,2,1,0,0,45
71220018,0,0,0,0,0,0,0,41
71220019,5,1,3,2,0,0,2,86
71220020,0,1,0,0,3,1,0,82
71220021,0,0,0,0,0,0,2,47
71220022,0,0,1,0,0,1,0,66
71220023,0,0,0,0,1,1,0,102
71220024,0,0,1,0,0,0,2,122
71220025,0,0,0,0,3,0,0,46
71220026,0,0,0,1,1,0,0,48
71220027,1,1,0,1,2,0,3,125
71220028,0,0,1,0,0,0,0,55
71220029,0,0,0,0,0,0,0,39
71220030,0,0,0,0,0,1,0,16
71220031,0,0,0,0,0,0,0,6
71220033,0,0,1,0,1,0,1,74
71220036,2,0,0,0,2,1,0,93
71220037,0,1,0,0,0,0,2,50
71220038,0,1,0,0,2,0,1,59
71221001,0,1,0,0,0,2,0,117
71221002,1,1,1,0,1,2,2,89
71221003,2,3,0,1,0,1,2,95
71221004,3,5,4,3,0,4,0,202
71221005,1,3,0,5,0,0,1,133
71221006,0,3,1,1,0,1,2,107
71221007,0,2,0,2,0,3,1,74
71221008,2,0,0,4,0,0,0,70
71221009,0,1,0,0,0,0,0,29
71221010,0,0,0,1,1,0,0,80
71221011,2,2,2,5,0,0,0,247
71221012,1,3,0,3,0,0,1,82
71221013,1,2,2,3,0,0,0,115
71221014,2,1,0,2,0,1,0,105
71221015,3,0,0,1,0,2,0,98
71221016,1,3,0,3,0,1,4,112
71221017,2,0,2,1,3,2,0,153
71221018,0,1,0,2,0,0,0,140
71221019,1,0,0,2,0,3,1,76
71221020,3,1,1,2,0,0,1,100
71221021,2,2,0,1,0,0,1,80
71222001,0,2,0,0,0,1,3,67
71222002,0,0,0,0,0,0,0,163
71222003,0,0,0,1,0,0,0,15
71222004,1,0,0,0,1,0,0,57
71222005,0,0,0,0,0,1,0,19
71222006,0,4,0,0,1,0,0,99
71222007,0,0,0,0,0,0,0,36
71222008,0,0,0,0,0,0,0,20
71222009,2,0,0,0,0,0,2,175
71222010,0,0,1,0,1,0,0,84
71222012,0,2,1,1,1,0,1,229
71222014,2,2,3,0,1,1,0,157
71222015,0,1,0,0,0,0,0,43
71222016,0,0,0,0,0,0,0,65
71222017,0,1,0,1,0,0,1,248
71222019,0,2,1,2,0,0,1,174
71222020,0,2,0,1,0,2,0,353
71222021,0,0,0,0,0,0,0,164
71222023,0,0,0,1,0,2,0,41
71222024,0,0,0,1,0,1,0,123
71222025,1,0,0,0,0,0,0,42
71222026,0,1,2,0,1,0,0,68
71222028,0,0,0,0,0,0,0,9
71222029,0,1,0,1,2,1,0,42
71223001,1,3,3,1,3,1,0,275
71223002,2,0,2,0,1,2,1,186
71223003,1,2,0,1,2,0,0,192
71223004,1,1,1,1,0,1,3,220
71223005,0,0,0,1,1,0,0,30
71223006,6,3,1,2,1,2,16,193
71223007,3,3,1,4,0,4,3,392
71223008,2,0,0,0,1,0,1,124
71223009,5,1,1,1,1,1,1,149
71223010,5,1,2,1,1,4,2,314
71223011,2,2,1,1,2,1,3,191
71223013,0,0,0,0,0,1,0,37
71223014,2,3,3,5,2,2,1,318
71223016,4,7,2,1,4,2,2,338
71223017,3,7,3,1,0,4,4,348
71223018,0,0,2,0,1,4,2,67
71223019,2,1,2,2,6,3,4,366
71223021,0,1,0,2,0,0,1,122
71223022,1,0,0,2,2,0,1,133
71224001,2,1,0,0,2,2,0,122
71224002,1,0,0,0,0,0,1,82
71224003,6,7,1,2,1,1,1,130
71224005,0,0,0,1,1,0,1,114
71224007,0,2,0,1,0,2,0,135
71224008,1,1,0,1,0,2,2,233
71224009,0,1,0,2,3,2,3,138
71224010,6,7,2,2,1,0,1,217
71224011,3,0,1,0,0,0,0,50
71224012,0,0,1,0,0,0,0,180
71224013,0,1,1,0,3,0,3,42
71224014,4,1,1,2,0,1,3,193
71224015,0,0,0,0,0,0,0,60
71224016,6,14,2,2,5,4,4,466
71224017,3,0,1,1,1,1,0,112
71224018,2,9,1,0,8,2,3,216
71224019,0,3,1,3,3,0,1,130
71224020,0,0,1,1,1,0,0,101
71224021,0,1,1,1,0,1,0,103
71224022,0,3,0,1,0,0,1,95
71224023,1,4,2,1,2,0,1,80
71224024,0,0,0,0,0,0,0,85
71224025,1,0,0,0,0,0,0,86
71224027,0,0,0,3,1,0,0,87
71224028,0,2,0,1,0,2,1,205
71224029,10,13,2,9,3,9,0,306
71224030,0,3,2,5,1,5,2,226
71224031,1,4,2,2,1,2,0,180
71224032,0,1,1,0,0,0,0,108
71224033,4,4,0,2,5,1,1,114
71224034,3,3,1,2,0,1,1,98
71224035,6,2,1,2,4,2,1,202
71224036,1,1,0,2,1,0,0,140
71224037,0,1,0,1,3,2,1,65
71224038,0,0,0,2,0,0,0,89
71224039,1,0,1,1,1,3,1,306
71224040,5,4,0,0,1,0,0,147
71224041,1,1,1,2,1,0,0,171
71224042,3,0,1,3,0,0,1,73
71224043,1,0,0,2,0,1,0,52
71224044,0,1,1,0,1,2,0,91
71224045,8,5,1,1,2,1,1,169
71224046,2,3,1,3,3,1,1,247
71224047,4,0,0,1,0,2,1,138
71224048,3,3,0,3,1,1,0,158
71224049,1,0,0,1,1,1,1,97
71224050,5,1,1,0,1,0,0,86
71224051,0,4,0,2,2,0,1,163
71224052,1,0,2,0,0,0,0,71
71224053,1,4,0,1,2,0,0,183
71225001,1,1,0,3,1,1,0,158
71225002,0,1,0,0,1,1,0,235
71225003,1,0,3,3,0,1,1,206
71225004,0,0,0,2,1,0,0,72
71225005,0,1,1,0,0,0,2,31
71225006,0,0,0,0,2,0,0,94
71225007,1,1,0,2,0,0,0,222
71225008,1,1,2,1,1,2,1,259
71225009,1,0,0,1,3,0,0,196
71225010,0,1,0,2,0,0,0,38
71225011,1,3,0,2,2,1,0,167
71225012,0,0,0,0,0,0,1,39
71225013,2,1,0,0,2,1,0,185
71225014,1,0,0,0,0,0,0,71
71225015,1,1,0,0,1,2,5,183
71225016,1,1,0,1,1,0,0,80
71225017,0,0,1,2,2,0,0,57
71225018,0,0,1,5,2,0,0,98
71225019,0,0,2,2,2,2,0,48
71225020,0,0,1,0,0,1,1,72
71225021,1,2,0,5,1,1,0,72
71225022,0,0,0,0,0,0,0,37
71225023,0,1,0,0,1,2,0,84
71225024,0,1,1,3,2,1,2,339
71225025,0,0,0,0,0,0,0,24
71225026,0,1,0,1,0,0,0,71
71225027,1,0,1,0,0,2,0,205
71225028,1,0,0,0,0,0,3,52
71225029,0,2,0,0,0,0,0,31
71225030,0,0,0,1,1,0,0,39
71225031,0,1,2,1,0,1,0,57
71225032,0,1,0,0,1,0,0,39
71225033,1,1,0,5,1,2,0,267
71226001,0,0,1,2,0,0,3,169
71226002,0,0,0,1,3,2,2,283
71226003,0,0,1,5,0,2,1,136
71226004,0,0,1,1,0,0,0,208
71226006,2,0,2,2,0,0,1,82
71226007,1,0,2,2,0,2,3,134
71226008,1,0,0,1,0,1,0,175
71226009,1,2,2,5,2,0,1,167
71226010,1,3,1,2,1,0,0,149
71226011,1,0,3,2,0,0,0,208
71226012,0,1,3,1,1,4,1,228
71226013,0,1,1,0,0,1,1,168
71226014,2,1,3,4,2,2,4,277
71226015,0,1,2,0,0,0,0,76
71226016,1,1,0,2,0,1,1,378
71226017,0,1,0,1,0,1,1,394
71226018,0,0,0,2,5,3,0,472
71226019,0,1,0,2,2,1,3,288
71226020,0,0,0,0,1,1,1,195
71226021,0,1,0,4,0,0,0,264
71226022,0,0,2,0,0,0,1,121
71226023,1,3,1,0,1,0,0,208
71226024,1,1,1,7,0,0,0,195
71226025,3,2,1,3,2,3,0,371
71227001,3,3,0,1,1,2,1,123
71227002,2,1,1,1,1,0,3,106
71227003,5,1,1,1,2,1,0,120
71227004,1,1,0,1,0,2,0,131
71227005,1,0,0,1,1,0,0,73
71227006,0,0,0,0,0,0,0,63
71227007,0,0,0,0,0,0,0,30
71227008,1,0,1,0,1,0,0,88
71227009,2,0,0,2,1,0,1,103
71227010,2,0,0,3,1,0,0,106
71227011,3,0,0,2,3,1,0,75
71227012,2,1,0,3,0,1,1,98
71227013,1,2,1,0,0,0,1,157
71227014,0,0,0,0,1,0,0,32
71227015,0,3,0,0,3,1,1,69
71227016,0,1,2,1,2,1,0,84
71227017,0,1,0,1,0,0,0,25
71227018,1,0,1,0,3,2,0,41
71228001,0,3,1,0,0,1,0,87
71228002,1,0,0,0,0,0,0,16
71228003,0,0,0,0,1,0,0,32
71228004,2,1,1,0,2,0,0,67
71228005,0,0,0,0,0,0,0,10
71228006,0,0,1,0,1,0,1,17
71228007,0,0,0,0,0,0,0,14
71228008,1,2,0,1,1,0,2,117
71228010,0,0,0,0,0,0,0,3
71228011,1,1,0,0,1,0,1,43
71228012,0,2,0,0,0,0,1,21
71228013,1,0,0,0,0,0,0,38
71228014,1,0,0,0,0,0,6,141
71228015,2,0,1,0,0,0,0,33
71228016,0,0,0,0,0,0,1,27
71228017,4,4,1,0,1,1,2,135
71228018,4,2,0,1,1,0,1,100
71228019,2,2,2,0,1,0,0,92
71228020,4,5,1,0,3,3,1,65
71228021,5,4,0,2,3,2,1,138
71228023,1,0,0,0,0,0,1,4
71228024,4,2,2,0,1,1,1,85
71228025,2,1,0,0,1,0,0,185
71228026,0,1,0,0,0,0,0,32
71229001,1,0,0,0,0,0,2,106
71229002,5,10,0,0,1,1,0,28
71229003,1,1,0,0,2,0,2,106
71229004,0,1,0,0,2,0,8,71
71229005,1,0,0,0,0,0,0,7
71229006,0,2,0,1,1,0,2,19
71229007,0,0,1,0,0,0,0,16
71229008,0,0,0,0,1,0,1,8
71229009,2,1,0,0,3,0,0,13
71229010,2,0,0,2,0,0,2,48
71229011,0,1,1,0,0,1,0,17
71229012,0,0,0,0,0,0,0,60
71229013,1,0,0,0,1,0,0,7
71229014,2,1,0,0,0,0,4,117
71229015,2,1,0,0,0,0,8,34
71229016,0,0,0,0,0,1,0,46
71229017,0,0,0,0,0,1,0,17
71229018,3,1,1,0,0,3,1,45
71229019,2,0,0,0,0,1,5,190
71229020,4,1,1,0,2,0,6,234
71229021,0,1,0,0,0,0,0,15
71229022,0,0,0,0,0,0,0,28
71229023,3,0,0,0,0,0,2,81
71229024,0,1,0,0,0,0,2,45
71229025,5,8,0,2,3,1,1,24
71229026,1,0,1,0,0,1,1,60
71229027,3,0,0,0,0,0,1,79
71229028,1,1,0,0,1,1,3,26
71230001,0,0,0,1,0,0,0,46
71230002,0,0,1,0,0,0,0,71
71230003,0,1,0,1,1,1,0,42
71230004,0,0,0,1,0,1,1,50
71230005,1,0,0,1,0,0,0,74
71230006,0,0,0,0,1,0,0,12
71230007,0,0,2,0,1,0,0,76
71230008,0,0,0,0,0,0,1,57
71230009,1,0,0,1,0,0,0,191
71230010,0,0,0,1,1,0,0,109
71230012,0,1,0,1,0,0,0,21
71230013,0,1,0,4,1,2,1,60
71230014,2,0,2,1,1,1,1,224
71230015,1,0,0,0,0,0,0,38
71230016,1,0,0,0,1,0,0,42
71230017,1,1,1,1,0,1,1,63
71230018,0,0,0,0,0,0,0,92
71230019,4,1,0,0,1,1,0,91
71230020,1,3,0,2,1,3,0,189
71230022,2,2,0,1,1,3,1,81
71230023,0,0,0,5,1,0,0,33
71230024,1,0,1,2,0,0,0,83
71230025,0,0,0,2,0,1,0,18
71230026,1,2,0,1,0,2,0,46
71230027,0,0,0,0,0,0,0,1
71230028,0,0,0,1,0,0,0,9
71230029,0,0,1,0,0,1,1,80
71230030,0,0,0,0,0,1,0,27
71230031,0,0,0,0,0,0,0,3
71230032,2,1,1,0,0,0,0,15
71230033,0,0,0,0,0,0,0,3
71230034,2,1,0,2,2,1,0,153
71230035,3,2,0,0,0,1,0,52
71230036,7,1,1,4,3,4,3,331
71230037,0,1,0,1,1,2,0,22
71230038,0,0,0,0,0,0,0,1
71230039,1,1,1,3,1,0,1,78
71230040,0,0,0,0,0,0,0,39
71230041,2,0,1,0,0,1,3,188
71230042,4,1,1,2,3,3,0,139
71230043,2,4,0,1,1,1,3,138
71230044,0,0,0,0,1,1,2,47
71230045,1,2,1,1,1,3,2,210
71230046,0,1,0,1,0,0,0,52
71230047,2,1,2,2,0,0,0,80
71230048,0,1,0,0,0,0,0,162
71230049,0,0,0,0,0,0,0,34
71230050,0,0,0,0,1,0,0,13
71230051,0,0,0,0,2,0,0,6
71230052,5,1,3,2,1,0,0,239
71230053,0,0,0,0,0,0,0,43
71230054,0,0,0,0,0,0,1,22
71230055,1,0,0,4,0,2,1,122
71230056,3,1,1,0,0,1,3,215
71230057,1,0,0,0,0,0,0,24
71230058,4,1,1,1,3,0,0,74
71230059,3,0,0,1,1,0,0,50
71230060,0,0,0,0,0,1,0,21
71230061,0,0,1,1,0,0,0,14
71230063,2,1,0,3,0,0,1,39
71230064,0,0,0,0,0,1,0,39
71230065,1,0,0,2,1,0,0,45
71230066,1,1,0,1,1,0,1,96
71231001,14,9,1,15,11,3,12,320
71231002,2,6,0,2,1,0,4,88
71231003,5,6,1,1,8,2,10,156
71231004,4,5,1,3,4,0,3,195
71231005,7,9,4,1,1,4,6,190
71231006,2,5,0,0,2,1,3,93
71231007,4,4,0,0,1,1,9,147
71231009,2,5,2,5,1,1,6,201
71231010,5,4,2,1,3,1,5,98
71231011,2,4,3,4,2,0,3,115
71231012,1,8,3,4,1,0,3,129
71231013,7,6,0,0,1,6,13,188
71231014,6,6,1,4,4,2,1,125
71231015,2,2,0,0,2,3,7,139
71231016,7,3,2,4,6,3,12,229
71231017,12,6,2,5,6,4,7,213
71231018,6,9,2,5,7,6,5,194
71231019,4,7,1,2,0,0,7,84
71231020,7,12,6,9,3,1,5,327
71231021,3,6,0,3,0,4,3,110
71231022,6,12,2,7,4,4,9,208
71231023,1,11,1,3,2,2,3,120
71232001,0,0,1,1,1,0,0,45
71232002,0,1,0,0,1,0,1,81
71232003,3,4,0,1,0,0,0,57
71232004,1,1,0,1,0,0,0,96
71232005,1,3,1,0,3,0,0,300
71232006,0,2,0,2,1,2,0,87
71232007,0,1,0,1,0,0,0,53
71232008,2,1,0,0,0,2,0,148
71232009,1,1,1,0,2,0,0,119
71232010,4,0,1,1,5,2,2,216
71232011,0,2,1,1,0,0,1,68
71232012,0,0,1,0,0,0,0,113
71232013,0,0,0,0,0,0,0,7
71232014,0,1,0,3,2,1,0,87
71232015,2,4,0,4,2,2,0,111
71232016,0,1,2,0,0,1,0,71
71232017,0,0,0,0,0,0,0,53
71232018,0,0,1,1,0,1,0,50
71232019,0,3,1,1,0,0,0,95
71232020,0,4,0,0,0,0,0,137
71232021,0,0,0,0,0,0,0,24
71232022,2,1,1,2,1,1,0,87
71233001,1,0,4,0,1,3,2,441
71233002,3,2,0,0,0,0,1,26
71233003,2,3,4,7,0,0,2,506
71233004,3,1,4,6,1,0,2,493
71233005,1,0,0,1,1,0,1,233
71233006,0,2,0,0,2,1,0,99
71233007,0,2,0,1,0,0,2,6
71233008,1,1,1,1,0,0,0,47
71233009,0,0,0,0,0,0,0,1
71233010,0,0,0,0,1,0,0,22
71234001,0,0,1,0,1,0,2,76
71234002,1,2,0,0,0,1,0,158
71234003,0,1,1,0,0,1,5,256
71234004,2,0,3,1,1,1,3,230
71234005,1,0,0,1,3,0,0,280
71234006,1,0,1,2,0,0,4,174
71234007,3,1,1,0,1,0,3,133
71234008,0,0,0,0,2,0,1,235
71234009,0,1,2,0,0,0,6,151
71234010,2,2,2,0,1,3,4,472
71234011,1,0,1,0,0,2,2,154
71234012,0,2,0,2,0,2,1,195
71234013,0,1,0,0,1,0,0,126
71234014,0,0,0,0,2,3,1,193
71234015,1,0,1,0,0,0,3,121
71234016,1,0,0,0,0,2,0,131
71234017,2,1,3,0,0,1,5,497
71234018,1,0,2,2,3,2,1,277
71234019,1,0,0,0,1,1,2,141
71234020,0,0,1,1,1,1,6,351
71234021,0,0,0,0,1,2,0,156
71235001,6,7,0,2,4,0,4,471
71235003,0,0,1,1,2,0,0,157
71235004,3,4,1,0,2,0,3,119
71235005,0,2,0,0,1,0,1,64
71235006,1,2,0,0,0,1,3,199
71235007,2,2,0,2,4,0,4,252
71235008,1,1,0,0,2,0,0,195
71235009,1,3,3,1,3,0,4,293
71235010,1,6,0,6,4,1,8,218
71235011,2,1,0,3,1,0,1,66
71235012,1,5,1,4,7,1,4,192
71235013,0,1,1,2,1,2,6,134
71235014,3,8,3,5,5,6,17,481
71235015,2,0,1,0,1,0,2,179
71235016,0,1,0,3,1,0,2,139
71235017,0,2,0,2,2,0,6,207
71235018,0,0,1,0,0,2,0,94
71235019,2,1,0,0,0,1,1,50
71235020,2,0,0,1,2,1,1,143
71235021,0,2,0,4,3,1,3,262
71235022,1,0,0,0,3,1,2,255
71235023,0,0,2,0,1,0,6,111
71235024,0,3,2,0,1,1,3,158
71236001,0,0,0,0,0,1,0,92
71236002,3,0,0,1,0,1,4,200
71236003,1,1,3,1,1,3,2,219
71236004,0,2,1,1,0,4,6,244
71236005,0,1,1,0,0,2,1,97
71236006,0,1,0,1,0,0,1,100
71236007,0,0,0,1,0,0,1,66
71236008,0,0,0,0,0,0,0,95
71236009,0,0,0,0,0,0,0,117
