psgc_brgy,strong_materials_ tile_concrete_brick_stone_wood_plywood,light_ materials_cogon_nipa_anahaw_bamboo,salvaged_makeshift_materials,mixed_but_predominantly_strong_materials,mixed_but_predominantly_light_materials,mixed_but_predominantly_salvaged_materials
36916028,66,29,0,49,21,2
36916029,19,3,1,1,3,0
36916030,181,84,4,65,26,8
36916031,107,66,6,62,30,13
36916034,86,21,15,7,26,4
36916035,137,47,0,44,19,1
36916039,119,172,2,42,15,2
36916041,69,6,15,19,26,6
36916042,213,53,1,39,22,2
36916046,22,26,17,9,23,0
36916047,194,8,1,24,13,1
36916048,50,19,5,16,7,16
36916050,435,52,7,65,14,8
36916051,23,46,2,25,4,0
36916052,612,104,168,193,156,34
36916056,215,24,4,27,12,2
36916058,94,8,2,9,18,2
36916059,127,8,0,6,7,3
36916060,276,120,23,105,95,28
36916061,237,82,9,67,28,3
36916062,63,22,8,22,25,7
36916064,282,186,1,59,36,0
36916066,139,28,12,49,21,8
36916067,258,36,7,50,6,0
36916068,404,53,12,85,42,5
36916069,355,46,42,116,73,21
36916070,94,38,21,52,44,12
36916071,151,31,3,49,14,3
36916072,38,4,7,17,9,7
36916073,263,96,50,91,118,10
36916074,74,7,18,17,36,5
36916075,396,140,37,34,66,22
36916076,125,37,5,49,29,4
36916077,22,52,1,40,37,2
36916078,69,0,4,29,25,8
36916079,78,37,0,14,2,0
36916080,25,62,1,16,0,0
36916081,395,233,24,173,120,25
36916082,323,33,10,53,38,3
36916083,88,30,67,17,43,6
36916084,63,35,4,35,30,5
36916085,188,33,53,27,69,8
36916087,58,23,2,21,5,2
36916088,450,163,19,50,52,10
36916089,190,130,2,27,30,3
36916091,123,31,2,23,7,2
36916093,197,65,47,41,46,9
36916096,101,12,7,54,17,16
36916097,70,9,5,30,27,1
36916098,135,57,9,36,7,4
36916099,114,157,19,64,51,10
36917001,132,63,11,78,48,4
36917002,80,83,3,67,49,4
36917003,47,45,0,32,14,0
36917004,144,46,0,37,17,2
36917005,106,61,0,41,10,0
36917006,53,40,1,34,23,0
36917007,78,48,3,28,15,2
36917008,51,49,0,31,10,1
36917009,85,47,0,32,13,1
36917010,61,103,4,31,16,0
36917011,91,30,1,39,20,0
36917012,50,39,1,33,14,0
36917013,109,56,1,47,21,5
36917014,51,72,0,24,15,2
36917015,70,41,1,30,8,0
36917016,64,30,1,22,21,2
36917017,95,68,2,45,11,0
36917018,118,33,4,38,9,3
36917019,93,34,9,23,17,6
36917020,55,43,1,25,23,3
36917021,107,31,4,31,25,3
36917023,71,68,3,42,23,1
36917024,73,22,4,27,10,5
36917025,80,25,5,35,52,1
36917026,211,132,8,89,38,4
36917027,35,26,2,23,9,1
36918001,206,201,2,73,11,4
36918002,29,197,3,57,2,0
36918003,186,464,7,162,46,1
36918004,146,121,2,37,9,5
36918005,78,79,4,35,10,0
36918006,110,87,0,37,7,0
36918007,61,330,3,54,13,0
36918008,252,159,3,80,47,1
36918009,157,343,5,31,29,2
36918010,87,166,1,49,13,2
36918011,107,91,3,44,9,1
36918012,203,295,4,93,48,6
36918013,230,298,2,122,125,6
37101001,57,16,6,12,16,2
37101003,41,29,22,21,10,2
37101004,26,2,4,16,8,2
37101005,43,22,7,6,14,0
37101006,20,38,193,4,27,5
37101007,87,35,4,5,2,0
37101008,6,56,49,17,30,1
37101009,35,90,15,25,36,6
37101010,14,38,17,3,7,1
37101011,34,10,63,28,6,1
37101013,26,25,15,13,9,1
37101014,21,6,9,19,7,1
37101015,24,24,15,1,3,0
37101016,23,128,62,14,20,4
37101017,23,46,32,23,16,0
37101018,33,16,6,22,18,0
37101019,72,124,28,20,55,9
37101020,32,27,8,10,10,2
37101021,30,11,6,22,15,5
37101022,70,9,3,18,12,2
37101023,168,37,22,51,13,4
37101024,31,117,27,55,28,6
37101025,26,8,1,12,4,2
37101026,11,20,7,8,6,0
37101027,29,14,8,8,6,1
37101028,21,40,11,17,12,3
37101029,2,62,1,7,8,1
37101030,55,114,68,97,29,3
37101031,34,44,16,8,5,1
37101032,10,19,21,27,14,8
37101033,4,9,10,2,7,0
37102001,27,20,3,12,10,4
37102002,34,18,0,6,2,0
37102004,39,53,2,21,12,8
37102005,6,0,0,4,0,0
37102006,74,149,11,46,29,3
37102008,71,67,1,33,14,1
37102009,25,24,2,17,11,4
37102010,12,36,5,8,6,1
37102011,20,2,1,3,6,0
37102012,41,43,9,11,8,0
37102013,42,30,2,14,8,0
37102014,17,16,2,12,8,0
37102016,43,87,8,28,31,26
37102017,37,127,13,17,17,7
37102018,32,10,1,2,0,0
37102019,116,100,1,25,8,0
37102020,73,42,5,25,18,5
37102021,15,21,2,2,6,8
37102023,26,26,16,22,24,7
37102024,80,34,1,17,10,0
37102025,65,39,2,18,9,1
37102026,53,30,4,14,5,1
37103001,45,61,3,31,25,2
37103002,58,118,15,15,15,6
37103003,33,19,1,13,14,2
37103004,21,49,11,7,7,1
37103005,33,42,0,4,10,6
37103006,55,50,7,7,15,0
37103007,29,94,6,9,19,11
37103008,13,47,8,14,15,9
37103011,43,39,2,9,7,0
37103012,40,27,7,4,9,2
37103013,19,55,10,12,19,5
37103015,32,22,4,16,6,2
37103016,32,69,13,34,50,4
37103017,30,43,4,14,16,2
37103018,76,93,16,63,38,12
37103019,28,53,2,9,15,3
37104001,359,134,53,205,45,29
37104002,35,26,3,9,0,0
37104003,50,36,24,86,32,8
37104004,52,62,16,68,18,0
37104005,69,32,20,67,46,2
37104006,115,70,21,45,25,17
37104007,19,12,3,8,5,1
37104008,50,49,5,25,10,0
37104010,46,39,3,33,28,3
37104011,11,1,3,8,2,0
37104012,34,49,15,70,25,7
37104013,115,261,18,129,55,39
37104014,10,0,1,16,4,0
37104015,38,9,1,48,14,3
37105001,224,269,53,62,33,1
37105002,22,2,0,0,0,0
37105003,18,3,0,1,0,0
37105004,146,58,20,22,8,0
37105005,4,1,0,0,0,0
37105007,2,0,0,4,2,0
37105008,183,47,33,33,30,10
37105009,17,0,6,0,0,0
37105010,133,24,33,41,17,5
37105012,277,102,54,86,54,1
37105015,5,1,0,1,3,1
37105016,118,221,49,40,20,1
37105017,145,129,23,63,44,10
37105018,112,31,30,37,9,2
37106001,171,233,10,54,39,17
37106002,33,111,6,15,8,1
37106003,42,88,9,6,7,7
37106004,76,82,23,37,16,7
37106005,144,264,12,45,34,31
37106006,44,38,9,11,13,0
37106007,35,125,0,7,6,6
37106008,37,85,5,12,8,1
37106009,46,108,5,14,12,10
37106010,47,134,0,5,9,5
37106011,113,62,37,39,26,5
37106012,60,92,6,21,14,4
37106013,53,125,6,11,11,6
37107001,0,0,1,7,4,1
37107002,47,10,17,27,2,11
37107003,136,20,29,53,14,21
37107005,221,66,30,91,39,46
37107006,29,1,4,4,9,8
37107008,187,98,62,92,48,78
37107011,195,32,74,88,26,61
37107012,82,26,30,31,11,21
37107013,85,14,13,39,5,17
37107014,404,234,180,189,118,144
37107015,5,3,2,14,10,4
37107016,27,3,5,17,4,4
37107017,121,14,20,33,9,8
37107018,332,93,67,133,85,52
37107019,46,5,25,41,20,14
37107020,20,3,2,6,1,0
37107021,238,109,81,88,44,40
37108001,63,31,4,9,4,1
37108002,87,44,2,33,11,3
37108003,181,254,10,92,35,20
37108004,70,50,1,15,6,2
37108005,98,41,14,57,29,20
37108006,67,22,2,13,10,0
37108007,99,31,5,62,13,3
37108008,184,156,6,35,24,4
37108009,15,29,2,42,9,1
37108010,36,44,2,20,8,7
37108011,45,16,1,6,4,1
37108012,41,179,7,24,28,7
37108013,69,49,6,27,30,8
37108015,47,15,3,11,9,3
37108016,171,408,9,80,61,8
37108017,72,31,3,16,8,6
37108018,101,72,2,37,11,2
37108019,44,70,3,15,13,3
37108020,69,87,6,29,15,1
37109001,85,60,5,18,23,0
37109002,22,16,12,21,16,5
37109003,42,80,11,30,38,2
37109004,77,80,9,37,31,8
37109005,29,58,10,31,19,8
37109006,18,18,9,8,8,0
37109007,52,84,11,42,56,6
37109008,40,45,2,9,23,0
37109009,15,17,0,5,7,5
37109010,20,10,20,6,2,7
37109011,124,78,4,46,43,5
37109012,35,47,3,32,28,7
37109013,33,40,3,18,19,2
37109014,5,1,1,2,1,0
37110001,3,2,0,7,54,0
37110002,15,3,9,8,3,0
37110003,58,50,4,25,25,0
37110004,43,22,0,7,11,3
37110005,8,48,4,7,6,0
37110006,181,240,16,38,31,1
37110007,61,1,23,11,7,2
37110008,60,44,6,4,14,0
37110009,88,49,3,21,16,9
37110011,98,67,8,46,34,11
37110012,10,104,4,7,10,4
37111001,77,280,7,16,6,0
37111002,202,258,25,32,26,5
37111003,42,13,6,10,3,5
37111004,79,56,5,7,6,5
37111005,22,4,7,6,1,1
37111006,61,42,12,11,6,1
37111007,145,56,17,28,3,2
37111008,90,65,11,13,12,2
37111010,67,30,10,17,7,2
37111011,95,15,2,1,0,0
37111012,49,25,11,14,2,7
37111014,22,14,8,11,7,1
37111015,37,6,6,5,0,0
37111016,43,33,10,13,5,2
37111017,112,131,13,43,23,2
37111018,42,278,6,15,20,6
37111019,14,6,4,8,3,0
37111020,95,77,17,11,2,1
37112001,21,18,2,9,18,11
37112002,149,180,11,23,23,6
37112003,24,2,0,6,8,0
37112004,47,96,7,20,11,1
37112005,50,73,3,14,8,3
37112006,122,134,27,17,23,4
37112007,6,11,2,4,12,0
37112008,75,83,11,8,9,0
37112009,47,19,2,14,19,15
37112010,29,94,3,9,19,1
37112011,41,18,0,19,35,7
37112012,14,10,2,0,5,0
37112013,23,26,2,12,14,4
37112014,43,21,1,18,25,2
37112015,42,18,3,12,10,2
37112016,78,66,10,19,18,0
37112017,17,38,3,6,26,5
37113001,1,31,0,2,1,0
37113002,30,63,12,25,44,8
37113003,33,72,4,13,21,4
37113004,56,116,11,21,74,8
37113005,69,59,30,29,40,19
37113007,21,65,9,14,24,5
37113008,80,80,8,32,34,28
37113009,19,91,5,15,11,7
37113010,57,174,18,30,46,20
37113011,102,75,53,42,29,14
37113012,9,104,8,10,31,7
37113013,43,88,12,9,17,10
37113014,31,117,14,21,34,9
37113015,82,88,30,42,35,2
37113016,32,74,21,23,19,12
37113017,29,32,38,28,32,3
37113018,49,40,15,39,49,23
37113019,43,60,13,31,18,12
37113022,29,25,8,6,38,0
37113023,68,88,22,22,34,5
37113024,50,59,66,31,48,7
37113025,21,51,2,6,17,0
37113028,43,149,28,25,74,16
37113029,28,68,5,7,37,2
37113030,34,54,15,29,29,4
37114001,133,117,32,37,29,0
37114002,7,0,1,6,3,0
37114003,109,83,120,69,53,5
37114004,72,8,29,48,10,5
37114005,7,79,8,7,5,0
37114008,114,110,274,101,165,49
37114009,104,62,142,45,87,31
37114011,309,380,229,278,263,38
37114013,49,12,14,50,9,0
37114014,60,135,99,64,75,10
37114016,63,36,98,21,63,7
37114017,32,105,23,34,40,4
37114019,50,129,20,33,27,0
37114021,89,214,70,47,59,8
37114022,8,4,17,26,15,1
37114023,68,18,10,9,3,1
37701001,26,1,2,0,1,0
37701002,21,0,1,1,4,0
37701003,7,1,0,4,4,0
37701004,8,2,0,0,0,0
37701005,19,16,13,1,15,0
37701006,41,64,38,14,40,3
37701007,62,121,26,20,106,1
37701008,21,55,5,8,18,1
37701009,31,71,35,15,88,0
37701010,85,139,22,18,63,3
37701011,34,101,42,23,74,10
37701012,35,43,18,13,82,0
37701013,27,124,33,14,46,1
37702001,21,36,1,21,12,0
37702002,26,23,4,15,13,0
37702003,10,7,0,5,3,0
37702004,4,2,1,11,3,0
37702005,36,12,0,2,1,0
37702006,1,2,1,3,1,0
37702007,16,4,1,5,3,1
37702008,22,12,1,9,6,1
37702009,29,29,2,9,9,2
37702010,24,30,0,18,12,1
37702011,52,89,13,40,37,1
37702012,50,55,1,26,14,0
37702013,29,39,5,7,16,2
37702014,36,46,2,19,14,0
37702015,27,51,1,29,3,0
37702016,21,42,1,11,12,1
37702017,27,39,0,22,21,1
37702018,35,24,4,14,10,1
37702019,96,59,19,45,53,1
37702020,116,92,4,39,30,5
37702021,96,26,16,24,35,7
37702022,47,19,3,23,10,1
37702023,45,58,11,31,19,3
37702024,104,58,13,26,12,4
37703001,193,26,19,50,82,8
37703002,43,14,9,12,20,0
37703003,98,17,3,5,0,0
37703004,113,5,6,22,36,1
37703005,118,29,17,41,42,3
37703006,28,13,6,14,9,2
37703007,110,10,4,31,31,2
37703008,72,19,15,18,25,3
37703009,71,18,11,30,44,2
37703010,63,11,18,25,13,0
37703011,52,18,14,19,24,4
37704001,53,11,3,52,21,3
37704002,19,7,0,122,46,5
37704003,19,29,6,70,22,4
37704004,16,24,3,28,35,1
37704005,13,5,4,53,30,3
37704006,67,0,0,28,4,1
37704007,22,4,3,35,19,4
37704008,21,12,9,48,19,1
37704009,27,12,4,62,24,7
37705001,140,11,0,11,4,1
37705002,87,5,6,8,4,1
37705003,198,25,17,23,9,3
37705004,182,36,5,22,12,0
37705005,55,4,0,8,4,0
37705006,57,7,0,2,0,0
37705007,251,14,38,20,12,2
37705009,365,12,29,69,24,2
37705010,41,1,2,7,1,0
37705011,50,11,3,14,7,3
37705013,298,27,57,55,15,2
37706001,40,20,10,21,17,1
37706002,3,11,14,8,16,5
37706003,19,42,106,23,29,7
37706004,6,24,19,12,24,1
37706005,7,13,32,9,12,0
37706006,8,54,68,34,35,2
37706007,11,12,60,14,17,4
37706008,4,23,19,37,26,11
37706009,17,50,49,48,39,0
37706010,3,21,34,15,28,5
37706011,18,15,32,22,32,0
37706012,21,20,28,22,33,4
37706013,8,6,6,13,18,4
37706014,15,34,18,13,11,3
37706015,9,15,1,14,9,2
37706016,25,12,3,17,10,1
37706017,65,2,9,24,27,2
37706018,10,14,12,12,36,7
37706019,25,12,28,36,27,2
37706020,17,17,19,34,23,1
37706021,12,17,16,16,25,5
37706022,11,6,10,22,7,4
37706023,15,13,29,28,22,4
37706024,8,13,15,19,23,2
37706025,5,10,4,7,5,0
37707001,17,16,3,33,5,2
37707002,7,48,13,32,6,0
37707003,4,12,0,37,15,1
37707004,21,10,2,26,7,0
37707005,7,2,0,13,3,11
37707006,19,17,1,23,24,3
37707007,2,0,0,12,5,2
37707008,29,12,0,35,29,6
37707009,11,14,0,24,39,1
37707010,10,6,0,47,21,3
37707011,58,20,22,52,22,0
37707012,10,24,4,31,4,0
37707013,9,15,1,11,11,10
37707014,7,48,3,68,35,0
37707015,3,19,1,24,10,1
37707016,32,43,2,44,19,1
37707017,15,29,3,30,22,0
37707018,2,1,1,6,13,0
37707019,6,18,7,12,15,1
37707020,13,58,21,28,18,1
37707021,35,21,5,76,17,4
37707022,32,15,2,31,17,3
37707023,24,28,4,49,12,2
37707024,15,24,0,21,15,0
37707025,13,41,1,41,24,2
37707026,15,16,6,19,13,0
37707027,3,0,0,21,10,1
37707028,44,5,0,21,30,3
37707029,1,0,0,17,2,0
37707030,20,52,6,71,11,0
37707031,19,16,5,70,48,4
37707032,2,19,0,27,34,2
37707033,11,22,3,34,25,2
37707034,5,29,5,20,3,0
37707035,0,10,16,6,7,10
37707036,20,22,21,22,7,4
37707037,2,0,0,20,2,1
37707038,22,25,8,79,27,1
37707039,31,52,0,44,25,9
37707040,1,22,10,31,19,0
37708001,33,47,13,10,40,2
37708002,5,2,1,0,3,0
37708003,8,11,1,2,8,0
37708004,13,9,7,7,13,0
37708005,16,24,9,11,12,1
37708006,1,7,1,0,0,0
37708007,60,35,5,15,51,0
37708008,34,33,14,11,37,0
37708009,80,49,14,21,68,0
37708010,8,50,18,8,57,0
37708011,58,28,14,9,39,0
37708012,69,73,31,25,60,2
37708013,20,41,10,21,28,0
37708014,67,80,22,27,93,3
37708015,19,30,13,14,27,0
37708016,50,27,11,9,37,1
37708017,12,19,1,5,5,0
37708018,90,42,17,30,70,3
20901001,85,0,6,34,9,3
20901002,59,0,5,21,4,0
20901003,81,1,6,34,1,0
20901004,35,1,6,12,0,0
20901005,38,1,3,3,0,1
20901006,121,0,6,30,3,1
20902006,11,23,0,1,4,1
20902007,26,29,0,1,2,0
20902008,20,30,1,1,2,0
20902009,38,14,1,3,4,0
20902010,28,40,0,8,6,2
20903001,22,0,0,1,6,1
20903002,21,0,0,0,2,0
20903003,20,0,0,1,2,0
20903004,27,0,1,1,4,0
20904001,22,1,0,1,0,0
20904002,53,2,2,4,0,0
20904003,57,1,0,0,0,0
20904004,29,5,1,2,0,0
20905001,19,2,1,6,0,0
20905002,29,1,0,0,0,0
20905003,19,0,0,1,1,0
20905004,12,2,0,0,0,0
20905005,40,2,0,6,1,0
20905006,21,2,0,0,1,0
20906001,47,2,1,1,0,0
20906002,15,0,1,6,1,0
20906003,42,1,1,3,1,0
20906004,32,2,0,1,1,0
21501001,15,105,17,10,18,4
21501002,67,101,3,25,16,13
21501003,6,151,6,15,16,13
21501004,14,89,6,26,4,2
21501005,21,122,10,11,6,1
21501006,15,121,26,18,22,0
21501007,50,103,1,48,15,6
21501008,33,91,6,23,19,0
21501009,45,215,14,30,19,0
21501010,26,204,17,24,21,0
21501011,11,144,19,8,10,3
21501012,33,63,8,10,2,0
21501013,21,43,15,17,8,1
21501014,7,83,12,15,3,0
21501015,10,181,47,22,6,12
21501016,4,63,43,7,7,1
21501017,20,53,6,9,5,1
21501018,14,72,6,5,12,0
21501019,9,86,13,8,4,1
21501020,17,131,25,17,28,0
21502001,4,24,5,12,0,0
21502002,9,22,0,14,6,0
21502003,34,190,6,61,60,0
21502004,12,92,1,22,15,0
21502005,66,119,12,70,18,0
21502006,24,93,0,74,60,2
21502007,43,82,3,25,24,1
21502008,21,138,6,63,24,1
21502009,16,74,1,14,23,0
21502010,55,66,10,24,27,2
21502011,42,130,16,31,48,0
21502012,26,239,4,92,92,2
21502013,16,120,24,19,55,0
21502014,11,72,9,25,48,0
21502015,19,76,6,44,42,1
21502016,7,29,5,34,55,0
21502017,20,71,4,33,30,0
21502018,7,48,0,24,30,1
21502019,12,22,1,20,9,0
21502020,21,106,17,46,46,0
21502021,42,80,4,49,18,0
21502022,5,71,0,32,47,1
21502023,30,83,5,40,14,0
21502024,22,123,7,41,30,0
21502025,49,92,10,56,29,1
21503001,40,83,17,24,17,2
21503002,43,66,6,10,4,2
21503003,16,41,1,24,16,1
21503004,59,48,2,22,11,4
21503005,44,53,10,17,15,6
21503006,22,28,1,28,32,5
21503007,45,53,6,33,40,2
21503008,41,34,15,32,14,1
21503009,56,100,26,33,25,6
21503010,35,29,12,17,5,0
21503011,23,31,13,25,19,3
21503012,24,60,11,34,16,2
21503013,52,141,6,33,28,1
21503014,35,50,8,13,15,3
21503015,9,17,3,8,3,1
21503016,115,105,13,28,17,3
21503017,28,92,13,41,14,2
21503018,42,81,13,37,33,0
21503019,51,75,8,55,27,3
21503020,67,87,5,41,18,1
21503021,26,53,6,41,37,1
21503022,25,33,3,14,12,2
21503023,31,30,1,12,1,1
21503024,47,67,14,18,21,7
21503025,21,46,3,12,11,2
21503026,31,26,0,8,2,1
21503027,14,30,12,48,27,2
21504001,36,100,0,44,6,2
21504002,44,0,2,24,16,1
21504003,9,33,1,8,19,0
21504004,21,86,1,31,18,1
21504005,47,94,0,52,55,3
21504006,76,90,4,22,24,0
21504007,54,72,0,26,20,0
21504008,15,60,0,33,22,1
21504009,0,41,0,4,38,0
21504010,115,145,7,74,59,1
21504011,57,35,0,30,41,0
21504012,13,45,0,29,29,0
21504013,87,59,1,82,24,0
21504014,102,101,2,64,19,2
21504015,43,69,0,44,9,1
21504016,44,93,0,57,43,0
21504017,52,21,2,24,17,1
21504018,41,53,0,30,33,2
21504019,1,23,0,10,21,0
21504020,120,111,9,175,93,0
21504021,31,48,5,54,21,7
21504022,67,145,1,64,58,1
21504023,98,173,7,109,32,4
21504024,10,27,1,0,4,1
21504025,105,121,1,59,17,1
21504026,139,98,8,93,66,10
21504027,57,84,21,56,43,9
21504028,7,67,9,42,56,2
21504029,25,107,3,19,24,1
21504030,97,29,11,29,14,0
21504031,37,32,0,33,23,0
21504032,11,34,0,19,31,0
21504033,35,100,1,37,17,1
21504034,95,52,1,49,27,2
21504035,4,17,7,37,60,2
21504036,13,95,1,38,106,0
21504037,87,77,1,22,26,5
21504038,11,68,1,15,44,2
21504039,10,14,0,10,16,0
21504040,122,185,2,96,68,1
21504041,5,20,1,4,37,0
21504042,20,49,1,29,52,0
21504043,8,55,0,1,48,0
21504044,2,24,0,14,5,0
21504045,44,108,1,45,37,2
21504046,5,32,2,7,15,0
21504047,39,84,0,36,26,3
21505001,39,46,0,14,20,0
21505002,132,84,25,34,26,9
21505003,74,104,13,37,46,16
21505004,99,70,17,31,47,25
21505005,23,24,15,5,15,1
21505006,6,2,6,0,0,1
21505010,24,4,0,4,0,0
21505011,10,3,0,1,3,0
21505013,41,31,7,13,17,1
21505014,3,0,0,0,3,1
21505015,6,0,0,1,0,0
21505016,19,0,0,0,0,0
21505019,16,31,0,6,0,0
21505020,13,19,3,8,12,14
21505021,41,46,2,12,10,3
21505022,87,102,34,16,6,3
21505024,205,80,12,67,28,15
21505026,196,55,12,44,25,6
21505027,89,106,21,23,17,17
21505029,392,106,14,81,52,16
21505030,154,95,28,31,82,17
21505031,51,10,15,19,14,14
21505032,46,74,19,18,19,3
21505033,105,151,26,76,60,13
21505034,11,7,0,16,0,0
21505035,32,23,0,19,3,0
21505036,116,65,11,26,16,3
21505037,147,115,19,113,132,9
21505038,229,56,3,72,53,17
21505039,292,197,30,96,110,14
21505040,149,115,17,47,32,4
21505041,236,129,10,87,26,0
21505042,94,117,14,47,42,1
21506001,27,64,4,21,25,5
21506002,26,54,3,21,23,5
21506003,41,54,3,57,37,9
21506004,55,37,3,34,7,4
21506005,85,43,25,69,38,4
21506006,145,26,19,52,23,3
21506007,76,66,25,68,64,5
21506008,92,29,16,54,24,3
21506009,35,46,13,28,12,1
21506011,71,60,1,67,11,4
21506012,80,47,6,50,17,2
21506013,95,134,8,76,66,22
21506014,78,92,19,56,42,9
21506015,49,51,16,36,22,3
21506016,28,23,6,25,6,1
21506017,31,55,2,44,45,7
21506018,29,26,1,32,11,0
21506019,75,104,18,104,71,4
21506020,22,14,5,34,19,3
21506021,113,35,17,43,13,3
21506022,53,77,3,61,44,7
21506023,166,106,19,130,135,4
21506024,18,13,0,13,17,0
21506025,141,145,29,144,44,4
21506026,43,38,5,43,31,4
21506027,50,26,5,43,52,9
21506028,64,70,30,74,18,5
21506029,73,50,6,78,94,28
21506030,57,67,3,42,54,5
21506031,130,61,13,115,35,1
21506032,47,27,3,13,20,0
21506033,94,49,15,74,44,4
21506034,61,39,7,43,43,3
21506035,104,88,7,119,61,5
21506036,95,42,16,78,27,13
21506037,21,24,1,15,22,6
21506038,116,106,10,85,73,14
21506039,82,35,2,51,28,1
21506040,90,74,7,64,77,10
21506041,69,22,4,112,16,1
21506042,128,94,7,65,49,3
21506043,52,31,3,25,25,4
21506044,111,72,6,60,21,6
21506045,70,15,8,39,20,5
21506046,40,30,3,44,10,2
21506047,55,51,5,31,26,3
21506048,68,47,5,43,16,2
21506049,73,26,10,28,16,1
21507001,57,83,0,67,38,0
21507002,30,52,1,32,8,0
21507003,14,98,2,37,23,2
21507004,38,122,1,59,37,1
21507005,26,57,0,21,16,0
21507006,17,54,1,40,15,0
21507007,41,76,0,38,13,3
21507008,88,222,6,79,22,2
21507009,59,85,0,49,26,0
21507010,107,117,3,134,13,0
21507012,54,83,6,41,27,0
21507013,30,36,0,26,21,0
21507014,54,100,2,42,15,0
21507015,31,139,1,65,50,0
21507017,61,92,2,41,10,1
21507018,13,37,0,20,9,0
21507019,19,80,1,33,20,0
21507020,71,228,0,87,54,3
21507021,55,169,5,31,24,0
21508001,62,27,0,20,12,0
21508002,24,18,1,11,0,0
21508003,68,36,3,22,9,0
21508004,40,53,0,9,9,0
21508005,108,122,4,16,16,0
21508006,30,36,0,6,1,1
21508007,66,25,6,14,1,0
21508008,73,40,16,17,5,0
21508009,111,72,0,22,16,0
21508010,60,24,7,14,3,1
21508011,69,67,1,45,27,2
21508012,43,19,0,6,4,0
21508013,48,29,1,5,6,0
21508014,106,59,1,16,33,1
21508015,41,37,1,19,15,0
21508016,146,142,1,59,25,0
21508018,69,53,0,27,1,0
21508019,35,55,0,5,2,0
21508020,45,52,0,7,10,0
21508021,49,65,1,25,18,2
21508022,47,44,1,6,7,0
21508023,49,45,1,17,10,1
21508024,18,75,1,52,9,0
21508025,31,50,3,46,11,0
21508026,101,80,2,31,23,0
21508027,61,70,1,27,17,0
21508028,36,29,1,15,4,0
21508029,88,55,1,7,0,0
21508030,35,41,2,12,6,1
21508031,42,50,1,15,5,1
21509001,50,68,0,32,13,0
21509002,24,121,0,11,34,28
21509003,121,157,3,59,41,0
21509004,124,223,2,47,37,0
21509005,146,91,0,56,9,1
21509006,154,138,2,50,12,0
21509007,34,102,3,9,16,3
21509008,34,29,1,51,13,3
21509009,175,154,0,4,0,0
21509010,69,46,0,13,2,0
21509011,58,68,2,5,0,0
21509012,46,173,0,17,25,4
21510001,20,14,0,28,13,3
21510002,23,13,2,28,7,4
21510003,73,13,7,40,7,5
21510004,48,66,3,59,20,3
21510005,42,7,3,20,2,2
21510006,28,36,5,33,13,2
21510007,69,17,6,49,17,4
21510009,41,18,5,49,7,0
21510010,39,22,4,22,8,5
21510011,51,18,6,38,24,2
21510012,84,40,7,32,20,1
21510013,34,15,2,48,17,1
21510014,31,10,1,56,26,2
21510015,61,26,4,15,28,12
21510016,96,17,4,57,42,4
21510017,50,28,2,40,11,6
21510018,43,23,1,49,16,6
21510019,74,20,0,24,16,1
21510020,13,13,0,20,6,3
21510021,107,51,5,83,14,1
21510022,6,17,0,14,7,5
21510023,19,6,0,13,2,6
21510024,12,3,0,6,5,1
21510025,39,35,3,33,14,0
21510026,25,18,4,25,2,0
21510027,54,20,9,29,2,4
21510028,26,15,7,19,16,9
21510029,24,5,0,46,34,2
21511001,27,4,1,9,1,0
21511002,2,10,0,3,6,0
21511003,10,22,0,22,8,1
21511004,19,15,0,22,11,0
21511005,21,3,0,20,4,0
21511006,26,11,1,21,3,1
21511007,17,10,1,16,7,1
21511008,44,35,4,54,18,8
21511009,10,0,0,23,3,0
21511010,14,14,2,32,22,0
21511011,40,3,1,9,1,0
21511012,17,19,1,30,28,1
21511013,20,12,1,33,2,0
21511014,8,16,2,22,11,0
21511015,41,16,0,23,2,0
21511016,21,12,0,46,10,0
21511017,57,1,1,27,4,0
21511018,39,11,0,28,0,0
21511019,93,20,9,57,12,1
21511020,18,19,0,22,2,0
21511021,53,19,2,23,9,0
21511022,52,39,18,30,17,0
21511023,9,23,3,25,7,0
21511024,15,17,0,18,4,1
21511025,13,10,2,24,2,0
21511026,13,3,1,12,5,0
21511027,19,8,1,14,5,0
21511028,60,28,14,14,10,1
21511029,51,26,1,32,8,1
21511030,29,31,2,18,2,0
21511031,13,9,0,19,5,0
21511032,12,5,4,13,0,0
21511033,70,18,4,22,5,3
21511034,51,10,6,20,6,0
21511035,53,14,14,29,8,1
21511036,65,29,7,60,22,2
21511037,4,0,0,4,1,0
21511038,8,3,1,19,5,0
21511039,16,16,3,18,6,1
21511040,4,12,0,12,0,0
21511041,36,27,18,27,22,1
21512001,146,130,9,76,24,6
21512002,9,3,0,0,0,0
21512003,159,73,6,24,12,0
21512006,81,142,6,41,25,6
21512007,102,126,2,31,22,8
21512008,36,62,1,13,8,3
21512009,110,156,8,28,46,7
21512010,51,50,2,22,15,10
21512011,117,172,14,57,47,4
21512012,94,57,4,15,21,1
21512013,55,56,5,16,4,4
21512014,84,88,2,26,17,4
21512015,50,25,0,9,7,1
21512019,12,34,2,16,15,0
21512020,37,107,5,18,10,5
21512021,139,98,1,46,21,3
21512022,35,118,3,6,0,0
21512023,58,32,0,19,11,5
21512024,39,53,5,11,10,0
21512025,49,65,2,30,25,1
