psgc_brgy,single_house,duplex,apartment_or_condominiums_or_townhouses,commercial_or_industrial_or_agricultural_building_or_house,other_housing_cave_or_boat_or_under_a_bridge_etc.
141110013,213,2,3,1,0
141110014,416,9,30,2,0
141110015,534,21,55,0,0
141110016,268,12,2,0,0
141111001,136,4,1,0,0
141111002,231,0,0,0,0
141111003,382,3,0,0,0
141111004,361,5,0,0,0
141111005,256,2,0,0,0
141111006,198,19,0,0,0
141111008,180,1,2,0,0
141111009,458,5,0,0,1
141111010,14,0,0,0,0
141111011,126,36,1,0,0
141111012,145,4,0,0,0
141111013,344,14,0,1,0
141112002,178,0,0,0,0
141112003,93,0,0,0,0
141112004,233,4,0,0,0
141112005,160,0,0,0,0
141112006,358,3,0,0,0
141112007,241,2,0,0,0
141112010,131,0,0,0,1
141112011,429,3,0,0,0
141113001,428,0,0,0,0
141113002,276,4,0,0,1
141113003,118,4,0,0,0
141113004,403,36,1,0,0
141113006,274,11,1,0,0
141113007,392,7,0,0,0
141113008,211,2,0,0,0
141113009,239,1,0,1,0
141113010,268,3,0,0,0
141113011,293,2,3,1,0
141113012,233,1,0,1,0
141113013,567,25,2,0,0
141113014,143,4,3,2,0
141114001,605,12,2,1,0
141114002,172,28,0,0,0
141114003,310,3,0,0,0
141114004,152,47,0,0,0
141114005,366,9,0,0,0
141114006,420,6,12,0,0
141114007,150,3,0,0,0
141114008,228,0,0,0,0
142701001,362,3,0,0,0
142701002,171,0,0,0,0
142701003,157,1,0,1,0
142701004,235,7,1,0,0
142701005,385,5,0,0,1
142701007,132,0,0,0,0
142701009,240,12,0,1,0
142701010,219,3,0,0,0
142701011,137,0,0,0,0
142701013,224,2,0,0,0
142701016,354,25,0,0,0
142701017,363,0,0,1,0
142701018,129,0,0,0,0
142701021,247,3,0,0,0
142701022,197,2,0,0,0
142701023,195,10,0,0,0
142701024,318,11,1,0,0
142701025,140,8,0,0,0
142702001,172,11,0,0,0
142702004,180,7,0,0,0
142702010,122,3,0,0,0
142702011,321,23,0,0,0
142702018,257,18,0,0,0
142702019,420,59,3,0,0
142702020,212,1,0,0,0
142702021,214,12,0,0,0
142702022,190,18,0,0,0
142703001,106,1,0,0,0
142703004,294,2,0,0,0
142703005,76,0,0,0,0
142703008,100,0,0,1,0
142703009,417,0,0,0,0
142703011,251,6,0,0,0
142703012,128,0,0,0,0
142703013,86,1,0,0,0
142703014,251,0,0,1,0
142703015,169,1,0,0,0
142703017,148,2,2,0,0
142703018,68,1,0,0,0
142703020,177,0,0,1,0
142703021,345,1,0,0,0
142704001,139,2,0,0,0
142704003,30,2,0,0,0
142704005,329,21,1,0,1
142704006,206,5,0,0,0
142704008,94,2,0,0,0
142704009,184,5,0,0,0
142704010,302,5,0,2,0
142704011,105,0,0,0,0
142704013,109,3,0,0,0
142704014,60,6,0,0,0
142704016,101,9,0,0,0
142704018,120,5,0,0,0
142704020,114,3,1,0,0
142704021,84,4,0,0,0
142704022,83,1,0,0,0
142704023,161,5,2,0,0
142704024,180,1,0,0,0
142704026,103,4,1,1,0
142704027,144,1,3,0,0
142704028,146,6,2,0,0
142705002,148,0,0,0,0
142705004,265,8,1,0,0
142705005,319,9,0,0,0
142705006,151,1,0,1,0
142705007,165,0,0,0,0
142705008,263,3,0,0,0
142705009,124,0,0,0,0
142705010,144,0,0,1,0
142705011,320,2,0,1,0
142705012,206,0,0,0,0
142705013,137,3,0,0,0
142705014,312,4,0,0,0
142705015,191,2,0,0,0
142705016,281,2,2,2,0
142705017,184,4,0,0,0
142705018,105,0,0,0,0
142705019,308,3,0,0,0
142705020,180,2,0,0,0
142706001,153,0,0,1,0
142706002,71,0,0,0,0
142706003,129,0,0,0,0
142706004,263,0,0,0,0
142706005,53,2,0,0,0
142706006,147,2,0,0,0
142706007,176,0,0,0,0
142706009,105,0,0,0,0
142706010,222,0,0,0,0
142706011,151,0,0,0,0
142706014,143,0,0,0,0
142706015,104,0,0,0,0
142706018,116,2,0,0,0
142706019,60,0,0,0,0
142706020,89,0,0,0,0
142706021,109,0,0,0,0
142706022,192,0,0,0,0
142706023,106,0,0,0,0
142706024,102,0,0,0,0
142706025,69,0,0,0,0
142706026,99,0,0,0,0
142706027,75,0,0,0,0
142706028,98,1,0,0,0
142706030,76,2,0,0,0
142706033,151,2,0,0,0
142706035,108,0,0,0,0
142706036,118,0,0,0,0
142707001,91,0,1,0,0
142707002,312,3,0,0,0
142707003,130,4,0,0,0
142707004,106,8,0,0,0
142707005,291,3,0,1,0
142707006,145,2,0,0,0
142707007,272,1,0,1,0
142707008,191,8,0,0,8
142707009,301,3,0,1,0
142707010,491,9,0,0,0
142707011,253,6,0,0,0
142707013,194,0,0,0,0
142707014,184,2,0,0,0
142707015,188,0,0,1,0
142707016,203,4,0,0,0
142707017,671,10,3,0,0
142707018,418,3,0,0,0
142707019,252,6,0,0,0
142707020,224,2,0,0,0
142707021,132,5,0,0,0
142708001,344,0,0,0,0
142708002,286,13,0,0,0
142708003,309,4,0,0,0
142708004,423,1,0,0,0
142708005,212,0,0,0,0
142708006,193,0,0,0,0
142708007,318,0,0,0,0
142708008,147,0,0,0,0
142708009,188,0,0,0,0
142708010,122,0,0,0,0
142708011,472,10,0,0,0
142708012,384,0,0,0,0
142708013,153,0,0,0,0
142708014,175,0,0,0,0
142708015,632,28,0,0,0
142708016,112,0,0,0,0
142709001,97,1,0,0,0
142709002,89,0,0,0,0
142709003,90,4,0,0,0
142709004,134,0,0,0,0
142709005,268,2,0,0,0
142709006,216,11,4,0,0
142709007,286,16,0,0,1
142709008,143,11,7,1,0
142709009,209,0,0,0,0
142709010,97,1,0,0,0
142709011,183,0,0,1,0
142709012,183,6,0,1,0
142710001,212,6,0,0,0
142710002,180,3,0,0,0
142710003,282,2,0,0,0
142710004,198,3,0,0,0
142710005,90,1,0,0,0
142710006,173,1,0,0,0
142710007,280,2,0,0,0
142710008,207,7,0,0,0
142710009,417,8,0,0,0
142710010,233,1,0,0,0
142710011,152,1,0,0,0
142710012,216,1,0,0,0
142711001,372,48,0,0,0
142711002,195,50,0,0,0
142711003,523,127,0,1,0
142711004,223,11,0,0,0
142711005,256,8,0,0,0
142711006,273,29,0,0,0
142711007,133,13,0,0,0
142711008,196,17,0,0,0
142711009,164,74,0,0,0
143201001,88,2,0,0,0
143201002,222,15,0,0,0
143201003,110,55,0,0,0
143201004,129,19,0,0,0
143201005,130,25,0,0,0
143201006,115,36,0,0,0
143201007,152,37,0,0,0
143201009,127,13,0,0,0
143201010,43,24,0,0,0
143201011,168,17,0,0,0
143201012,190,0,0,0,0
143201013,154,36,1,0,0
143201015,64,18,0,0,0
143201016,127,20,0,0,0
143206001,0,0,0,0,0
143206002,0,0,0,0,0
143206003,0,0,0,0,0
143206004,0,0,0,0,0
143206005,0,0,0,0,0
143206006,0,0,0,0,0
143206007,0,0,0,0,0
143206008,0,0,0,0,0
143206009,0,0,0,0,0
143208001,0,0,0,0,0
143208002,0,0,0,0,0
143208003,0,0,0,0,0
143208005,0,0,0,0,0
143208007,0,0,0,0,0
143208008,0,0,0,0,0
143208009,0,0,0,0,0
143208010,0,0,0,0,0
143208011,0,0,0,0,0
143208012,0,0,0,0,0
143208013,0,0,0,0,0
143208014,0,0,0,0,0
143208015,0,0,0,0,0
143208016,0,0,0,0,0
143209001,202,1,0,0,0
143209002,293,17,0,2,0
143209003,352,3,0,0,1
143209004,367,40,7,1,0
143209005,110,8,0,0,0
143209006,254,10,0,0,0
143209007,376,36,1,0,1
143209008,210,14,0,0,0
143209009,209,45,0,0,0
143209010,394,14,0,1,0
143209011,178,13,0,0,0
143209012,251,27,0,0,0
143209013,168,22,0,0,0
143209014,128,31,0,0,0
143209015,198,12,0,0,1
143209016,362,22,0,0,0
143209018,172,20,0,0,0
143209019,212,8,0,0,0
143209020,765,40,4,1,1
143209021,301,12,0,3,1
143209022,452,46,1,0,1
143209023,125,2,0,0,0
143209024,245,4,1,0,1
143211001,243,28,7,6,1
143211002,299,36,0,2,1
143211005,261,5,0,0,0
143211006,288,21,0,1,0
143211007,539,48,0,1,0
143211008,423,27,2,2,0
143211011,243,9,6,1,0
143211012,145,5,0,0,0
143211014,248,2,0,0,0
143211015,366,40,0,0,0
143211016,221,6,0,0,0
143211017,184,3,0,0,0
143211018,134,2,0,0,0
143211019,127,4,0,0,0
143213001,756,55,0,0,0
143213002,242,5,0,0,0
143213003,546,49,0,0,0
143213004,129,29,0,0,0
143213005,219,52,0,0,0
143213006,400,16,1,0,0
143213007,199,12,0,0,0
143213008,2567,577,16,11,2
143213009,206,35,0,0,0
143213010,277,22,0,0,0
143213011,264,40,0,0,0
143213012,247,18,0,0,0
143213013,774,25,2,2,1
143213014,160,67,0,0,0
143213015,377,31,0,0,0
143213016,157,6,0,0,0
143213017,240,14,0,0,0
143213018,759,62,0,1,1
143213019,259,4,0,1,0
143213020,257,25,0,0,0
143213021,248,12,0,0,0
143213022,657,86,4,0,1
143213023,87,5,0,0,0
143213024,141,30,0,0,0
143213025,823,28,0,0,0
143213026,154,4,0,0,0
143213027,117,30,0,0,0
143213029,462,161,11,10,0
143213030,481,46,0,0,2
143213031,89,2,0,0,0
143213032,277,49,0,0,0
143213033,361,26,0,0,0
143213034,659,55,0,1,0
143213035,587,160,7,0,3
143213036,443,65,0,0,0
143213037,635,143,13,0,1
143213038,682,47,0,0,0
143213039,317,34,0,0,0
143213040,278,30,0,0,0
143213041,223,15,0,1,0
143213042,56,11,0,1,0
143213043,401,38,0,0,1
143214001,0,0,0,0,0
143214002,0,0,0,0,0
143214003,0,0,0,0,0
143214004,0,0,0,0,0
143214005,0,0,0,0,0
143214006,0,0,0,0,0
143214007,0,0,0,0,0
143214008,0,0,0,0,0
143214009,0,0,0,0,0
143214010,0,0,0,0,0
143214011,0,0,0,0,0
143214013,0,0,0,0,0
143214014,0,0,0,0,0
143214015,0,0,0,0,0
143214016,0,0,0,0,0
143214017,0,0,0,0,0
143215001,0,0,0,0,0
143215003,0,0,0,0,0
143215004,0,0,0,0,0
143215006,0,0,0,0,0
143215007,0,0,0,0,0
143215008,0,0,0,0,0
143215009,0,0,0,0,0
143215010,0,0,0,0,0
143215011,0,0,0,0,0
143215012,0,0,0,0,0
143215013,0,0,0,0,0
143215014,0,0,0,0,0
143215016,0,0,0,0,0
143215017,0,0,0,0,0
143215018,0,0,0,0,0
143215019,0,0,0,0,0
143215020,0,0,0,0,0
143215021,0,0,0,0,0
143215022,0,0,0,0,0
143215023,0,0,0,0,0
144401001,144,3,0,0,2
144401002,115,2,1,0,0
144401003,161,1,0,0,0
144401005,121,0,0,0,1
144401006,77,0,0,0,0
144401007,44,0,0,0,0
144401008,103,6,0,0,0
144401009,87,0,0,0,0
144401010,119,0,0,0,0
144401011,163,2,1,0,0
144401012,79,1,1,0,0
144402001,127,5,1,0,0
144402002,189,0,0,0,0
144402003,162,0,0,0,0
144402004,32,0,0,0,0
144402005,349,1,0,0,0
144402006,364,5,0,0,0
144402007,210,11,1,0,0
144402008,198,10,0,0,0
144402009,388,14,0,0,0
144402010,241,1,0,0,0
144402011,261,7,0,0,0
144402012,293,2,0,0,0
144402013,160,0,0,0,0
144402014,427,3,0,0,0
144402015,572,2,0,1,0
144402016,113,52,0,0,0
144402018,146,2,0,0,0
144402019,247,0,0,0,0
144402020,355,8,0,1,0
144402021,408,1,0,0,0
144402022,156,1,0,0,0
144402023,422,5,0,0,0
144403001,109,0,0,0,0
144403002,84,0,0,0,0
144403003,159,0,0,0,0
144403004,77,0,0,0,0
144403005,92,0,0,0,0
144403006,146,0,0,3,0
144403007,216,0,0,1,0
144403009,67,0,0,1,0
144403010,194,0,0,0,0
144403011,117,0,0,0,0
144403012,130,0,1,0,0
144403013,66,0,0,0,0
144403014,189,0,0,0,0
144403015,152,1,0,1,0
144404001,255,3,1,0,0
144404002,134,6,1,0,0
144404003,101,2,0,0,0
144404004,113,0,0,0,0
144404005,892,44,23,2,0
144404006,141,1,0,0,0
144404007,214,0,0,0,0
144404009,203,2,0,0,0
144404010,386,17,0,0,1
144404011,322,0,0,1,0
144404012,176,0,0,0,1
144404013,459,33,16,1,0
144404014,309,0,0,0,0
144404015,295,18,1,0,0
144404016,426,116,82,19,0
144404017,347,67,35,0,0
144405001,0,0,0,0,0
144405002,0,0,0,0,0
144405003,0,0,0,0,0
144405004,0,0,0,0,0
144405005,0,0,0,0,0
144405006,0,0,0,0,0
144405007,0,0,0,0,0
144405008,0,0,0,0,0
144405009,0,0,0,0,0
144405010,0,0,0,0,0
144405011,0,0,0,0,0
144406001,0,0,0,0,0
144406002,0,0,0,0,0
144406003,0,0,0,0,0
144406004,0,0,0,0,0
144406005,0,0,0,0,0
144406006,0,0,0,0,0
144406007,0,0,0,0,0
144406008,0,0,0,0,0
144406009,0,0,0,0,0
144407001,79,8,3,0,0
144407002,246,13,0,1,0
144407003,121,0,0,1,0
144407004,180,11,5,0,0
144407005,159,3,1,0,0
144407006,209,24,1,1,0
144407007,104,2,0,0,0
144407008,95,43,0,0,0
144407009,125,39,1,0,0
144407010,191,1,1,0,0
144407011,140,1,0,1,0
144407012,118,6,0,1,0
144407013,178,79,1,0,0
144407014,135,33,0,0,0
144407015,126,27,2,0,0
144408001,0,0,0,0,0
144408002,0,0,0,0,0
144408003,0,0,0,0,0
144408004,0,0,0,0,0
144408005,0,0,0,0,0
144408006,0,0,0,0,0
144408007,0,0,0,0,0
144408008,0,0,0,0,0
144409001,151,1,0,0,0
144409002,105,0,0,0,0
144409003,215,0,0,0,0
144409004,222,0,0,0,0
144409005,81,0,0,0,0
144409006,162,0,0,1,0
144409007,171,0,0,0,0
144409008,196,2,0,2,0
144409009,175,0,0,0,0
144409010,94,8,0,0,0
144409011,94,0,0,0,0
144409012,147,0,0,0,0
144409014,344,13,0,0,0
144409015,91,0,0,0,0
144409017,71,0,0,0,0
144409018,113,0,0,0,0
144409019,93,1,0,0,0
144409020,97,0,0,0,0
144409022,121,0,0,0,0
144410002,212,33,0,0,0
144410003,160,22,0,0,0
144410004,123,17,0,0,0
144410005,199,3,1,0,0
144410006,173,11,0,0,0
144410007,256,24,0,0,0
144410008,229,7,0,0,1
144410009,77,14,0,0,0
144410010,195,43,0,0,0
144410011,271,22,0,1,0
144410012,113,18,0,0,0
144410013,424,86,2,0,0
144410014,118,4,0,0,0
144410015,387,25,0,2,0
144410016,222,0,0,0,0
144410017,618,102,6,9,0
144410018,196,2,1,0,0
144410019,225,33,0,0,0
144410020,172,40,0,0,0
148101001,0,0,0,0,0
148101002,0,0,0,0,0
148101003,0,0,0,0,0
148101004,0,0,0,0,0
148101005,0,0,0,0,0
148101006,0,0,0,0,0
148101007,0,0,0,0,0
148101008,0,0,0,0,0
148101009,0,0,0,0,0
148101010,0,0,0,0,0
148101011,0,0,0,0,0
148101012,0,0,0,0,0
148101013,0,0,0,0,0
148101014,0,0,0,0,0
148101015,0,0,0,0,0
148101016,0,0,0,0,0
148101017,0,0,0,0,0
148101018,0,0,0,0,0
148102001,0,0,0,0,0
148102002,0,0,0,0,0
148102003,0,0,0,0,0
148102004,0,0,0,0,0
148102005,0,0,0,0,0
148102006,0,0,0,0,0
148102007,0,0,0,0,0
148102008,0,0,0,0,0
148102009,0,0,0,0,0
148102010,0,0,0,0,0
148102011,0,0,0,0,0
148102012,0,0,0,0,0
148102013,0,0,0,0,0
148102014,0,0,0,0,0
148102015,0,0,0,0,0
148102016,0,0,0,0,0
148102017,0,0,0,0,0
148102018,0,0,0,0,0
148102019,0,0,0,0,0
148102020,0,0,0,0,0
148102021,0,0,0,0,0
148103001,390,0,0,0,0
148103002,208,0,0,0,0
148103003,222,4,0,0,0
148103004,325,3,0,0,0
148103005,85,0,0,0,0
148103006,424,2,0,0,0
148103008,339,1,0,0,0
148103009,268,6,0,0,0
148103010,598,0,17,0,0
148103011,125,2,0,0,0
148103012,172,1,0,0,0
148103013,155,0,0,0,1
148103014,394,1,0,0,0
148103015,209,1,0,0,0
148103016,225,4,0,1,0
148103017,95,0,0,0,0
148104001,0,0,0,0,0
148104002,0,0,0,0,0
148104004,0,0,0,0,0
148104005,0,0,0,0,0
148104006,0,0,0,0,0
148104007,0,0,0,0,0
148104008,0,0,0,0,0
148104009,0,0,0,0,0
148104010,0,0,0,0,0
148104011,0,0,0,0,0
148104012,0,0,0,0,0
148104013,0,0,0,0,0
148104014,0,0,0,0,0
148104015,0,0,0,0,0
148104016,0,0,0,0,0
148104017,0,0,0,0,0
148104018,0,0,0,0,0
148104019,0,0,0,0,0
148104020,0,0,0,0,0
148104021,0,0,0,0,0
148104022,0,0,0,0,0
148105001,212,5,0,1,0
148105002,109,0,0,0,1
148105003,648,9,0,0,0
148105004,160,1,3,0,0
148105006,133,1,0,0,0
148105007,238,11,0,0,0
148105008,307,2,0,1,0
148105009,111,0,0,0,0
148105010,217,0,0,0,0
148105011,196,2,0,1,0
148105012,90,3,0,0,0
148105013,222,4,0,0,0
148105014,256,2,2,0,0
148105015,159,2,0,0,0
148105016,119,1,0,0,0
148105017,84,1,0,0,0
148105018,149,5,0,0,0
148105019,81,1,0,0,0
148105020,174,0,1,0,0
148105021,219,1,2,3,0
148105022,198,9,0,0,0
148105023,235,4,0,2,1
148106001,65,0,0,0,0
148106002,198,2,0,0,0
148106006,302,1,0,0,0
148106007,91,0,0,0,0
148106009,288,4,0,0,0
148106010,73,0,0,0,0
148106012,87,0,0,0,0
148106014,161,0,0,0,0
148106016,205,5,0,2,0
148106017,58,1,0,0,0
148106020,326,0,0,0,0
148106021,84,0,0,0,0
148106022,188,3,0,0,0
148106023,29,1,0,0,0
148106024,170,0,0,2,0
148106025,110,2,1,0,0
148106026,133,0,0,0,0
148106027,74,1,0,0,0
148106028,118,1,0,0,0
148106029,76,0,0,0,0
148106030,151,0,0,0,0
148106031,101,4,0,0,0
148107001,388,19,5,2,0
148107002,234,5,0,1,0
148107003,238,6,0,0,0
148107004,256,10,0,0,0
148107005,237,4,0,0,1
148107006,207,5,0,0,0
148107007,220,4,0,0,0
148107008,202,10,0,0,0
148107011,276,4,0,0,0
148107012,211,0,0,0,0
148107013,286,10,1,2,0
148107014,151,4,0,2,0
148107015,259,8,1,0,0
133901001,44,14,5,0,0
133901002,128,11,3,5,4
133901003,1,1,0,2,5
133901004,206,8,34,1,23
133901005,18,8,5,0,0
133901006,23,21,4,0,0
133901007,8,8,0,0,2
133901008,158,47,14,1,13
133901010,3,0,0,0,0
133901011,95,35,26,1,9
133901012,318,31,20,13,2
133901013,203,53,2,0,18
133901014,369,97,12,0,16
133901015,159,1,3,0,4
133901016,175,24,2,2,9
133901017,173,7,40,4,2
133901018,51,3,1,0,11
133901019,80,1,1,0,0
133901020,2081,324,51,4,30
133901025,64,13,2,1,1
133901026,84,1,4,0,12
133901028,117,3,4,0,3
133901029,585,106,31,6,28
133901030,181,15,1,0,1
133901031,90,24,5,1,6
133901032,122,15,6,0,11
133901033,189,30,28,2,100
133901034,53,3,1,1,1
133901035,49,22,2,0,2
133901036,14,10,0,1,0
133901037,67,8,4,6,37
133901038,14,9,0,0,0
133901039,123,24,4,1,7
133901041,400,100,21,5,212
133901042,28,5,1,0,0
133901043,98,9,115,7,11
133901044,510,63,27,7,17
133901045,22,5,4,1,0
133901046,5,1,0,0,0
133901047,13,2,0,0,0
133901048,384,11,9,0,22
133901049,113,12,5,1,4
133901050,22,0,3,0,0
133901051,48,3,4,0,0
133901052,109,30,0,0,0
133901053,35,2,9,2,3
133901054,7,1,2,0,0
133901055,201,42,0,1,2
133901056,409,51,6,3,37
133901057,78,5,14,1,0
133901058,359,86,27,2,27
133901059,92,0,4,0,4
133901060,198,5,11,1,7
133901061,246,26,3,1,59
133901062,19,4,4,0,1
133901063,70,2,12,0,14
133901064,7,7,0,0,0
133901065,50,3,3,0,3
133901066,79,7,0,0,3
133901067,293,19,16,0,10
133901068,42,2,0,0,0
133901069,78,7,25,2,2
133901070,278,14,10,2,2
133901071,39,4,7,0,0
133901072,59,2,6,0,0
133901073,45,2,0,0,12
133901074,57,3,9,0,2
133901075,46,2,0,2,2
133901076,17,2,4,0,1
133901077,48,28,1,0,0
133901078,13,0,0,0,1
133901079,17,2,1,1,0
133901080,205,58,4,0,4
133901081,9,0,5,0,1
133901082,178,2,0,1,0
133901083,21,7,5,1,0
133901084,48,11,2,0,0
133901085,29,0,3,0,3
133901086,20,1,0,0,0
133901087,20,3,1,0,0
133901089,81,22,2,0,1
133901091,383,94,105,4,3
133901092,14,0,2,0,0
133901093,379,29,15,0,37
133901094,14,0,0,0,0
133901095,273,45,5,0,2
133901096,387,16,3,0,1
133901097,20,2,2,1,0
133901098,22,11,3,0,0
133901099,34,1,74,1,0
133901100,52,7,1,1,0
133901101,646,109,468,188,37
133901102,49,1,0,0,5
133901103,64,1,4,0,0
133901104,73,5,20,1,5
133901105,2403,507,800,490,180
133901106,270,33,24,0,1
133901107,501,160,65,6,18
133901108,520,36,18,0,34
133901109,123,8,5,1,1
133901110,56,14,2,0,0
133901111,150,32,7,2,5
133901112,160,4,17,1,1
133901116,85,17,16,0,0
133901117,217,24,7,1,0
133901118,679,225,498,13,3
133901119,32,4,10,0,0
133901120,207,16,10,0,2
133901121,394,138,31,4,2
133901122,53,5,3,0,0
133901123,840,203,99,12,104
133901124,227,47,10,1,2
133901125,145,99,14,0,0
133901126,1,0,0,0,0
133901127,2,1,1,0,0
133901128,457,119,1957,98,36
133901129,438,79,14,1,90
133901130,237,39,0,1,6
133901131,138,8,2,1,0
133901132,4,4,0,0,0
133901133,78,147,13,1,2
133901135,166,54,3,0,0
133901136,23,15,0,0,0
133901137,11,1,0,0,0
133901138,188,61,1,1,1
133901139,72,3,1,0,4
133901140,10,15,0,0,0
133901141,32,1,2,0,1
133901142,296,16,10,0,1
133901143,52,14,5,0,0
133901144,438,102,14,2,4
133901145,57,4,0,0,0
133901146,173,77,17,4,3
133901147,24,2,0,0,0
133901148,24,6,1,0,1
133901149,49,1,11,0,0
133901150,18,0,0,0,0
133901151,65,14,0,0,0
133901152,24,8,1,0,0
133901153,42,1,1,0,0
133901154,17,0,1,0,0
133901155,113,13,6,0,1
133901156,120,61,14,2,4
133901157,84,10,4,1,6
133901158,27,13,0,0,3
133901159,93,24,1,0,9
133901160,167,62,35,0,23
133901161,34,18,4,4,16
133901162,1,3,2,0,0
133901163,268,93,22,1,32
133901164,90,26,9,0,7
133901165,91,26,15,1,22
133901166,2,2,0,0,1
133901167,6,1,0,0,1
133901168,6,8,1,0,0
133901169,2,4,1,0,1
133901170,5,1,0,0,0
133901171,84,4,6,1,0
133901172,63,15,18,1,0
133901173,62,34,0,0,0
133901174,9,1,0,2,0
133901175,53,28,3,0,3
133901176,185,16,1,2,2
133901177,576,103,6,3,11
133901178,121,7,0,1,1
133901179,58,4,11,2,0
133901180,317,46,21,2,6
133901181,150,5,1,5,2
133901182,612,57,62,0,7
133901183,140,25,2,1,1
133901184,483,110,13,12,15
133901185,81,0,0,0,1
133901186,44,16,0,0,0
133901187,10,1,0,0,0
133901188,52,17,11,0,2
133901189,22,12,0,0,0
133901190,12,1,0,0,1
133901191,41,7,0,0,1
133901192,17,1,10,0,0
133901193,29,0,0,0,0
133901194,90,23,0,0,1
133901195,104,35,0,0,0
133901196,27,1,0,0,1
133901197,121,14,15,3,11
133901198,348,93,22,2,1
133901199,372,76,10,2,6
133901200,90,60,12,1,2
133901201,43,2,0,0,5
133901202,6,1,0,0,0
133901203,2,0,0,0,0
133901204,56,1,1,0,0
133901205,25,0,0,0,0
133901206,25,6,1,1,0
133901207,86,15,2,2,1
133901208,45,13,0,0,0
133901209,9,0,0,0,2
133901210,192,30,26,0,8
133901211,401,62,116,0,10
133901212,584,184,47,7,9
133901213,528,94,39,2,2
133901214,334,62,1,1,3
133901215,52,0,1,0,2
133901216,347,111,14,2,9
133901217,373,91,6,0,3
133901218,76,18,0,0,4
133901219,65,2,1,0,0
133901220,0,1,0,0,1
133901221,6,5,0,0,8
133901222,65,14,11,0,3
133901223,49,11,6,0,0
133901224,72,55,8,1,0
133901225,19,26,2,0,16
133901226,179,18,2,0,2
133901227,39,12,2,0,1
133901228,1,0,1,0,0
133901229,24,0,4,0,2
133901230,6,4,0,0,0
133901231,37,1,0,0,0
133901232,83,30,3,1,0
133901233,115,11,14,0,1
133901234,3,1,0,0,0
133901235,143,34,6,0,9
133901236,150,11,4,1,8
133901237,32,8,2,0,3
133901238,46,6,0,0,0
133901240,11,0,0,0,0
133901242,59,20,32,1,4
133901244,26,0,0,0,0
133901245,1,0,0,0,0
133901246,1,0,0,0,0
133901247,15,2,3,1,0
133901248,1,0,0,0,0
133901249,18,8,0,0,0
133901251,237,68,24,1,8
133901252,7,0,1,1,0
133901253,1,0,0,0,0
133901254,131,39,14,0,1
133901255,348,15,42,1,11
133901256,33,1,0,0,0
133901257,129,7,3,0,0
133901258,15,6,0,0,0
133901259,234,37,5,3,3
133901260,415,29,3,0,14
133901261,127,10,6,2,0
133901262,0,0,1,0,0
133901263,192,52,0,3,7
133901264,14,0,1,0,0
133901265,142,4,2,2,1
133901266,32,1,1,0,0
133901267,220,28,2,0,1
133901268,145,32,0,1,1
133902001,29,19,0,0,1
133902004,1,0,0,0,0
133902006,1,0,0,0,1
133902007,8,0,0,0,16
133902008,2,0,0,0,0
133902010,32,7,0,0,0
133903003,104,8,30,3,60
133903004,286,31,15,3,74
133903005,149,87,9,2,68
133903006,135,49,6,1,20
133903007,85,32,6,0,51
133903008,55,4,14,0,2
133903009,24,1,0,0,0
133903010,2,2,0,0,2
133903011,82,11,19,0,2
133903012,36,1,7,0,0
133903013,130,14,46,5,6
133903014,88,26,2,0,6
133903015,296,5,11,1,125
133903016,2,0,0,2,6
133903017,9,1,1,0,1
133903018,11,1,1,0,2
133904001,16,0,0,0,10
133904003,47,2,4,6,70
133904004,0,0,0,0,8
133904005,153,8,17,2,16
133904006,57,8,2,1,13
133904007,82,9,9,0,2
133904008,2958,307,76,12,97
133904009,13,0,1,0,0
133904014,1,0,0,0,0
133904015,19,0,0,0,1
133904016,208,5,16,3,31
133904017,13,0,0,0,3
133904018,4,0,0,0,5
133904019,612,60,34,14,22
133905002,1,0,0,0,1
133905005,0,0,0,0,1
133905007,0,0,0,0,2
133905009,1,0,0,1,0
133905012,981,85,53,3,11
133905013,212,31,19,8,10
133905014,384,104,92,12,28
133905015,15,0,0,0,0
133905016,24,4,7,0,0
133905017,5,0,0,0,0
133905018,2,1,0,1,0
133905019,2,2,6,0,0
133905020,3,6,1,0,0
133905021,1,0,0,0,0
133905022,9,3,1,1,1
133905023,2,0,0,0,0
133905024,7,2,0,0,0
133905025,3,2,1,0,0
133905026,3,3,1,0,0
133905027,1,2,1,0,0
133905028,1,0,0,0,0
133905029,87,29,18,1,12
133905030,0,2,0,0,0
133905031,3,0,15,0,1
133905032,140,2,5,0,2
133905034,21,3,0,0,1
133905035,13,1,4,3,0
133905036,236,42,20,3,3
133905037,1,0,0,0,0
133905038,51,8,15,0,1
133905039,2,0,2,0,0
133905040,3,0,0,0,1
133905041,20,0,3,0,1
133905042,19,0,15,0,1
133905043,70,36,12,11,12
133905044,61,0,2,0,1
133905045,82,18,2,0,4
133905046,10,1,0,0,1
133905047,79,1,0,0,5
133905048,71,3,3,0,1
133905049,38,2,9,0,1
133905050,76,6,5,0,13
133905051,226,16,2,0,4
133905052,11,0,0,0,0
133905053,149,36,46,1,0
133905054,205,5,19,0,2
133905055,28,7,2,1,0
133905056,17,0,0,0,0
133905057,27,5,0,0,0
133905058,3,0,0,0,7
133905059,4,0,2,1,0
133905060,0,1,0,0,0
133905061,1,0,0,0,2
133905062,3,2,2,0,0
133905063,2,0,0,0,0
133905064,1,0,0,0,0
133905065,3,0,2,0,0
