psgc_prov,pov_prov_year,pov_prov_type_of_poverty,pov_prov_measure,pov_prov_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
51700000,2012,Poverty,Incidence,Among Population,41.163,10.97577,4.51795,33.73097225,48.59502775
52000000,2012,Poverty,Incidence,Among Population,33.79586,25.94638,8.7688,19.371184,48.220536
54100000,2012,Poverty,Incidence,Among Population,51.32306,10.0947,5.18091,42.80046305,59.84565695
56200000,2012,Poverty,Incidence,Among Population,40.67276,12.45369,5.06526,32.3404073,49.0051127
60400000,2012,Poverty,Incidence,Among Population,24.96618,23.78147,5.93732,15.1992886,34.7330714
60600000,2012,Poverty,Incidence,Among Population,30.89693,19.98487,6.17471,20.73953205,41.05432795
61900000,2012,Poverty,Incidence,Among Population,27.76401,19.05287,5.28984,19.0622232,36.4657968
67900000,2012,Poverty,Incidence,Among Population,25.19621,33.94128,8.55192,11.1283016,39.2641184
63000000,2012,Poverty,Incidence,Among Population,26.20953,11.33522,2.97091,21.32238305,31.09667695
64500000,2012,Poverty,Incidence,Among Population,32.3328,8.634739,2.79185,27.74020675,36.92539325
71200000,2012,Poverty,Incidence,Among Population,36.82603,8.180274,3.01247,31.87051685,41.78154315
72200000,2012,Poverty,Incidence,Among Population,22.68828,8.404796,1.9069,19.5514295,25.8251305
74600000,2012,Poverty,Incidence,Among Population,50.06161,11.97284,5.9938,40.201809,59.921411
76100000,2012,Poverty,Incidence,Among Population,32.57474,54.30234,17.68885,3.47658175,61.67289825
87800000,2012,Poverty,Incidence,Among Population,27.45147,14.4827,3.97571,20.91142705,33.99151295
82600000,2012,Poverty,Incidence,Among Population,63.70257,8.487525,5.40677,54.80843335,72.59670665
83700000,2012,Poverty,Incidence,Among Population,39.24264,7.030738,2.75905,34.70400275,43.78127725
84800000,2012,Poverty,Incidence,Among Population,50.19001,11.64276,5.8435,40.5774525,59.8025675
86400000,2012,Poverty,Incidence,Among Population,43.27932,16.37182,7.08561,31.62349155,54.93514845
86000000,2012,Poverty,Incidence,Among Population,50.02708,10.96522,5.48558,41.0033009,59.0508591
97200000,2012,Poverty,Incidence,Among Population,54.3604,10.24158,5.56736,45.2020928,63.5187072
97300000,2012,Poverty,Incidence,Among Population,32.02876,10.56882,3.38506,26.4603363,37.5971837
98300000,2012,Poverty,Incidence,Among Population,44.83873,10.81978,4.8269,36.8984795,52.7789805
99700000,2012,Poverty,Incidence,Among Population,22.08663,9.249802,2.04297,18.72594435,25.44731565
101300000,2012,Poverty,Incidence,Among Population,49.00081,8.566573,4.19769,42.09560995,55.90601005
101800000,2012,Poverty,Incidence,Among Population,53.57688,3.088066,1.65449,50.85524395,56.29851605
103500000,2012,Poverty,Incidence,Among Population,49.06101,13.85508,6.79744,37.8792212,60.2427988
104200000,2012,Poverty,Incidence,Among Population,42.78528,11.52765,4.93214,34.6719097,50.8986503
104300000,2012,Poverty,Incidence,Among Population,23.43803,17.21325,4.03445,16.80135975,30.07470025
112300000,2012,Poverty,Incidence,Among Population,33.43261,21.10265,7.05516,21.8268718,45.0383482
112400000,2012,Poverty,Incidence,Among Population,24.42229,12.53292,3.06083,19.38722465,29.45735535
112500000,2012,Poverty,Incidence,Among Population,45.78927,10.42992,4.77578,37.9331119,53.6454281
118200000,2012,Poverty,Incidence,Among Population,36.70142,17.11919,6.28299,26.36590145,47.03693855
124700000,2012,Poverty,Incidence,Among Population,52.35602,9.056277,4.74151,44.55623605,60.15580395
128000000,2012,Poverty,Incidence,Among Population,53.15033,8.661065,4.60338,45.5777699,60.7228901
126300000,2012,Poverty,Incidence,Among Population,31.98151,13.9444,4.45963,24.64541865,39.31760135
126500000,2012,Poverty,Incidence,Among Population,48.47439,13.67067,6.62677,37.57335335,59.37542665
129800000,2012,Poverty,Incidence,Among Population,44.27992,14.92789,6.61006,33.4063713,55.1534687
160200000,2012,Poverty,Incidence,Among Population,34.67151,14.2025,4.92422,26.5711681,42.7718519
160300000,2012,Poverty,Incidence,Among Population,48.07851,10.68022,5.13489,39.63161595,56.52540405
166700000,2012,Poverty,Incidence,Among Population,41.84303,6.472727,2.70838,37.3877449,46.2983151
166800000,2012,Poverty,Incidence,Among Population,36.00577,11.82774,4.25867,29.00025785,43.01128215
150700000,2012,Poverty,Incidence,Among Population,41.21478,17.89803,7.37663,29.08022365,53.34933635
153600000,2012,Poverty,Incidence,Among Population,73.76792,6.77466,4.99753,65.54698315,81.98885685
153800000,2012,Poverty,Incidence,Among Population,63.73113,7.18955,4.58198,56.1937729,71.2684871
156600000,2012,Poverty,Incidence,Among Population,45.82355,11.22618,5.14423,37.36129165,54.28580835
157000000,2012,Poverty,Incidence,Among Population,28.61021,20.80472,5.95227,18.81872585,38.40169415
130000000,1991,Poverty,Magnitude,Among Population,626484.4,-,-,-,-
140100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
148100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
141100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
142700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
143200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
144400000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
12800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
12900000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
13300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
15500000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
20900000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
21500000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
23100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
25000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
25700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
37700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
30800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
31400000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
34900000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
35400000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
36900000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
37100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
41000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
42100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
43400000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
45600000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
45800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
174000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
175100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
175200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
175300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
175900000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
50500000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
51600000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
51700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
52000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
54100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
56200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
60400000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
60600000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
61900000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
67900000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
63000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
64500000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
71200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
72200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
74600000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
76100000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
87800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
82600000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
83700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
84800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
86400000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
86000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
97200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
97300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
98300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
99700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
101300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
101800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
103500000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
104200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
104300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
112300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
112400000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
112500000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
118200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
124700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
128000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
126300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
126500000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
129800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
160200000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
160300000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
166700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
166800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
150700000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
153600000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
153800000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
156600000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
157000000,1991,Poverty,Magnitude,Among Population,-,-,-,-,-
130000000,2006,Poverty,Magnitude,Among Population,499873.5,-,119066.39,304009.2885,695737.7116
140100000,2006,Poverty,Magnitude,Among Population,105369.7,-,10232.01958,88538.0278,122201.3722
148100000,2006,Poverty,Magnitude,Among Population,50258.51,-,9984.07811,33834.70151,66682.31849
141100000,2006,Poverty,Magnitude,Among Population,40122.61,-,10205.49339,23334.57338,56910.64662
142700000,2006,Poverty,Magnitude,Among Population,47641.82,-,13209.36851,25912.40881,69371.23119
143200000,2006,Poverty,Magnitude,Among Population,85793.52,-,12925.66158,64530.80671,107056.2333
144400000,2006,Poverty,Magnitude,Among Population,62930.79,-,14370.67756,39291.02541,86570.55459
12800000,2006,Poverty,Magnitude,Among Population,94404.8,-,28948.99509,46783.70307,142025.8969
12900000,2006,Poverty,Magnitude,Among Population,120162,-,27923.17417,74228.37849,166095.6215
13300000,2006,Poverty,Magnitude,Among Population,183041.7,-,28662.67575,135891.5984,230191.8016
15500000,2006,Poverty,Magnitude,Among Population,768315.4,-,60542.59135,668722.8372,867907.9628
20900000,2006,Poverty,Magnitude,Among Population,3574.992,-,0,3572.487812,3577.496188
21500000,2006,Poverty,Magnitude,Among Population,314232.6,-,33359.56235,259356.1199,369109.0801
23100000,2006,Poverty,Magnitude,Among Population,413904.7,-,36833.35876,353313.8248,474495.5752
25000000,2006,Poverty,Magnitude,Among Population,57577.22,-,16478.29461,30470.42536,84684.01464
25700000,2006,Poverty,Magnitude,Among Population,25135.36,-,11137.69925,6813.844734,43456.87527
37700000,2006,Poverty,Magnitude,Among Population,53281.73,-,22619.08181,16073.34042,90490.11958
30800000,2006,Poverty,Magnitude,Among Population,57937.05,-,12460.65462,37439.27316,78434.82684
31400000,2006,Poverty,Magnitude,Among Population,192860.8,-,30237.59986,143119.9482,242601.6518
34900000,2006,Poverty,Magnitude,Among Population,469218.9,-,47332.69809,391356.6116,547081.1884
35400000,2006,Poverty,Magnitude,Among Population,59464.5,-,15750.69165,33554.61224,85374.38776
36900000,2006,Poverty,Magnitude,Among Population,217962.7,-,33609.31687,162675.3738,273250.0262
37100000,2006,Poverty,Magnitude,Among Population,167195.2,-,31127.21659,115990.9287,218399.4713
41000000,2006,Poverty,Magnitude,Among Population,301261,-,37349.92115,239820.3797,362701.6203
42100000,2006,Poverty,Magnitude,Among Population,49510.65,-,20331.74863,16064.9235,82956.3765
43400000,2006,Poverty,Magnitude,Among Population,135048.4,-,26434.99707,91562.82982,178533.9702
45600000,2006,Poverty,Magnitude,Among Population,585684.3,-,59763.94752,487372.6063,683995.9937
45800000,2006,Poverty,Magnitude,Among Population,69453.54,-,18096.336,39685.06727,99222.01273
174000000,2006,Poverty,Magnitude,Among Population,89747.46,-,13428.3407,67657.83955,111837.0805
175100000,2006,Poverty,Magnitude,Among Population,186535.7,-,31739.03694,134324.9842,238746.4158
175200000,2006,Poverty,Magnitude,Among Population,328846.5,-,31118.7719,277656.1202,380036.8798
175300000,2006,Poverty,Magnitude,Among Population,317398.9,-,49634.57348,235750.0266,399047.7734
175900000,2006,Poverty,Magnitude,Among Population,125439.8,-,9385.463576,110000.7124,140878.8876
50500000,2006,Poverty,Magnitude,Among Population,434478.1,-,40973.847,367076.1217,501880.0783
51600000,2006,Poverty,Magnitude,Among Population,217410.2,-,32741.773,163549.9834,271270.4166
51700000,2006,Poverty,Magnitude,Among Population,815084.2,-,50798.31856,731520.966,898647.434
52000000,2006,Poverty,Magnitude,Among Population,91033.2,-,22169.3953,54564.54473,127501.8553
54100000,2006,Poverty,Magnitude,Among Population,434050.3,-,39207.84823,369553.3897,498547.2103
56200000,2006,Poverty,Magnitude,Among Population,287944.2,-,31504.91721,236118.6112,339769.7888
60400000,2006,Poverty,Magnitude,Among Population,207009.2,-,29017.0804,159276.1027,254742.2973
60600000,2006,Poverty,Magnitude,Among Population,258538.7,-,38003.21864,196023.4053,321053.9947
61900000,2006,Poverty,Magnitude,Among Population,208857.7,-,25167.20282,167457.6514,250257.7486
67900000,2006,Poverty,Magnitude,Among Population,38434.75,-,10879.75862,20537.54707,56331.95293
63000000,2006,Poverty,Magnitude,Among Population,453617,-,63527.33294,349114.5373,558119.4627
64500000,2006,Poverty,Magnitude,Among Population,776096.9,-,72999.8257,656012.1867,896181.6133
71200000,2006,Poverty,Magnitude,Among Population,544187.3,-,55281.92967,453248.5257,635126.0743
72200000,2006,Poverty,Magnitude,Among Population,1184478,-,90431.79633,1035717.695,1333238.305
74600000,2006,Poverty,Magnitude,Among Population,526025.3,-,60364.83267,426725.1503,625325.4497
76100000,2006,Poverty,Magnitude,Among Population,19708.6,-,5958.6221,9906.666645,29510.53335
87800000,2006,Poverty,Magnitude,Among Population,46288.75,-,12550.2058,25643.66145,66933.83855
82600000,2006,Poverty,Magnitude,Among Population,223130.6,-,25875.34674,180565.6546,265695.5454
83700000,2006,Poverty,Magnitude,Among Population,671771,-,52345.74017,585662.2574,757879.7426
84800000,2006,Poverty,Magnitude,Among Population,294039,-,43501.61308,222478.8465,365599.1535
86400000,2006,Poverty,Magnitude,Among Population,123064.7,-,14065.80508,99926.45064,146202.9494
86000000,2006,Poverty,Magnitude,Among Population,269173.8,-,32470.87855,215759.2048,322588.3952
97200000,2006,Poverty,Magnitude,Among Population,597172.7,-,47843.3148,518470.4471,675874.9529
97300000,2006,Poverty,Magnitude,Among Population,515054.6,-,51926.22531,429635.9594,600473.2406
98300000,2006,Poverty,Magnitude,Among Population,279277.5,-,35771.8221,220432.8526,338122.1474
99700000,2006,Poverty,Magnitude,Among Population,35301.86,-,15427.04256,9924.374992,60679.34501
101300000,2006,Poverty,Magnitude,Among Population,531118.6,-,64922.39387,424321.2621,637915.9379
101800000,2006,Poverty,Magnitude,Among Population,28073.26,-,6654.828128,17126.06773,39020.45227
103500000,2006,Poverty,Magnitude,Among Population,335571.4,-,39398.62441,270760.6629,400382.1371
104200000,2006,Poverty,Magnitude,Among Population,233663.7,-,26784.62349,189602.9944,277724.4056
104300000,2006,Poverty,Magnitude,Among Population,422062.7,-,40676.82646,355149.3205,488976.0795
112300000,2006,Poverty,Magnitude,Among Population,271314.8,-,53215.34096,183775.5641,358854.0359
112400000,2006,Poverty,Magnitude,Among Population,514675.6,-,62866.89376,411259.5598,618091.6402
112500000,2006,Poverty,Magnitude,Among Population,243820.6,-,30409.44123,193797.0692,293844.1308
118200000,2006,Poverty,Magnitude,Among Population,239479.8,-,33619.78587,184175.2522,294784.3478
124700000,2006,Poverty,Magnitude,Among Population,331157.5,-,42891.27237,260601.357,401713.643
128000000,2006,Poverty,Magnitude,Among Population,247674.1,-,22171.04622,211202.729,284145.471
126300000,2006,Poverty,Magnitude,Among Population,394843.6,-,37949.72789,332416.2976,457270.9024
126500000,2006,Poverty,Magnitude,Among Population,359193.8,-,37729.37424,297128.9794,421258.6206
129800000,2006,Poverty,Magnitude,Among Population,77778.72,-,24131.77851,38081.94435,117475.4957
160200000,2006,Poverty,Magnitude,Among Population,273427.1,-,25362.30213,231706.113,315148.087
160300000,2006,Poverty,Magnitude,Among Population,327984.4,-,31095.99412,276831.4897,379137.3103
166700000,2006,Poverty,Magnitude,Among Population,283789.2,-,22989.64799,245971.2291,321607.1709
166800000,2006,Poverty,Magnitude,Among Population,247468.4,-,29290.21468,199285.9969,295650.8031
150700000,2006,Poverty,Magnitude,Among Population,108641.6,-,34113.0709,52525.59836,164757.6016
153600000,2006,Poverty,Magnitude,Among Population,367995.5,-,60898.83052,267816.9238,468174.0762
153800000,2006,Poverty,Magnitude,Among Population,471761.6,-,38488.17534,408448.5516,535074.6484
156600000,2006,Poverty,Magnitude,Among Population,280456.9,-,42339.45818,210808.4913,350105.3087
157000000,2006,Poverty,Magnitude,Among Population,221611.8,-,37435.25738,160030.8016,283192.7984
130000000,2009,Poverty,Magnitude,Among Population,403458.2,-,63143.87716,299586.5221,507329.8779
140100000,2009,Poverty,Magnitude,Among Population,107944.5,-,18961.73861,76752.43998,139136.56
148100000,2009,Poverty,Magnitude,Among Population,51298.02,-,11627.55385,32170.69391,70425.34609
141100000,2009,Poverty,Magnitude,Among Population,43778.27,-,12620.29308,23017.88789,64538.65211
