psgc_regn,pov_regn_year,pov_reign_sector,pov_regn_type_of_poverty,pov_regn_measure,pov_regn_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
80000000,2009,Senior Citizens,Poverty,Incidence,Among Population,24.4518,9.752898,-,20.5288698,28.3747302
90000000,2009,Senior Citizens,Poverty,Incidence,Among Population,33.26485,12.67486,-,26.32908585,40.20061415
100000000,2009,Senior Citizens,Poverty,Incidence,Among Population,29.47216,11.51891,-,23.88759885,35.05672115
110000000,2009,Senior Citizens,Poverty,Incidence,Among Population,20.56627,16.82667,-,14.8735501,26.2589899
120000000,2009,Senior Citizens,Poverty,Incidence,Among Population,24.43288,13.239,-,19.11184785,29.75391215
160000000,2009,Senior Citizens,Poverty,Incidence,Among Population,39.04285,7.945664,-,33.93971455,44.14598545
150000000,2009,Senior Citizens,Poverty,Incidence,Among Population,32.58045,13.24877,-,25.47979105,39.68110895
130000000,2012,Senior Citizens,Poverty,Incidence,Among Population,2.09613,22.78518,-,1.31046155,2.88179845
140000000,2012,Senior Citizens,Poverty,Incidence,Among Population,14.23324,21.49124,-,9.2013495,19.2651305
10000000,2012,Senior Citizens,Poverty,Incidence,Among Population,8.90984,12.40511,-,7.0916544,10.7280256
20000000,2012,Senior Citizens,Poverty,Incidence,Among Population,11.79443,19.56427,-,7.99860895,15.59025105
30000000,2012,Senior Citizens,Poverty,Incidence,Among Population,7.89718,15.11463,-,5.93365865,9.86070135
40000000,2012,Senior Citizens,Poverty,Incidence,Among Population,7.7498,14.25521,-,5.93248625,9.56711375
170000000,2012,Senior Citizens,Poverty,Incidence,Among Population,17.12787,18.39344,-,11.945462,22.310278
50000000,2012,Senior Citizens,Poverty,Incidence,Among Population,26.51325,10.48035,-,21.9423214,31.0841786
60000000,2012,Senior Citizens,Poverty,Incidence,Among Population,17.15868,10.04384,-,14.32370345,19.99365655
70000000,2012,Senior Citizens,Poverty,Incidence,Among Population,24.7753,8.915197,-,21.14187335,28.40872665
80000000,2012,Senior Citizens,Poverty,Incidence,Among Population,27.55478,11.01465,-,22.5621063,32.5474537
90000000,2012,Senior Citizens,Poverty,Incidence,Among Population,25.08975,11.54781,-,20.3236586,29.8558414
100000000,2012,Senior Citizens,Poverty,Incidence,Among Population,26.15537,11.36002,-,21.2676473,31.0430927
110000000,2012,Senior Citizens,Poverty,Incidence,Among Population,19.19021,15.8792,-,14.17748375,24.20293625
120000000,2012,Senior Citizens,Poverty,Incidence,Among Population,32.0649,12.09125,-,25.68715275,38.44264725
160000000,2012,Senior Citizens,Poverty,Incidence,Among Population,24.12527,11.63739,-,19.50685025,28.74368975
150000000,2012,Senior Citizens,Poverty,Incidence,Among Population,36.75618,16.78611,-,26.60664515,46.90571485
130000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,3.14846,12.32797,-,2.50997,3.78695
140000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,3.41616,45.20964,-,0.875556,5.956764
10000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,18.53311,16.11559,-,13.61996,23.44626
20000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,13.74459,20.85869,-,9.028474,18.46071
30000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,9.53795,12.76412,-,7.535261,11.54064
40000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,5.79892,11.2061,-,4.72995,6.86789
170000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,26.69906,10.38598,-,22.13754,31.26058
50000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,24.17877,11.65595,-,19.54272,28.81482
60000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,13.44075,14.638,-,10.20428,16.67722
70000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,18.56249,12.91182,-,14.61984,22.50514
80000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,24.72743,13.03103,-,19.42685,30.02801
90000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,17.26697,17.25911,-,12.36466,22.16928
100000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,22.02755,12.88315,-,17.3593,26.6958
110000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,15.67885,15.13684,-,11.7748,19.5829
120000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,21.63263,15.44445,-,16.13662,27.12864
160000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,22.29807,21.55939,-,14.39001,30.20613
150000000,2003,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,27.42086,13.70973,-,21.23676,33.60496
130000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,4.46217,19.08531,-,3.0612551,5.8630849
140000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,18.00063,21.74462,-,11.56182035,24.43943965
20000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,3.08132,91.43247,-,-1.5531714,7.7158114
30000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,7.99412,13.83383,-,6.17493095,9.81330905
40000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,5.0892,18.84325,-,3.51169435,6.66670565
170000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,20.62702,24.01254,-,12.47921985,28.77482015
50000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,27.33562,21.45568,-,17.6876292,36.9836108
60000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,24.90161,14.11428,-,19.1199614,30.6832586
70000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,20.10022,12.26354,-,16.045295,24.155145
80000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,22.34594,18.7131,-,15.4671751,29.2247049
90000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,17.5924,19.46767,-,11.95855465,23.22624535
100000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,20.0221,13.96095,-,15.4238644,24.6203356
110000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,18.85274,16.82569,-,13.6346355,24.0708445
120000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,29.48168,10.03037,-,24.6172176,34.3461424
160000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,36.51968,10.50426,-,30.2092626,42.8300974
150000000,2006,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,43.05515,20.78011,-,28.33748305,57.77281695
130000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,3.60269,15.8488,-,2.6634279,4.5419521
140000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,20.22373,20.38699,-,13.44137855,27.00608145
20000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,8.75281,42.35309,-,2.65464695,14.85097305
30000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,7.75631,14.36167,-,5.92389515,9.58872485
40000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,8.14519,14.42495,-,6.2124137,10.0779663
170000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,27.09509,25.13396,-,15.89252485,38.29765515
50000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,26.96738,19.12852,-,18.4817133,35.4530467
60000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,25.12924,11.18461,-,20.50578655,29.75269345
70000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,16.48164,15.10493,-,12.3863467,20.5769333
80000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,23.3954,19.67555,-,15.82318535,30.96761465
90000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,14.94159,16.38538,-,10.9142352,18.9689448
100000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,18.71325,12.67284,-,14.8121325,22.6143675
110000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,20.0348,16.21644,-,14.69031015,25.37928985
120000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,28.50827,11.67331,-,23.0339403,33.9825997
160000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,39.33153,6.888113,-,34.874896,43.788164
150000000,2009,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,28.49105,23.32072,-,17.5611436,39.4209564
130000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,4.11312,14.04981,-,3.16249095,5.06374905
140000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,-,-,-,-,-
10000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,13.5505,18.84721,-,9.34935095,17.75164905
20000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,22.95983,26.17458,-,13.0739722,32.8456878
30000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,8.80926,14.17126,-,6.7556749,10.8628451
40000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,5.57567,17.5894,-,3.96236915,7.18897085
170000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,15.3501,30.44128,-,7.66339335,23.03680665
50000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,22.7847,19.53413,-,15.46315045,30.10624955
60000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,27.34483,13.94179,-,21.0734978,33.6161622
70000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,17.21165,15.84833,-,12.7244848,21.6988152
80000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,24.92415,17.63779,-,17.69261485,32.15568515
90000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,16.06192,17.59862,-,11.4120314,20.7118086
100000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,24.83232,13.73833,-,19.22032025,30.44431975
110000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,19.6814,13.87512,-,15.1892011,24.1735989
120000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,33.14015,14.35294,-,25.31555945,40.96474055
160000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,29.94065,13.82925,-,23.12941235,36.75188765
150000000,2012,Individuals Residing in Urban Areas,Poverty,Incidence,Among Population,40.07428,14.98199,-,30.1978316,49.9507284
130000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,1.62779,17.20626,-,1.167058,2.088522
140000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,7.19787,18.53897,-,5.002766,9.392974
10000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,13.45262,11.12134,-,10.99152,15.91372
20000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,18.25089,11.60377,-,14.76713,21.73465
30000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,8.86572,11.57345,-,7.177835,10.55361
40000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,7.70099,11.12799,-,6.291291,9.110689
170000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,25.21196,10.78825,-,20.73768,29.68624
50000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,32.28764,7.352957,-,28.38225,36.19303
60000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,23.03916,8.609992,-,19.77602,26.3023
70000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,18.18579,10.06578,-,15.17455,21.19703
80000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,27.27247,8.396045,-,23.50573,31.03921
90000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,25.30292,12.28255,-,20.19052,30.41532
100000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,25.42269,10.65322,-,20.96747,29.87791
110000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,19.35321,12.04435,-,15.51876,23.18766
120000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,26.01129,9.717711,-,21.85322,30.16936
160000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,12.85241,18.97779,-,8.840091,16.86473
150000000,2003,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,28.72803,9.887869,-,24.05526,33.4008
130000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,1.83091,22.72027,-,1.14660645,2.51521355
140000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,13.56945,21.98114,-,8.6628756,18.4760244
10000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,17.04904,10.67118,-,14.05624215,20.04183785
20000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,26.74863,9.796584,-,22.43798975,31.05927025
30000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,11.21147,11.34927,-,9.1183391,13.3046009
40000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,5.00858,14.34383,-,3.8267791,6.1903809
170000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,28.69653,13.09442,-,22.51519575,34.87786425
50000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,32.2322,9.115903,-,27.3987623,37.0656377
60000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,22.09235,10.38112,-,18.31965765,25.86504235
70000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,20.37101,10.89399,-,16.7203931,24.0216269
80000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,28.58648,10.1428,-,23.81685185,33.35610815
90000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,28.40505,13.09456,-,22.2864396,34.5236604
100000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,26.7867,11.00211,-,21.9387205,31.6346795
110000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,16.94529,11.77903,-,13.66188645,20.22869355
120000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,28.30456,9.907757,-,23.69140425,32.91771575
160000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,36.80657,10.5972,-,30.39029685,43.22284315
150000000,2006,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,23.0988,19.72674,-,15.6031272,30.5944728
130000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,1.73622,17.85012,-,1.2264016,2.2460384
140000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,11.95773,21.083,-,7.81060275,16.10485725
10000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,13.8622,10.90198,-,11.37619375,16.34820625
20000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,25.69801,10.60218,-,21.21612525,30.17989475
30000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,12.43973,13.676,-,9.6411573,15.2383027
40000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,6.10078,11.55119,-,4.94153205,7.26002795
170000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,26.65403,14.06607,-,20.48664535,32.82141465
50000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,33.79416,7.91928,-,29.39172875,38.19659125
60000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,24.16216,10.46137,-,20.00410995,28.32021005
70000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,17.74034,10.35689,-,14.71789925,20.76278075
80000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,33.49849,6.799016,-,29.75188735,37.24509265
90000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,31.18892,11.61346,-,25.23054905,37.14729095
100000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,27.41307,8.616872,-,23.52733325,31.29880675
110000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,19.34838,9.607114,-,16.2906211,22.4061389
120000000,2009,Migrant and Formal Sector Workers,Poverty,Incidence,Among Population,27.45822,10.30973,-,22.80143885,32.11500115
